#received from email w mirko
Depth	Sulphate
m	ug/l
117.1015116	83.68883092
117.1112041	93.43141862
117.1208966	103.0301353
117.1305892	85.99578709
117.1402817	70.803487
117.1499742	63.18642145
117.1596668	54.41628453
117.1693593	47.52701936
117.1790518	62.86191688
117.1887444	69.73750304
117.1984369	59.27897594
117.2081294	56.21988171
117.217822	59.12446893
117.2275145	55.19581949
117.237207	60.01772665
117.2468996	69.57060682
117.2565921	65.51331119
117.2662846	64.43943936
117.2759772	59.78348862
117.2856697	63.32010046
117.2953622	74.80174998
117.3050548	98.89362392
117.3147473	102.4909374
117.3244398	102.9373734
117.3341324	97.15526533
117.3438249	87.13651462
117.3535174	91.25111561
117.36321	97.13813498
117.3729025	101.8021875
117.382595	114.9748035
117.3922876	112.5649745
117.4019801	91.34861865
117.4116726	94.54080856
117.4213652	113.1548246
117.4310577	113.2685895
117.4407502	119.6182452
117.4504428	149.8552183
117.4601353	160.825083
117.4698278	165.0829426
117.4795204	162.3553431
117.4892129	171.0988058
117.4989054	177.032164
117.508598	180.0714737
117.5182905	183.7749332
117.527983	191.3811164
117.5376755	191.8100948
117.5473681	172.0555781
117.5570606	152.8770963
117.5667531	119.6056291
117.5764457	122.3349267
117.5861382	120.1177996
117.5958307	115.0375111
117.6055233	103.3594199
117.6152158	120.0983553
117.6249083	113.7627416
117.6396009	108.889573
117.6492934	98.46880013
117.6589859	131.1096168
117.6686785	154.832326
117.678371	169.1929029
117.6880635	194.2248562
117.6977561	210.4938832
117.7074486	222.6428842
117.7171411	221.0002431
117.7268337	211.1981042
117.7365262	195.1533663
117.7462187	183.8282913
117.7559113	164.4374949
117.7656038	123.1056858
117.7752963	116.6546221
117.7849889	94.68991007
117.7946814	94.93672527
117.8043739	70.6178984
117.8140665	73.96953739
117.823759	60.73440493
117.8334515	63.55861622
117.8431441	52.83788058
117.8528366	59.03637689
117.8625291	51.84462124
117.8722217	59.21283318
117.8819142	52.89148505
117.8916067	61.66701774
117.9012993	62.51326258
117.9109918	73.8083124
117.9206843	65.06465527
117.9303769	71.35526209
117.9400694	57.7014729
117.9497619	66.65964514
117.9594545	61.72721381
117.969147	73.50854735
117.9788395	66.26197197
117.9885321	63.68192498
118.0092254	56.86510573
118.0275042	71.67025845
118.045783	72.50603581
118.0680617	62.69756137
118.0863405	62.04050879
118.1046193	57.52021389
118.122898	74.90674876
118.1411768	58.57619703
118.1594556	64.39795836
118.1777343	57.06278863
118.1960131	39.5953982
118.2142919	53.26322612
118.2325706	73.65859191
118.2508494	73.3262578
118.2691282	61.09778822
118.2874069	51.29709147
118.3056857	51.71854492
118.3239645	56.99603014
118.3422432	80.48821194
118.360522	103.6532448
118.3788007	77.84152961
118.3970795	61.35121121
118.4153583	64.94045208
118.433637	61.65972616
118.4519158	57.09892247
118.4701946	57.99157417
118.4884733	52.60811796
118.5067521	44.09803127
118.5250309	58.86089281
118.5433096	46.8834157
118.5615884	42.61800211
118.5798672	44.46552702
118.5981459	41.62035162
118.6164247	36.74050069
118.6347035	37.09049664
118.6529822	35.9852548
118.671261	40.55383618
118.6895398	46.14242891
118.7078185	38.66369602
118.7260973	35.71400794
118.7443761	50.44851333
118.7626548	68.76124119
118.7809336	69.76180831
118.7992123	59.9257879
118.8174911	89.83342785
118.8357699	101.0930892
118.8540486	107.4276918
118.8723274	80.38240298
118.8906062	61.72842907
118.9228849	61.341003
118.9411637	74.31839909
118.9594425	75.84266386
118.9777212	45.32382727
119.0075811	50.66545813
119.0170575	81.8562816
119.0265339	76.74076235
119.0360102	76.67694616
119.0454866	55.89151664
