Depth (m)	count	age (b1950)	MCE
223.565	1.0	2843.0	93.0
223.658	1.0	2844.0	93.0
223.712	1.0	2845.0	93.0
223.783	1.0	2846.0	93.0
223.837	1.0	2847.0	93.0
223.881	1.0	2848.0	93.0
223.944	1.0	2849.0	93.0
224.01	1.0	2850.0	93.0
224.086	1.0	2851.0	93.0
224.127	1.0	2852.0	93.0
224.197	1.0	2853.0	93.0
224.258	1.0	2854.0	93.0
224.303	1.0	2855.0	93.0
224.341	1.0	2856.0	93.0
224.385	1.0	2857.0	93.0
224.432	1.0	2858.0	93.0
224.479	1.0	2859.0	93.0
224.573	1.0	2860.0	93.0
224.633	1.0	2861.0	93.0
224.729	1.0	2862.0	93.5
224.779	1.0	2863.0	93.5
224.848	1.0	2864.0	93.5
224.915	1.0	2865.0	94.0
224.966	1.0	2866.0	94.0
225.053	1.0	2867.0	94.0
225.107	1.0	2868.0	94.0
225.167	1.0	2869.0	94.0
225.209	1.0	2870.0	94.0
225.296	1.0	2871.0	94.0
225.369	1.0	2872.0	94.0
225.419	1.0	2873.0	94.0
225.449	1.0	2874.0	94.0
225.509	1.0	2875.0	94.0
225.556	1.0	2876.0	94.0
225.615	1.0	2877.0	94.0
225.655	1.0	2878.0	94.0
225.696	1.0	2879.0	94.0
225.774	1.0	2880.0	94.0
225.814	1.0	2881.0	94.0
225.894	1.0	2882.0	94.0
226.016	1.0	2883.0	94.0
226.099	1.0	2884.0	94.0
226.155	1.0	2885.0	94.0
226.208	1.0	2886.0	94.0
226.289	1.0	2887.0	94.0
226.375	1.0	2888.0	94.0
226.43	1.0	2889.0	94.0
226.508	1.0	2890.0	94.0
226.557	1.0	2891.0	94.0
226.661	1.0	2892.0	94.0
226.733	1.0	2893.0	94.0
226.763	1.0	2894.0	94.0
226.809	1.0	2895.0	94.0
226.876	1.0	2896.0	94.0
226.916	1.0	2897.0	94.0
226.987	1.0	2898.0	94.0
227.068	1.0	2899.0	94.0
227.123	1.0	2900.0	94.0
227.194	1.0	2901.0	94.0
227.257	1.0	2902.0	94.0
227.324	1.0	2903.0	94.0
227.366	1.0	2904.0	94.0
227.432	1.0	2905.0	94.0
227.487	1.0	2906.0	94.0
227.519	1.0	2907.0	94.0
227.57	1.0	2908.0	94.0
227.65	1.0	2909.0	94.0
227.76	1.0	2910.0	94.5
227.826	1.0	2911.0	94.5
227.892	1.0	2912.0	95.0
227.92	1.0	2913.0	95.0
227.952	1.0	2914.0	95.0
228.032	1.0	2915.0	95.0
228.06	1.0	2916.0	95.0
228.148	1.0	2917.0	95.5
228.189	1.0	2918.0	95.5
228.246	1.0	2919.0	96.0
228.302	1.0	2920.0	96.0
228.349	1.0	2921.0	96.0
228.42	1.0	2922.0	96.0
228.456	1.0	2923.0	96.0
228.524	1.0	2924.0	96.0
228.605	1.0	2925.0	96.0
228.685	1.0	2926.0	96.0
228.736	1.0	2927.0	96.0
228.776	1.0	2928.0	96.0
228.82	1.0	2929.0	96.0
228.89	1.0	2930.0	96.0
228.93	1.0	2931.0	96.0
229.022	1.0	2932.0	96.0
229.105	1.0	2933.0	96.0
229.142	1.0	2934.0	96.0
229.208	1.0	2935.0	96.5
229.261	1.0	2936.0	96.5
229.312	1.0	2937.0	96.5
229.341	1.0	2938.0	96.5
229.428	1.0	2939.0	96.5
229.472	1.0	2940.0	96.5
229.574	1.0	2941.0	97.0
229.621	1.0	2942.0	97.0
229.677	1.0	2943.0	97.0
229.716	1.0	2944.0	97.0
229.755	1.0	2945.0	97.0
229.794	1.0	2946.0	97.0
229.873	1.0	2947.0	97.0
229.963	1.0	2948.0	97.0
230.059	1.0	2949.0	97.5
230.092	1.0	2950.0	97.5
230.189	1.0	2951.0	98.0
230.264	1.0	2952.0	98.0
230.324	1.0	2953.0	98.0
230.431	1.0	2954.0	98.0
230.474	1.0	2955.0	98.0
230.533	1.0	2956.0	98.0
230.583	1.0	2957.0	98.0
230.624	1.0	2958.0	98.0
230.662	1.0	2959.0	98.0
230.727	1.0	2960.0	98.0
230.765	1.0	2961.0	98.0
230.836	1.0	2962.0	98.0
230.902	1.0	2963.0	98.0
230.974	1.0	2964.0	98.0
231.019	1.0	2965.0	98.0
231.123	1.0	2966.0	98.0
231.191	1.0	2967.0	98.0
231.236	1.0	2968.0	98.0
231.286	1.0	2969.0	98.5
231.326	1.0	2970.0	98.5
231.383	1.0	2971.0	98.5
231.437	1.0	2972.0	98.5
231.485	1.0	2973.0	98.5
231.622	1.0	2974.0	99.0
231.709	1.0	2975.0	99.0
231.747	1.0	2976.0	99.0
231.836	1.0	2977.0	99.0
231.915	1.0	2978.0	99.0
231.954	1.0	2979.0	99.0
232.03	1.0	2980.0	99.0
232.1	1.0	2981.0	99.0
232.17	1.0	2982.0	99.0
232.23	1.0	2983.0	99.0
232.315	1.0	2984.0	99.0
232.402	1.0	2985.0	99.0
232.48	1.0	2986.0	99.0
232.578	1.0	2987.0	99.0
232.647	1.0	2988.0	99.0
232.702	1.0	2989.0	99.0
232.79	1.0	2990.0	99.0
232.834	1.0	2991.0	99.0
232.922	1.0	2992.0	99.0
232.971	1.0	2993.0	99.0
233.059	1.0	2994.0	99.5
233.15	1.0	2995.0	99.5
233.201	1.0	2996.0	99.5
233.254	1.0	2997.0	99.5
233.317	1.0	2998.0	99.5
233.379	1.0	2999.0	99.5
233.442	1.0	3000.0	99.5
233.487	1.0	3001.0	99.5
233.558	1.0	3002.0	99.5
233.625	1.0	3003.0	99.5
233.673	1.0	3004.0	99.5
233.768	1.0	3005.0	99.5
233.827	1.0	3006.0	99.5
233.905	1.0	3007.0	99.5
233.959	1.0	3008.0	99.5
233.996	1.0	3009.0	99.5
234.061	1.0	3010.0	99.5
234.106	1.0	3011.0	99.5
234.166	1.0	3012.0	99.5
234.206	1.0	3013.0	99.5
234.237	1.0	3014.0	99.5
234.314	1.0	3015.0	99.5
234.367	1.0	3016.0	99.5
234.43	1.0	3017.0	99.5
234.519	1.0	3018.0	99.5
234.568	1.0	3019.0	99.5
234.641	1.0	3020.0	99.5
234.715	1.0	3021.0	100.0
234.752	1.0	3022.0	100.0
234.803	1.0	3023.0	100.0
234.879	1.0	3024.0	100.0
234.944	1.0	3025.0	100.0
234.997	1.0	3026.0	100.0
235.081	1.0	3027.0	100.0
235.139	1.0	3028.0	100.0
235.216	1.0	3029.0	100.0
235.27	1.0	3030.0	100.0
235.324	1.0	3031.0	100.0
235.41	1.0	3032.0	100.0
235.451	1.0	3033.0	100.0
235.513	1.0	3034.0	100.0
235.546	1.0	3035.0	100.0
235.593	1.0	3036.0	100.0
235.65	1.0	3037.0	100.0
235.678	1.0	3038.0	100.0
235.75	1.0	3039.0	100.0
235.851	1.0	3040.0	100.0
235.898	1.0	3041.0	100.0
235.973	1.0	3042.0	100.0
236.059	1.0	3043.0	100.0
236.108	1.0	3044.0	100.0
236.167	1.0	3045.0	100.0
236.216	1.0	3046.0	100.0
236.25	1.0	3047.0	100.0
236.273	1.0	3048.0	100.0
236.337	1.0	3049.0	100.0
236.369	1.0	3050.0	100.0
236.418	1.0	3051.0	100.0
236.49	1.0	3052.0	100.0
236.543	1.0	3053.0	100.0
236.589	1.0	3054.0	100.0
236.664	1.0	3055.0	100.0
236.716	1.0	3056.0	100.0
236.811	1.0	3057.0	100.5
236.913	1.0	3058.0	101.0
236.992	1.0	3059.0	101.5
237.081	1.0	3060.0	102.0
237.144	1.0	3061.0	102.0
237.191	1.0	3062.0	102.0
237.282	1.0	3063.0	102.0
237.317	1.0	3064.0	102.0
237.417	1.0	3065.0	102.0
237.442	1.0	3066.0	102.0
237.549	1.0	3067.0	102.5
237.648	1.0	3068.0	103.0
237.698	1.0	3069.0	103.0
237.741	1.0	3070.0	103.0
237.802	1.0	3071.0	103.0
237.856	1.0	3072.0	103.0
237.9	1.0	3073.0	103.0
237.988	1.0	3074.0	103.0
238.079	1.0	3075.0	103.5
238.119	1.0	3076.0	103.5
238.164	1.0	3077.0	104.0
238.192	1.0	3078.0	104.0
238.249	1.0	3079.0	104.0
238.315	1.0	3080.0	104.0
238.341	1.0	3081.0	104.0
238.431	1.0	3082.0	104.0
238.511	1.0	3083.0	104.0
238.547	1.0	3084.0	104.5
238.585	1.0	3085.0	104.5
238.651	1.0	3086.0	104.5
238.71	1.0	3087.0	104.5
238.78	1.0	3088.0	104.5
238.813	1.0	3089.0	104.5
238.906	1.0	3090.0	104.5
238.947	1.0	3091.0	104.5
239.089	1.0	3092.0	105.0
239.148	1.0	3093.0	105.0
239.186	1.0	3094.0	105.0
239.268	1.0	3095.0	105.0
239.325	1.0	3096.0	105.0
239.404	1.0	3097.0	105.0
239.44	1.0	3098.0	105.0
239.509	1.0	3099.0	105.0
239.572	1.0	3100.0	105.0
239.642	1.0	3101.0	105.0
239.702	1.0	3102.0	105.0
239.756	1.0	3103.0	105.0
239.845	1.0	3104.0	105.0
239.897	1.0	3105.0	105.0
239.933	1.0	3106.0	105.0
240.01	1.0	3107.0	105.0
240.05	1.0	3108.0	105.0
240.122	1.0	3109.0	105.0
240.233	1.0	3110.0	105.5
240.279	1.0	3111.0	105.5
240.331	1.0	3112.0	105.5
240.378	1.0	3113.0	105.5
240.421	1.0	3114.0	106.0
240.477	1.0	3115.0	106.0
240.507	1.0	3116.0	106.0
240.604	1.0	3117.0	106.0
240.652	1.0	3118.0	106.0
240.684	1.0	3119.0	106.0
