Depth_m,nssS
257.823,-0.435
257.834,-0.139
257.845,0.055
257.856,0.072
257.867,-0.067
257.878,-0.173
257.889,-0.096
257.9,-0.017
257.91,-0.099
257.921,-0.289
257.932,-0.457
257.943,-0.318
257.954,-0.339
257.965,-0.16
258.042,0.018
258.053,-0.036
258.064,0.094
258.075,0.175
258.085,0.258
258.096,0.357
258.107,0.725
258.118,0.466
258.129,0.656
258.14,0.376
258.151,-0.234
258.162,-0.143
258.173,-0.17
258.184,-0.232
258.195,-0.119
258.206,-0.078
258.217,-0.242
258.228,-0.712
258.239,-0.633
258.25,-0.653
258.261,-0.782
258.271,-0.919
258.282,-0.865
258.293,-0.722
258.304,-0.436
258.315,-0.234
258.326,-0.133
258.337,-0.133
258.348,-0.125
258.359,-0.068
258.37,0.2
258.381,0.749
258.392,0.806
258.403,0.575
258.414,0.155
258.425,-0.008
258.436,-0.044
258.447,-0.113
258.457,-0.3
258.468,-0.414
258.49,-0.469
258.501,-0.409
258.512,-0.35
258.523,-0.24
258.534,-0.153
258.545,0.014
258.556,0.26
258.567,0.499
258.578,0.659
258.589,0.844
258.6,1.319
258.611,1.932
258.622,2.352
258.633,2.018
258.643,1.125
258.654,0.524
258.665,0.36
258.676,0.07
258.687,0.01
258.698,-0.19
258.709,-0.354
258.72,-0.486
258.731,-0.372
258.742,-0.402
258.753,-0.58
258.764,-0.448
258.775,-0.122
258.786,-0.159
258.797,0.153
258.808,0.417
258.819,0.574
258.829,0.742
258.84,0.872
258.851,1.08
258.862,1.236
258.873,1.385
258.884,1.457
258.895,1.409
258.906,1.278
258.917,1.181
258.928,1.123
258.939,1.129
258.95,1.128
258.961,1.044
258.972,1.083
258.983,1.254
258.994,1.621
259.005,1.969
259.015,1.858
259.026,1.806
259.037,1.67
259.048,1.629
259.059,2.054
259.07,2.009
259.081,1.818
259.092,1.846
259.103,2.083
259.114,2.089
259.125,1.99
259.136,1.751
259.147,1.697
259.158,1.671
259.169,1.608
259.18,1.575
259.191,1.556
259.201,1.511
259.212,1.682
259.223,1.544
259.234,1.682
259.245,1.421
259.256,0.814
259.267,0.796
259.278,0.664
259.289,0.364
259.3,0.104
259.311,-0.009
259.322,-0.242
259.333,-0.318
259.344,-0.482
259.355,-0.623
259.366,-0.768
259.377,-0.874
259.387,-0.807
259.398,-0.683
259.409,-0.528
259.42,-0.379
259.431,-0.533
259.442,-0.759
259.453,-0.689
259.464,-0.648
259.475,-0.584
259.486,-0.511
259.497,-0.411
259.508,-0.201
259.519,-0.02
259.53,0.199
259.541,0.232
259.552,0.224
259.563,0.161
259.573,0.203
259.584,0.236
259.595,0.331
259.606,0.32
259.617,0.311
259.628,0.245
259.639,0.13
259.65,-0.063
259.661,-0.216
259.672,0.113
259.683,0.261
259.694,0.043
259.705,-0.459
259.716,-0.549
259.727,-0.507
259.738,-0.422
259.748,-0.354
259.759,-0.217
259.77,-0.045
259.781,-0.086
259.792,-0.222
259.803,-0.387
259.814,0.043
259.825,0.238
259.836,0.181
259.847,0.08
259.858,0.065
259.869,0.123
259.88,0.056
259.891,0.215
259.902,-0.009
259.913,-0.291
259.924,-0.809
259.934,-0.709
259.945,-0.557
259.956,-0.444
260.044,-0.174
260.055,-0.057
260.066,0.041
260.077,0.102
260.088,0.01
260.099,-0.022
260.11,-0.007
260.12,-0.025
260.131,-0.105
260.142,-0.099
260.153,-0.059
260.164,-0.009
260.175,0.194
260.186,0.271
260.197,0.3
260.208,0.369
260.219,0.294
260.23,0.326
260.241,0.312
260.252,0.28
260.263,0.236
260.274,0.194
260.285,0.168
260.296,0.187
260.306,0.453
260.317,0.117
260.328,-0.437
260.339,-0.891
260.35,-0.737
260.361,-0.748
260.372,-0.816
260.383,-0.703
260.394,-0.609
260.405,-0.397
260.416,-0.077
260.449,0.534
260.46,0.755
260.471,0.703
260.482,0.592
260.492,-0.153
260.503,-0.434
260.514,-0.676
260.525,-0.787
260.536,-0.796
260.547,-0.765
260.558,-0.719
260.569,-0.666
260.58,-0.561
260.591,-0.463
260.602,-0.339
260.613,-0.205
260.624,-0.126
260.635,0.05
260.646,0.14
260.657,0.194
260.668,0.218
260.678,0.219
260.689,0.189
260.7,0.166
260.711,0.072
260.722,0.03
260.733,-0.057
260.744,-0.144
260.755,-0.196
260.766,-0.323
260.777,-0.382
260.788,-0.248
260.799,-0.468
260.81,-0.915
260.821,-0.915
260.832,-0.964
260.843,-0.967
260.854,-0.959
260.864,-0.898
260.875,-0.942
260.886,-0.893
260.897,-0.842
260.908,-0.754
260.919,-0.57
260.93,-0.406
260.941,-0.197
260.952,-0.032
260.963,0.013
260.974,0.138
260.985,0.278
260.996,0.498
261.007,0.52
261.018,0.591
261.029,0.488
261.04,0.563
261.05,0.581
261.061,0.503
261.072,0.616
261.083,0.522
261.094,0.424
261.105,0.431
261.116,0.411
261.127,0.291
261.138,0.238
261.149,0.296
261.16,0.456
261.171,0.831
261.182,1.133
261.193,1.189
261.204,1.316
261.215,1.312
261.226,1.153
261.236,0.985
261.247,0.751
261.258,0.51
261.269,0.278
261.28,0.045
261.291,-0.206
261.302,-0.419
261.313,-0.585
261.324,-0.756
261.335,-0.718
261.346,-0.669
261.357,-0.361
261.368,0.421
261.379,0.354
261.39,-0.254
261.401,-0.396
261.412,-0.353
261.422,-0.376
261.433,-0.267
261.444,-0.211
261.455,-0.147
261.466,-0.122
261.477,-0.249
261.488,-0.328
261.499,-0.435
261.51,-0.595
261.521,-0.686
261.532,-0.794
261.543,-0.837
261.554,-0.919
261.565,-0.93
261.576,-0.951
261.587,-0.957
261.598,-0.983
261.608,-0.969
261.619,-1.157
261.63,-1.131
261.641,-1.089
261.652,-0.72
261.663,-0.51
261.674,-0.407
261.685,-0.202
261.696,-0.09
261.707,0.011
261.718,0.101
261.729,0.273
261.74,0.401
261.751,0.411
261.762,0.401
261.773,0.416
261.784,0.356
261.794,0.186
261.805,0.001
261.816,-0.133
261.827,-0.147
261.838,-0.123
261.849,-0.103
261.86,0.127
261.871,0.009
261.882,0.186
261.893,0.013
261.904,-0.298
261.915,-0.127
261.926,-0.091
261.937,0.052
261.948,0.206
261.959,0.394
261.97,0.485
261.98,0.406
261.991,0.346
262.002,0.313
262.013,0.377
262.024,0.359
262.035,0.283
262.046,0.11
262.057,-0.092
262.068,-0.06
262.079,-0.109
262.09,0.176
262.101,0.41
262.112,0.008
262.123,-0.435
262.134,-0.039
262.145,0.081
262.155,0.201
262.166,0.236
262.177,0.181
262.188,0.175
262.199,0.197
262.21,0.114
262.232,-0.055
262.243,-0.043
262.254,-0.072
262.265,-0.161
262.276,-0.283
262.287,-0.339
262.298,-0.345
262.309,-0.315
262.32,-0.146
262.331,0.191
262.342,0.898
262.352,1.054
262.363,0.781
262.374,0.052
262.385,-0.198
262.396,-0.105
262.407,-0.24
262.418,-0.374
262.429,-0.376
262.44,-0.314
262.451,-0.338
262.462,-0.405
262.473,-0.194
262.484,0.235
262.495,0.352
262.506,0.071
262.517,-0.393
262.527,-0.581
262.538,-0.6
262.549,-0.682
262.56,-0.726
262.571,-0.717
262.582,-0.693
262.593,-0.619
262.604,-0.644
262.615,-0.633
262.626,-0.548
262.637,-0.521
262.648,-0.464
262.659,-0.392
262.67,-0.342
262.681,-0.34
262.692,-0.32
262.703,-0.332
262.713,-0.326
262.724,-0.27
262.735,-0.286
262.746,-0.336
262.757,-0.476
262.768,-0.626
262.779,-0.633
262.79,-0.701
262.801,-0.753
262.812,-0.794
262.823,-0.882
262.834,-0.92
262.845,-0.919
262.856,-0.914
262.867,-0.906
262.878,-0.895
262.889,-0.878
262.899,-0.791
262.91,-0.722
262.921,-0.672
262.932,-0.618
262.943,-0.555
262.965,-0.47
262.976,-0.365
262.987,-0.197
262.998,-0.122
263.009,-0.039
263.02,0.078
263.031,0.191
263.042,0.216
263.053,0.335
263.064,0.599
263.074,0.478
263.085,0.701
263.096,0.287
263.107,-0.096
263.118,-0.091
263.129,-0.073
263.14,-0.012
263.151,0.172
263.162,0.447
263.173,0.981
263.184,0.93
263.195,0.579
263.206,0.858
263.217,1.166
263.228,1.131
263.239,1.076
263.25,0.675
263.26,0.246
263.271,0.073
263.282,0.044
263.293,-0.011
263.304,-0.047
263.315,-0.094
263.326,0.078
263.337,0.287
263.348,0.426
263.359,0.525
263.37,0.651
263.381,0.799
263.392,0.871
263.403,0.888
263.414,0.859
263.425,0.866
263.436,0.895
263.447,0.998
263.457,0.96
263.468,0.818
263.479,0.592
263.49,0.383
263.501,0.257
263.512,0.163
263.523,0.059
263.534,0.044
263.545,-0.029
263.556,-0.141
263.567,-0.243
263.578,-0.281
263.589,-0.246
263.6,-0.054
263.611,0.077
263.622,0.208
263.633,0.44
263.643,0.53
263.654,0.599
263.665,0.708
263.676,0.7
263.687,0.725
263.698,0.727
263.709,0.696
263.72,0.629
263.731,0.638
263.742,0.973
263.753,1.053
263.764,0.6
263.775,0.037
263.786,-0.023
263.797,0.086
263.808,0.066
263.819,-0.068
263.829,-0.069
263.84,-0.138
263.851,-0.143
263.862,-0.202
263.873,-0.119
263.884,0.022
263.895,0.248
263.906,0.273
263.917,0.166
263.928,0.023
263.939,0.116
263.95,0.414
263.961,0.041
264.037,-0.003
264.048,-0.394
264.059,-0.146
264.07,0.062
264.081,0.233
264.092,0.31
264.103,0.555
264.114,0.717
264.125,0.88
264.136,0.957
264.147,1.03
264.158,1.296
264.169,1.694
264.18,2.433
264.191,2.573
264.201,2.133
264.212,1.178
264.223,0.832
264.234,0.459
264.245,0.324
264.256,0.163
264.267,0.025
264.278,-0.236
264.289,-0.4
264.3,-0.375
264.311,-0.287
264.322,-0.234
264.333,-0.309
264.344,-0.29
264.355,-0.365
264.366,-0.269
264.377,-0.246
264.388,-0.1
264.398,-0.141
264.409,-0.03
264.42,-0.023
264.431,-0.017
264.442,0.007
264.453,0.025
264.464,0.059
264.475,0.158
264.486,0.467
264.497,0.417
264.508,0.025
264.519,-0.4
264.53,-0.231
264.541,-0.334
264.552,-0.343
264.562,-0.335
264.573,-0.373
264.584,-0.343
264.595,-0.299
264.606,-0.191
264.617,-0.083
264.628,-0.007
264.639,0.037
264.65,0.182
264.661,0.232
264.672,0.21
264.683,0.191
264.694,0.172
264.705,0.206
264.716,0.21
264.727,0.252
264.738,0.343
264.748,0.493
264.759,0.226
264.781,0.448
264.792,0.191
264.803,0.018
264.825,-0.236
264.836,-0.567
264.847,-0.319
264.858,-0.246
264.869,-0.244
264.88,-0.247
264.891,-0.228
264.902,-0.243
264.913,-0.171
264.924,-0.071
264.935,-0.042
264.945,-0.03
264.956,-0.014
264.967,0.045
264.978,0.083
264.989,0.081
265.0,0.097
265.011,0.152
265.022,0.178
265.033,0.249
265.044,0.33
265.055,0.401
265.066,0.472
265.077,0.529
265.088,0.605
265.099,0.801
265.11,1.086
265.121,0.998
265.131,0.533
265.142,0.027
265.153,0.272
265.164,0.132
265.175,0.266
265.186,0.39
265.197,0.055
265.208,-0.502
265.219,-0.322
265.23,-0.421
265.241,-0.669
265.252,-0.928
265.263,-0.919
265.274,-0.753
265.285,-0.655
265.296,-0.676
265.307,-0.638
265.317,-0.618
265.328,-0.615
265.339,-0.613
265.35,-0.637
265.361,-0.695
265.372,-0.793
265.383,-0.915
265.394,-0.963
265.405,-0.954
265.416,-0.87
265.427,-0.772
265.438,-0.705
265.449,-0.549
265.46,-0.516
265.471,-0.46
265.482,-0.414
265.492,-0.434
265.503,-0.442
265.514,-0.434
265.525,-0.417
265.536,-0.351
265.547,-0.192
265.558,0.021
265.569,-0.264
265.591,-0.593
265.624,-0.992
265.646,-0.787
265.657,-0.701
265.668,-0.767
265.678,-0.784
265.689,-0.746
265.7,-0.536
265.711,-0.499
265.722,-0.589
265.733,-0.721
265.744,-0.627
265.755,-0.745
265.766,-0.64
265.777,-0.722
265.788,-0.688
265.799,-0.272
265.843,-0.079
265.854,-0.039
265.864,-0.297
265.875,-0.688
265.886,-0.71
265.897,-0.829
265.908,-0.774
265.919,-0.69
265.93,-0.543
265.941,-0.631
265.952,-0.573
265.963,-0.631
265.974,-0.64
265.985,-0.6
265.996,-0.48
266.007,-0.257
266.018,-0.012
266.029,-0.023
266.04,-0.179
266.05,-0.465
266.061,-0.526
266.072,-0.374
266.083,-0.227
266.094,-0.228
266.105,-0.174
266.116,-0.089
266.127,-0.157
266.138,-0.189
266.149,-0.181
266.16,-0.206
266.171,-0.218
266.182,-0.21
266.193,-0.136
266.204,-0.099
266.215,-0.08
266.226,-0.04
266.236,0.006
266.247,0.122
266.258,0.188
266.269,0.196
266.28,0.298
266.291,0.431
266.302,0.53
266.313,0.507
266.324,0.394
266.335,0.23
266.346,0.161
266.357,0.105
266.368,-0.002
266.379,-0.19
266.39,-0.367
266.401,-0.461
266.412,-0.497
266.422,-0.317
266.433,-0.143
266.444,-0.261
266.455,-0.488
266.466,-0.577
266.477,-0.556
266.488,-0.457
266.499,-0.432
266.51,-0.32
266.521,-0.28
266.532,-0.253
266.543,-0.253
266.554,-0.275
266.565,-0.226
266.576,-0.216
266.587,-0.181
266.598,-0.19
266.608,-0.197
266.619,-0.189
266.63,-0.162
266.641,-0.193
266.652,-0.211
266.663,-0.23
266.674,-0.147
266.685,-0.081
266.696,-0.076
266.707,-0.096
266.718,-0.169
266.729,-0.181
266.74,-0.109
266.751,0.009
266.762,0.162
266.773,0.254
266.784,0.43
266.794,0.694
266.805,1.039
266.816,1.552
266.827,1.478
266.838,1.521
266.849,1.65
266.86,1.714
266.871,1.728
266.882,1.695
266.893,1.435
266.904,2.066
266.915,1.759
266.926,2.021
266.937,1.958
266.948,1.244
266.959,1.04
266.97,0.697
266.98,0.228
266.991,0.525
267.002,0.43
267.013,0.348
267.024,0.264
267.035,0.131
267.046,0.079
267.057,-0.042
267.068,-0.08
267.079,-0.101
267.09,-0.258
267.101,-0.228
267.112,-0.281
267.123,-0.148
267.134,-0.123
267.145,-0.238
267.156,-0.399
267.166,-0.534
267.177,-0.501
267.188,-0.496
267.199,-0.481
267.21,-0.565
267.221,-0.668
267.232,-0.652
267.243,-0.603
267.254,-0.419
267.265,-0.132
267.276,-0.257
267.287,-0.462
267.298,-0.807
267.309,-0.677
267.32,-0.572
267.331,-0.405
267.341,-0.266
267.352,-0.151
267.363,-0.13
267.374,-0.106
267.385,-0.15
267.396,-0.169
267.407,-0.138
267.418,-0.065
267.429,-0.068
267.44,-0.14
267.451,-0.131
267.462,-0.183
267.473,-0.182
267.484,-0.236
267.495,-0.257
267.506,-0.264
267.517,-0.241
267.527,-0.156
267.538,-0.043
267.549,-0.055
267.56,-0.213
267.571,-0.142
267.582,-0.104
267.593,0.008
267.604,0.109
267.615,0.05
267.626,-0.102
267.637,-0.235
267.648,-0.273
267.659,-0.451
267.67,-0.495
267.681,-0.324
267.692,-0.284
267.703,-0.344
267.713,-0.286
267.724,-0.344
267.735,-0.125
267.79,-0.136
267.801,-0.06
267.812,-0.064
267.823,-0.061
267.834,-0.05
267.845,-0.198
267.856,-0.211
267.867,-0.239
267.878,-0.298
267.921,-0.312
267.932,-0.261
267.943,-0.287
267.954,-0.316
267.965,-0.299
267.976,-0.324
267.987,-0.273
267.998,-0.158
268.009,0.3
268.02,0.424
268.031,0.352
268.042,0.217
268.053,-0.259
268.064,-0.55
268.075,-0.561
268.085,-0.592
268.096,-0.605
268.107,-0.42
268.118,-0.328
268.129,-0.351
268.14,-0.251
268.151,-0.209
268.162,-0.126
268.173,-0.063
268.184,-0.015
268.195,0.02
268.206,0.127
268.217,0.145
268.228,0.203
268.239,0.258
268.25,0.234
268.261,0.228
268.271,0.243
268.282,0.211
268.293,0.226
268.304,0.23
268.315,0.189
268.326,0.027
268.337,-0.065
268.348,-0.269
268.359,-0.369
268.37,-0.513
268.381,-0.668
268.392,-0.701
268.403,-0.639
268.414,-0.625
268.425,-0.612
268.436,-0.623
268.447,-0.607
268.457,-0.561
268.468,-0.543
268.479,-0.499
268.49,-0.456
268.501,-0.533
268.512,-0.523
268.523,-0.495
268.534,-0.518
268.545,-0.538
268.556,-0.514
268.567,-0.45
268.578,-0.449
268.589,-0.429
268.6,-0.452
268.611,-0.402
268.622,-0.289
268.633,-0.243
268.643,-0.089
268.654,-0.059
268.665,0.119
268.676,0.198
268.687,0.242
268.698,0.239
268.709,0.261
268.72,0.263
268.731,0.183
268.742,0.122
268.753,0.113
268.764,0.095
268.775,0.005
268.786,0.036
268.797,0.008
268.808,-0.123
268.819,-0.196
268.829,-0.274
268.84,-0.326
268.851,-0.388
268.862,-0.312
268.873,-0.408
268.884,-0.506
268.895,-0.512
268.906,-0.538
268.917,-0.2
268.928,-0.271
268.939,-0.546
268.95,-0.329
268.961,-0.123
268.972,-0.119
268.983,-0.168
268.994,-0.164
269.004,-0.173
269.026,-0.176
269.037,-0.125
269.048,-0.051
269.059,-0.086
269.07,-0.151
269.081,-0.186
269.092,-0.197
269.103,-0.103
269.114,0.203
269.125,-0.006
269.136,-0.387
269.147,-0.571
269.158,-0.391
269.169,-0.395
269.18,-0.37
269.191,-0.295
269.201,-0.283
269.212,-0.268
269.223,-0.185
269.234,-0.094
269.245,-0.037
269.256,0.091
269.267,0.06
269.278,0.086
269.289,0.079
269.3,0.058
269.311,0.047
269.322,0.13
269.333,0.189
269.344,0.318
269.355,0.632
269.366,0.391
269.377,-0.14
269.387,-0.566
269.398,-0.439
269.409,-0.17
269.42,0.148
269.431,0.185
269.442,0.294
269.453,0.277
269.464,0.406
269.475,0.605
269.486,0.662
269.497,0.816
269.508,0.894
269.519,0.814
269.53,0.93
269.541,1.037
269.552,1.121
269.562,1.236
269.573,1.309
269.584,1.422
269.595,1.35
269.606,1.465
269.617,1.517
269.628,1.359
269.639,1.578
269.65,1.69
269.661,1.759
269.672,1.931
269.683,1.985
269.694,2.198
269.705,2.211
269.716,2.511
269.727,2.631
269.738,2.638
269.748,2.698
269.759,2.698
269.77,2.727
269.781,2.752
269.792,2.647
269.803,2.157
269.814,1.833
269.825,1.557
269.836,1.213
269.847,0.872
269.858,0.599
269.869,0.326
269.88,0.107
269.891,-0.114
269.902,-0.346
269.913,-0.513
269.924,-0.595
269.935,-0.721
269.945,-0.855
269.956,-1.085
270.044,-0.201
270.055,0.06
270.066,-0.199
270.077,-0.2
270.088,-0.185
270.099,-0.138
270.11,-0.183
270.121,-0.253
270.131,-0.366
270.142,-0.354
270.153,-0.285
270.164,-0.303
270.175,-0.405
270.186,-0.496
270.197,-0.477
270.208,-0.376
270.219,-0.149
270.23,-0.021
270.241,0.201
270.252,0.226
270.263,0.272
270.274,0.243
270.285,0.255
270.296,0.326
270.306,0.336
270.317,0.31
270.328,0.141
270.339,0.031
270.35,0.065
270.361,0.131
270.372,0.272
270.383,0.333
270.394,0.463
270.405,0.546
270.416,0.522
270.427,0.551
270.438,0.509
270.449,0.534
270.46,0.505
270.471,0.433
270.482,0.47
270.492,0.265
270.503,0.204
270.514,0.029
270.525,-0.046
270.536,-0.13
270.547,-0.255
270.558,-0.452
270.569,-0.501
270.58,-0.582
270.591,-0.605
270.602,-0.625
270.613,-0.604
270.624,-0.551
270.635,-0.563
270.646,-0.586
270.657,-0.565
270.668,-0.538
270.679,-0.435
270.689,-0.224
270.7,-0.112
270.711,0.042
270.722,0.187
270.733,0.246
270.744,0.23
270.755,0.051
270.766,-0.165
270.777,-0.28
270.788,-0.319
270.799,-0.362
270.81,-0.223
270.821,-0.12
270.832,-0.104
270.843,-0.134
270.854,-0.271
270.865,-0.329
270.875,-0.045
270.886,-0.138
270.897,-0.153
270.908,0.147
270.919,-0.035
270.93,-0.174
270.941,-0.082
270.952,0.003
270.963,0.128
270.974,0.233
270.985,0.206
270.996,0.213
271.007,0.15
271.018,0.074
271.029,-0.04
271.04,-0.189
271.051,-0.277
271.061,-0.436
271.072,-0.574
271.083,-0.515
271.094,-0.55
271.105,-0.478
271.116,-0.36
271.127,-0.316
271.138,-0.135
271.149,-0.092
271.16,-0.044
271.171,-0.085
271.182,-0.015
271.193,-0.089
271.204,-0.041
271.215,-0.163
271.226,-0.298
271.236,-0.375
271.247,-0.502
271.258,-0.631
271.269,-0.609
271.28,-0.645
271.291,-0.673
271.302,-0.633
271.313,-0.715
271.324,-0.724
271.335,-0.728
271.346,-0.819
271.357,-0.837
271.368,-0.85
271.379,-0.839
271.39,-0.807
271.401,-0.816
271.411,-0.771
271.422,-0.596
271.433,-0.554
271.444,-0.698
271.455,-0.714
271.466,-0.683
271.477,-0.702
271.488,-0.683
271.499,-0.674
271.51,-0.693
271.521,-0.603
271.532,-0.655
271.543,-0.68
271.554,-0.685
271.565,-0.704
271.576,-0.675
271.587,-0.65
271.598,-0.657
271.608,-0.571
271.619,-0.564
271.63,-0.448
271.641,-0.438
271.652,-0.411
271.663,-0.251
271.674,-0.171
271.685,-0.036
271.696,-0.01
271.707,0.067
271.718,0.162
271.729,0.109
271.74,0.01
271.751,-0.167
271.762,-0.359
271.794,-0.2
271.805,-0.579
271.816,-0.333
271.827,-0.261
271.838,-0.056
271.849,0.154
271.86,0.244
271.871,0.284
271.882,0.442
271.893,0.686
271.904,1.065
271.926,1.54
271.937,1.691
271.948,1.523
271.97,1.299
271.981,0.923
271.991,0.319
272.002,-0.116
272.013,-0.178
272.024,-0.322
272.035,-0.379
272.046,-0.345
272.057,-0.302
272.068,-0.385
272.079,-0.31
272.09,-0.154
272.101,-0.191
272.112,-0.353
272.123,-0.273
272.134,-0.156
272.145,0.042
272.156,0.145
272.166,0.111
272.177,-0.018
272.188,-0.174
272.199,-0.278
272.21,-0.345
272.221,-0.435
272.232,-0.509
272.243,-0.516
272.254,-0.576
272.276,-0.515
272.287,-0.421
272.298,-0.343
272.309,-0.266
272.32,-0.279
272.331,-0.342
272.341,-0.212
272.352,-0.201
272.363,-0.046
272.374,-0.034
272.385,0.093
272.396,0.293
272.407,0.503
272.418,0.625
272.429,0.734
272.44,0.967
272.451,1.281
272.462,1.419
272.473,1.449
272.484,1.471
272.495,1.539
272.506,1.448
272.517,1.171
272.527,0.802
272.538,0.501
272.549,0.206
272.56,-0.042
272.571,-0.243
272.582,-0.231
272.593,-0.179
272.604,-0.126
272.615,0.091
272.626,0.233
272.637,0.476
272.648,0.358
272.659,0.14
272.67,0.366
272.681,0.365
272.692,0.539
272.703,0.568
272.713,0.519
272.724,0.597
272.735,0.541
272.746,0.429
272.757,0.316
272.768,0.091
272.779,0.002
272.79,-0.106
272.801,-0.273
272.812,-0.265
272.823,-0.31
272.834,-0.295
272.845,-0.317
272.856,-0.274
272.867,0.072
272.889,0.308
272.91,0.737
272.932,0.707
272.954,0.805
272.976,0.611
272.998,0.752
273.02,0.514
273.042,0.589
273.075,0.45
273.086,-0.025
273.096,0.043
273.107,-0.013
273.118,0.029
273.129,0.143
273.151,0.422
273.162,0.574
273.173,0.673
273.184,0.803
273.195,0.951
273.206,0.728
273.217,0.541
273.228,0.392
273.239,0.207
273.25,-0.082
273.26,-0.118
273.271,-0.25
273.282,-0.388
273.293,-0.431
273.304,-0.375
273.315,-0.273
273.326,-0.099
273.337,-0.042
273.348,0.211
273.359,0.484
273.37,0.833
273.381,0.914
273.392,0.949
273.403,0.883
273.414,0.735
273.425,0.567
273.436,0.566
273.447,0.516
273.457,0.549
273.468,0.678
273.479,0.945
273.49,1.184
273.501,1.303
273.512,1.468
273.523,1.578
273.534,1.811
273.545,1.877
273.556,2.321
273.567,2.426
273.578,2.296
273.589,1.961
273.6,1.87
273.611,1.624
273.622,1.299
273.633,1.078
273.643,0.817
273.654,0.675
273.665,0.465
273.676,0.393
273.687,0.386
273.698,0.25
273.709,0.106
273.72,0.044
273.731,-0.009
273.742,0.024
273.753,0.044
273.764,0.047
273.775,0.037
273.786,0.061
273.797,0.308
273.808,0.835
273.819,0.9
273.829,0.539
273.84,-0.078
273.851,-0.408
273.862,-0.252
273.873,-0.068
273.884,0.004
273.895,0.04
273.906,0.087
273.961,0.057
273.972,0.0
273.983,-0.121
273.994,-0.148
274.015,-0.233
274.026,-0.278
274.037,-0.154
274.048,0.145
274.059,-0.067
274.07,0.222
274.081,0.071
274.092,-0.044
274.103,-0.271
274.114,-0.168
274.125,0.019
274.136,0.087
274.147,0.039
274.158,0.012
274.169,-0.097
274.18,-0.265
274.191,-0.319
274.201,-0.329
274.212,-0.354
274.223,-0.349
274.234,-0.387
274.245,-0.335
274.256,-0.279
274.267,-0.277
274.278,-0.303
274.289,-0.27
274.3,-0.271
274.311,-0.263
274.322,-0.225
274.333,-0.178
274.344,-0.123
274.355,-0.08
274.366,-0.056
274.377,-0.114
274.387,-0.088
274.398,-0.088
274.409,-0.155
274.42,-0.244
274.431,-0.373
274.442,-0.473
274.453,-0.531
274.464,-0.608
274.475,-0.647
274.486,-0.743
274.497,-0.816
274.508,-0.88
274.519,-0.905
274.53,-0.949
274.541,-0.953
274.552,-0.824
274.563,-0.563
274.573,-0.618
274.584,-0.612
274.595,-0.616
274.606,-0.49
274.617,-0.505
274.628,-0.44
274.639,-0.373
274.65,0.073
274.661,-0.059
274.672,-0.348
274.683,-0.428
274.694,-0.383
274.705,-0.414
274.716,-0.492
274.727,-0.515
274.738,-0.609
274.748,-0.666
274.759,-0.715
274.77,-0.789
274.781,-0.794
274.792,-0.798
274.803,-0.773
274.814,-0.787
274.825,-0.769
274.836,-0.76
274.847,-0.75
274.858,-0.741
274.869,-0.676
274.88,-0.633
274.891,-0.553
274.902,-0.45
274.913,-0.411
274.924,-0.39
274.935,-0.316
274.945,-0.326
274.956,-0.263
274.967,-0.27
274.978,-0.294
274.989,-0.321
275.0,-0.314
275.011,-0.24
275.022,-0.218
275.033,-0.223
275.044,-0.278
275.055,-0.378
275.066,-0.393
275.077,-0.397
275.088,-0.366
275.099,-0.34
275.11,-0.337
275.121,-0.182
275.131,-0.089
275.142,-0.01
275.153,-0.044
275.164,-0.088
275.175,-0.037
275.186,-0.022
275.197,-0.075
275.208,-0.043
275.219,-0.12
275.23,-0.125
275.241,-0.142
275.252,-0.134
275.263,-0.084
275.274,0.029
275.285,0.001
275.296,0.147
275.306,0.061
275.317,0.089
275.328,0.045
275.339,-0.05
275.35,-0.016
275.361,-0.017
275.372,-0.114
275.383,-0.137
275.394,-0.185
275.405,-0.206
275.416,-0.166
275.427,-0.215
275.438,-0.173
275.449,-0.127
275.46,-0.142
275.471,-0.131
275.482,0.014
275.492,-0.273
275.503,-0.544
275.514,-0.705
275.525,-0.847
275.536,-1.158
275.547,-1.023
275.558,-0.845
275.569,-0.879
275.58,-0.807
275.591,-0.811
275.602,-0.827
275.613,-0.765
275.624,-0.757
275.635,-0.721
275.646,-0.621
275.657,-0.471
275.668,-0.229
275.678,0.177
275.689,0.613
275.7,0.605
275.711,0.623
275.722,0.344
275.733,-0.303
275.744,-0.531
275.766,-0.566
275.777,-0.571
275.788,-0.53
275.799,-0.478
275.81,-0.306
275.821,-0.122
275.843,-0.276
275.854,-0.079
275.865,-0.107
275.875,-0.241
275.897,-0.435
275.908,-0.675
275.919,-0.415
275.93,-0.452
275.941,-0.514
275.952,-0.566
276.04,-0.408
276.05,-0.359
276.061,-0.26
276.072,-0.165
276.083,-0.047
276.094,0.111
276.105,0.207
276.116,0.229
276.127,0.284
276.138,0.234
276.149,0.238
276.16,0.235
276.247,-0.298
276.258,-0.48
276.269,-0.56
276.28,-0.574
276.291,-0.452
276.302,-0.36
276.313,-0.173
276.324,0.099
276.335,-0.16
276.357,0.161
276.368,-0.128
276.379,-0.395
276.39,-0.664
276.401,-0.471
276.411,-0.518
276.422,-0.691
276.433,-0.622
276.444,-0.446
276.455,-0.194
276.466,-0.168
276.477,-0.624
276.488,-0.88
276.499,-1.067
276.51,-1.13
276.521,-0.997
276.532,-0.636
276.543,-0.445
276.554,-0.401
276.565,-0.302
