Depth_m,nssS
192.134,0.141
192.145,-0.346
192.156,-0.873
192.166,-1.02
192.177,-0.978
192.188,-0.927
192.21,-0.669
192.221,-0.581
192.232,-0.457
192.254,-0.322
192.265,-0.458
192.276,-0.405
192.287,0.111
192.298,0.257
192.309,0.149
192.32,-0.02
192.331,-0.14
192.342,-0.14
192.352,-0.196
192.363,-0.237
192.374,-0.209
192.385,-0.327
192.396,-0.472
192.407,-0.635
192.418,-0.719
192.429,-0.746
192.44,-0.73
192.451,-0.693
192.462,-0.663
192.473,-0.466
192.484,-0.104
192.495,-0.146
192.506,-0.472
192.517,-0.34
192.527,-0.053
192.538,-0.146
192.549,-0.314
192.56,-0.399
192.571,-0.203
192.582,-0.036
192.593,-0.009
192.604,-0.124
192.615,-0.162
192.626,-0.251
192.637,-0.23
192.648,-0.193
192.659,-0.191
192.67,0.119
192.681,0.293
192.692,0.88
192.703,1.285
192.714,1.672
192.724,2.093
192.735,2.652
192.746,3.169
192.757,4.182
192.768,5.398
192.779,5.227
192.79,5.547
192.801,4.894
192.812,4.178
192.823,3.55
192.834,3.998
192.845,3.931
192.856,3.528
192.867,3.429
192.878,3.357
192.889,2.314
192.899,0.515
192.91,-0.17
192.921,-0.18
192.932,-0.214
192.943,0.078
192.954,-0.278
192.965,-0.532
192.976,-0.545
192.987,-0.459
192.998,-0.383
193.009,-0.326
193.02,-0.292
193.031,-0.135
193.042,-0.041
193.053,-0.552
193.064,-1.185
193.075,-0.897
193.085,-0.883
193.096,-0.931
193.107,-0.807
193.118,-0.741
193.129,-0.495
193.14,-0.518
193.151,-0.524
193.162,-0.627
193.173,-0.525
193.184,-0.282
193.195,-0.015
193.217,0.164
193.228,0.204
193.239,0.326
193.25,0.024
193.261,-0.79
193.271,-0.673
193.282,-0.884
193.293,-1.024
193.304,-1.073
193.315,-0.894
193.326,-0.992
193.337,-1.007
193.348,-1.23
193.359,-1.066
193.37,-1.008
193.381,-0.81
193.392,-0.572
193.403,-0.201
193.414,-0.248
193.425,-0.031
193.436,-0.178
193.446,0.082
193.457,0.179
193.468,-0.189
193.479,0.115
193.49,-0.302
193.501,-0.638
193.512,-0.662
193.523,-0.374
193.534,-0.532
193.545,-1.068
193.556,-1.147
193.567,-0.974
193.578,-0.979
193.589,-0.963
193.6,-0.972
193.611,-0.918
193.622,-0.964
193.633,-0.856
193.644,-0.82
193.654,-0.7
193.665,-0.592
193.676,-0.409
193.687,-0.409
193.698,-0.424
193.709,-0.447
193.72,-0.463
193.731,-0.597
193.742,-0.615
193.753,-0.687
193.764,-0.75
193.775,-0.729
193.786,-0.591
193.797,-0.629
193.808,-0.231
193.819,-0.462
193.829,-0.5
193.84,-0.737
193.851,-0.913
193.862,-0.9
193.873,-0.578
193.884,-0.101
193.895,0.148
193.906,-0.371
193.917,-0.622
193.928,-0.304
193.939,-0.035
193.95,0.069
193.961,0.054
193.972,-0.217
193.983,-0.471
193.994,-0.671
194.005,-0.872
194.015,-0.971
194.026,-1.011
194.037,-0.879
194.048,-0.728
194.059,-0.806
194.07,-0.795
194.081,-0.9
194.092,-1.038
194.103,-0.888
194.114,-0.807
194.125,-0.721
194.136,-0.437
194.147,-0.164
194.158,0.026
194.169,-0.038
194.18,0.014
194.19,-0.088
194.201,-0.115
194.212,-0.078
194.223,-0.263
194.234,-0.79
194.245,-0.707
194.256,-1.011
194.267,-1.073
194.278,-0.745
194.289,-0.529
194.3,-0.199
194.311,0.126
194.322,0.429
194.333,0.575
194.344,0.687
194.355,0.846
194.366,0.908
194.376,0.885
194.387,0.825
194.398,0.602
194.409,0.434
194.42,0.135
194.431,-0.201
194.442,-0.582
194.453,-0.911
194.464,-0.827
194.475,-0.879
194.486,-0.944
194.497,-1.161
194.508,-1.091
194.519,-1.223
194.53,-1.113
194.541,-1.088
194.552,-1.073
194.562,-1.017
194.573,-0.923
194.584,-0.738
194.595,-0.25
194.606,-0.113
194.617,-0.475
194.628,-1.016
194.639,-1.075
194.65,-0.815
194.661,-0.714
194.672,-0.856
194.683,-0.916
194.694,-1.052
194.705,-1.129
194.716,-1.047
194.727,-0.933
194.738,-0.924
194.749,-1.006
194.759,-0.799
194.77,-0.711
194.781,-0.662
194.792,-0.51
194.803,-0.304
194.814,-0.06
194.825,0.094
194.836,0.213
194.847,0.369
194.858,0.354
194.869,0.428
194.88,0.407
194.891,0.471
194.902,0.442
194.913,0.4
194.924,0.273
194.935,0.241
194.945,0.218
194.956,0.526
195.044,2.901
195.055,2.797
195.066,2.781
195.077,2.787
195.088,2.776
195.099,3.28
195.11,3.279
195.12,2.671
195.131,1.703
195.142,1.22
195.153,1.275
195.164,1.366
195.175,1.335
195.186,1.336
195.197,1.4
195.208,1.528
195.219,1.676
195.23,1.97
195.241,2.362
195.252,2.975
195.263,3.834
195.274,5.186
195.285,5.889
195.296,5.924
195.306,5.719
195.328,5.568
195.339,5.37
195.361,5.263
195.372,5.472
195.383,5.665
195.394,4.093
195.405,3.826
195.416,4.266
195.427,4.699
195.438,4.869
195.449,4.463
195.46,3.779
195.471,3.016
195.482,2.63
195.492,2.453
195.503,2.279
195.514,2.129
195.525,1.784
195.536,1.327
195.547,0.94
195.558,0.622
195.569,0.359
195.58,0.146
195.591,0.247
195.602,-0.122
195.613,-0.454
195.624,-1.028
195.635,-0.998
195.646,-0.946
195.657,-0.986
195.668,-0.989
195.678,-0.968
195.689,-0.947
195.7,-0.894
195.711,-0.872
195.722,-0.789
195.733,-0.727
195.744,-0.624
195.755,-0.574
195.766,-0.383
195.777,-0.315
195.788,-0.266
195.799,-0.289
195.81,-0.269
195.821,-0.379
195.832,-0.256
195.843,-0.119
195.854,0.325
195.864,-0.023
195.875,-0.507
195.886,-0.688
195.897,-0.727
195.908,-0.633
195.919,-0.825
195.93,-0.842
195.941,-0.587
195.952,-0.273
195.963,-0.125
195.974,0.164
195.985,0.439
195.996,0.533
196.007,0.663
196.018,0.885
196.029,0.981
196.04,0.961
196.05,1.0
196.061,1.182
196.072,1.366
196.083,1.604
196.094,1.381
196.105,0.409
196.116,-0.578
196.127,-0.574
196.138,-0.691
196.149,-0.674
196.16,-0.42
196.171,-0.23
196.182,-0.233
196.193,-0.326
196.204,-0.046
196.215,0.044
196.226,0.074
196.236,0.04
196.247,0.275
196.258,-0.124
196.269,-0.615
196.28,-0.727
196.291,-0.665
196.302,-0.523
196.313,-0.525
196.324,-0.912
196.335,-0.837
196.346,-0.69
196.357,-0.619
196.368,-0.759
196.379,-0.601
196.39,-0.326
196.401,-0.196
196.412,-0.116
196.422,-0.117
196.433,-0.11
196.444,-0.212
196.455,-0.341
196.466,-0.474
196.477,-0.569
196.488,-0.646
196.499,-0.781
196.51,-0.914
196.521,-1.026
196.532,-1.008
196.543,-0.984
196.554,-0.907
196.565,-0.862
196.576,-0.836
196.587,-0.772
196.597,-0.691
196.608,-0.64
196.619,-0.587
196.63,-0.44
196.641,-0.293
196.652,0.029
196.663,0.516
196.674,0.346
196.685,0.703
196.696,0.182
196.707,-0.442
196.718,-0.306
196.729,-0.47
196.74,-0.756
196.751,-0.954
196.762,-1.043
196.773,-1.065
196.784,-1.073
196.794,-0.963
196.805,-0.835
196.816,-0.719
196.827,-0.797
196.838,-0.989
196.849,-0.632
196.86,-0.29
196.871,0.218
196.882,0.069
196.893,0.011
196.904,0.023
196.915,0.131
196.926,0.118
196.937,0.132
196.948,0.133
196.959,0.123
196.97,0.112
196.98,0.104
196.991,0.158
197.002,0.274
197.013,0.325
197.024,0.372
197.035,0.344
197.046,0.305
197.057,0.257
197.068,0.117
197.079,-0.044
197.09,-0.195
197.101,-0.364
197.112,-0.533
197.123,-0.684
197.134,-0.894
197.145,-1.054
197.155,-1.053
197.166,-1.028
197.188,-1.005
197.199,-0.908
197.21,-0.779
197.221,-0.884
197.232,-0.678
197.243,-0.764
197.254,-0.769
197.265,-0.229
197.276,0.291
197.287,0.427
197.298,0.274
197.309,0.144
197.32,0.018
197.331,-0.199
197.341,-0.473
197.352,-0.685
197.363,-0.819
197.374,-0.988
197.385,-1.074
197.396,-1.157
197.407,-1.239
197.418,-1.258
197.429,-1.178
197.44,-0.989
197.451,-0.843
197.462,-0.84
197.473,-0.809
197.484,-0.395
197.495,0.108
197.506,0.466
197.517,0.496
197.528,-0.165
197.538,-0.223
197.549,-0.424
197.56,-0.282
197.571,-0.442
197.582,-0.63
197.593,-0.86
197.604,-0.953
197.615,-0.947
197.626,-0.842
197.637,-0.713
197.648,-0.8
197.659,-0.822
197.67,-1.011
197.681,-1.308
197.692,-1.148
197.703,-1.045
197.713,-0.984
197.724,-0.916
197.735,-0.869
197.746,-0.744
197.757,-0.665
197.768,-0.517
197.779,-0.325
197.79,-0.21
197.801,-0.128
197.812,0.003
197.823,0.164
197.834,0.298
197.845,0.463
197.856,0.501
197.867,0.466
197.878,0.253
197.889,0.007
197.899,-0.074
197.91,-0.16
197.921,-0.298
197.932,-0.37
197.943,-0.492
197.954,-0.66
198.042,-0.465
198.053,-0.614
198.064,-0.417
198.075,-0.188
198.086,-0.042
198.096,0.019
198.107,0.146
198.118,0.194
198.129,0.083
198.14,0.366
198.151,0.019
198.162,-0.327
198.173,-0.58
198.184,-0.471
198.195,-0.453
198.206,-0.289
198.217,-0.154
198.228,0.528
198.239,1.141
198.25,1.052
198.261,0.758
198.271,0.843
198.282,0.952
198.293,0.917
198.304,0.802
198.315,0.477
198.326,0.168
198.337,0.046
198.348,-0.115
198.359,-0.243
198.37,-0.358
198.381,-0.423
198.392,-0.508
198.403,-0.555
198.414,-0.613
198.425,-0.656
198.436,-0.697
198.447,-0.696
198.458,-0.67
198.468,-0.615
198.479,-0.468
198.501,-0.251
198.512,-0.258
198.523,-0.333
198.534,-0.423
198.545,-0.099
198.556,0.115
198.567,0.067
198.578,0.059
198.589,-0.034
198.611,-0.255
198.622,-0.367
198.633,-0.378
198.643,-0.377
198.654,-0.318
198.665,-0.324
198.676,-0.256
198.687,-0.267
198.698,-0.184
198.709,-0.09
198.72,0.13
198.731,0.416
198.742,0.846
198.753,0.795
198.764,1.127
198.775,0.992
198.786,0.802
198.797,1.371
198.808,2.319
198.819,2.269
198.829,1.253
198.84,0.358
198.851,0.313
198.862,0.386
198.873,0.166
198.884,-0.061
198.895,-0.187
198.906,-0.302
198.917,-0.351
198.928,-0.393
198.939,-0.376
198.95,-0.305
198.961,-0.152
198.972,0.296
198.983,0.286
198.994,0.213
199.005,0.126
199.016,0.15
199.026,0.139
199.037,0.46
199.048,0.743
199.059,0.573
199.07,-0.166
199.081,-0.674
199.092,-0.665
199.103,-0.46
199.114,-0.179
199.125,0.015
199.136,0.352
199.147,0.714
199.158,0.94
199.169,1.118
199.18,1.336
199.191,1.372
199.201,1.457
199.212,1.417
199.223,1.368
199.234,1.199
199.245,1.002
199.256,0.636
199.267,0.38
199.278,0.155
199.289,-0.002
199.3,-0.109
199.311,-0.101
199.322,0.0
199.333,0.098
199.344,0.295
199.355,0.739
199.366,1.066
199.377,1.181
199.387,0.71
199.398,0.285
199.475,0.528
199.486,0.42
199.497,0.21
199.508,0.007
199.519,-0.135
199.53,-0.227
199.541,-0.253
199.552,-0.234
199.562,-0.183
199.573,-0.005
199.584,0.13
199.595,0.244
199.606,0.361
199.617,0.621
199.628,0.473
199.639,0.637
199.65,0.391
199.661,-0.078
199.672,-0.088
199.683,-0.002
199.694,-0.05
199.705,-0.107
199.716,-0.283
199.727,-0.547
199.738,-0.677
199.748,-0.707
199.759,-0.766
199.77,-0.828
199.781,-0.867
199.792,-0.923
199.803,-0.933
199.814,-0.909
199.825,-0.888
199.836,-0.848
199.847,-0.676
199.858,-0.772
199.869,-0.638
199.88,-0.791
199.891,-0.612
199.902,-0.41
199.913,-0.274
199.924,-0.095
199.934,0.098
199.945,0.187
199.956,0.109
200.044,-0.366
200.055,-0.323
200.066,-0.319
200.077,-0.406
200.088,-0.809
200.099,-0.835
200.11,-0.758
200.121,-0.629
200.131,-0.567
200.142,-0.469
200.153,-0.145
200.164,0.123
200.175,0.114
200.186,0.095
200.197,0.009
200.208,0.292
200.219,0.499
200.23,0.586
200.241,0.427
200.252,0.636
200.263,0.413
200.274,0.225
200.285,-0.117
200.296,-0.134
200.306,-0.258
200.317,-0.372
200.328,-0.468
200.339,-0.464
200.35,-0.41
200.361,-0.268
200.372,0.009
200.383,0.076
200.394,0.194
200.405,0.244
200.416,0.625
200.427,0.643
200.438,0.627
200.449,0.488
200.46,0.407
200.482,0.442
200.492,0.24
200.503,0.455
200.514,0.107
200.525,-0.168
200.536,-0.445
200.547,-0.264
200.558,-0.292
200.569,-0.367
200.58,-0.435
200.591,-0.516
200.602,-0.578
200.613,-0.509
200.624,-0.443
200.635,-0.533
200.646,-0.57
200.657,-0.661
200.668,-0.509
200.679,-0.577
200.689,-0.218
200.7,-0.143
200.711,0.0
200.722,0.176
200.733,0.273
200.744,0.159
200.755,-0.075
200.766,-0.215
200.777,-0.239
200.788,-0.339
200.799,-0.4
200.81,-0.487
200.821,-0.558
200.832,-0.611
200.843,-0.62
200.854,-0.707
200.864,-0.71
200.875,-0.698
200.886,-0.6
200.897,-0.549
200.908,-0.377
200.919,-0.426
200.93,-0.379
200.941,-0.169
200.952,-0.035
200.963,-0.027
200.974,-0.156
200.985,-0.027
200.996,-0.215
201.007,-0.046
201.018,-0.213
201.029,0.11
201.04,-0.254
201.05,-0.409
201.061,-0.724
201.072,-0.474
201.083,-0.302
201.094,-0.206
201.105,-0.331
201.116,-0.541
201.127,-0.37
201.138,-0.471
201.149,-0.287
201.16,-0.217
201.171,-0.36
201.182,-0.67
201.193,-0.9
201.204,-0.946
201.215,-0.827
201.226,-0.621
201.237,-0.415
201.247,-0.236
201.258,-0.151
201.269,-0.044
201.28,0.015
201.291,0.133
201.302,0.291
201.313,0.599
201.324,1.207
201.335,0.629
201.346,-0.083
201.357,0.172
201.368,0.078
201.379,-0.169
201.39,-0.361
201.401,-0.421
201.412,-0.479
201.422,-0.425
201.433,-0.224
201.444,0.154
201.455,0.081
201.466,-0.152
201.477,-0.462
201.488,-0.532
201.499,-0.526
201.51,-0.547
201.521,-0.383
201.532,-0.283
201.543,-0.094
201.554,-0.109
201.565,-0.443
201.576,-0.597
201.587,-0.594
201.597,-0.694
201.608,-0.803
201.619,-0.982
201.63,-1.022
201.641,-0.961
201.652,-0.9
201.663,-0.908
201.674,-0.881
201.685,-0.865
201.696,-0.898
201.707,-0.858
201.718,-0.694
201.729,-0.515
201.74,-0.36
201.751,-0.222
201.762,-0.02
201.773,0.198
201.784,0.272
201.794,0.226
201.805,0.119
201.816,0.118
201.827,0.382
201.838,0.229
201.849,0.225
201.86,-0.143
201.871,-0.328
201.882,-0.78
201.893,-0.745
201.904,-0.702
201.915,-0.703
201.926,-0.73
201.937,-0.695
201.948,-0.634
201.959,-0.476
201.97,-0.371
201.98,-0.277
201.991,-0.218
202.002,-0.217
202.013,-0.166
202.024,-0.146
202.035,-0.148
202.046,-0.221
202.057,-0.342
202.068,-0.384
202.079,-0.41
202.09,-0.316
202.101,0.066
202.112,0.606
202.123,0.495
202.134,0.737
202.145,0.57
202.156,0.832
202.166,0.854
202.177,0.827
202.188,1.112
202.199,1.065
202.21,0.974
202.221,0.783
202.232,0.742
202.243,0.798
202.254,0.711
202.265,0.168
202.276,-0.364
202.287,-0.386
202.298,-0.455
202.309,-0.512
202.32,-0.535
202.331,-0.566
202.341,-0.612
202.352,-0.617
202.363,-0.583
202.374,-0.479
202.385,-0.345
202.407,-0.213
202.418,-0.043
202.429,0.135
202.44,0.26
202.451,0.347
202.462,0.478
202.473,0.662
202.484,0.773
202.495,0.763
202.506,0.706
202.517,0.629
202.527,0.499
202.538,0.478
202.549,0.456
202.56,0.531
202.571,0.403
202.582,0.231
202.593,-0.141
202.604,-0.462
202.615,-0.471
202.626,-0.605
202.637,-0.272
202.648,0.169
202.659,0.489
202.67,0.174
202.681,0.058
202.692,-0.163
202.703,0.245
202.714,0.549
202.724,0.675
202.735,0.756
202.746,0.724
202.757,0.687
202.768,0.611
202.779,0.464
202.79,0.289
202.801,0.142
202.812,-0.04
202.823,-0.151
202.834,-0.232
202.845,-0.209
202.856,-0.163
202.867,-0.022
202.878,0.261
202.889,0.607
202.9,0.803
202.91,0.718
202.921,0.746
202.932,1.141
202.943,1.046
202.954,0.842
202.965,0.646
202.976,0.962
202.987,1.308
202.998,1.411
203.009,1.237
203.02,0.99
203.031,0.774
203.042,0.421
203.053,0.384
203.064,0.389
203.075,0.447
203.085,0.438
203.096,0.416
203.107,0.589
203.118,0.045
203.129,-0.503
203.14,-0.984
203.151,-0.75
203.162,-0.76
203.173,-0.77
203.184,-0.662
203.195,-0.702
203.206,-0.612
203.217,-0.748
203.228,-0.626
203.239,-0.651
203.25,-0.529
203.261,-0.38
203.272,-0.01
203.282,-0.022
203.293,0.022
203.304,-0.157
203.315,0.158
203.326,0.236
203.337,0.271
203.348,0.337
203.359,0.326
203.37,-0.05
203.381,-0.532
203.392,-0.501
203.403,-0.601
203.414,-0.737
203.425,-0.812
203.436,-0.816
203.447,-0.701
203.457,-0.542
203.468,-0.308
203.479,-0.045
203.49,0.054
203.501,0.158
203.512,0.173
203.523,0.196
203.534,0.022
203.545,-0.139
203.556,-0.379
203.567,-0.578
203.578,-0.726
203.589,-0.912
203.6,-0.954
203.611,-0.889
203.622,-0.623
203.633,-0.537
203.643,-0.868
203.654,-1.102
203.665,-0.701
203.676,-0.584
203.687,-0.468
203.698,-0.645
203.709,-0.104
203.72,0.256
203.731,0.041
203.742,-0.318
203.753,-0.126
203.764,0.064
203.775,0.113
203.786,0.268
203.797,0.351
203.808,0.353
203.819,0.314
203.829,0.271
203.84,0.191
203.851,0.022
203.862,-0.089
203.873,-0.24
203.884,-0.329
203.895,-0.368
204.037,1.95
204.048,1.729
204.059,1.332
204.07,0.883
204.081,0.585
204.092,0.198
204.103,-0.319
204.114,-0.479
204.125,-0.355
204.136,-0.086
204.147,-0.061
204.158,0.045
204.169,0.239
204.18,0.058
204.191,0.016
204.201,0.029
204.212,0.271
204.223,0.37
204.234,0.578
204.245,0.624
204.256,0.729
204.267,0.7
204.278,0.766
204.289,0.832
204.3,0.876
204.311,0.492
204.322,0.574
204.333,0.878
204.344,1.09
204.355,1.273
204.366,1.077
204.377,0.769
204.387,1.761
204.398,2.113
204.409,1.818
204.42,1.178
204.431,0.868
204.442,1.013
204.453,1.091
204.464,1.453
204.475,1.631
204.486,1.745
204.497,1.763
204.508,1.758
204.519,1.814
204.53,1.742
204.541,1.545
204.552,1.376
204.562,1.262
204.573,1.096
204.584,0.97
204.595,0.847
204.606,0.734
204.617,0.736
204.628,0.646
204.639,0.702
204.65,0.839
204.661,1.132
204.672,0.963
204.683,0.351
204.694,-0.027
204.705,-0.002
204.716,0.238
204.727,0.359
204.738,0.378
204.748,0.25
204.759,0.141
204.77,0.123
204.781,0.153
204.792,0.047
204.803,0.109
204.814,-0.012
204.825,-0.22
204.836,-0.553
204.847,-0.559
204.858,-0.571
204.869,-0.528
204.88,-0.389
204.891,-0.296
204.902,-0.089
204.913,0.419
204.924,1.357
204.934,1.772
204.945,1.266
204.956,0.758
204.967,0.662
204.978,1.006
204.989,1.246
205.0,1.241
205.011,1.001
205.022,0.739
205.033,0.529
205.044,0.213
205.055,0.074
205.066,-0.028
205.077,-0.169
205.088,-0.251
205.099,-0.274
205.11,-0.136
205.12,0.12
205.131,-0.361
205.142,-0.301
205.153,0.556
205.164,0.791
205.175,0.488
205.186,1.053
205.197,1.307
205.208,1.827
205.219,2.019
205.23,1.714
205.241,1.47
205.252,0.978
205.263,0.509
205.274,0.626
205.285,0.605
205.296,0.481
205.306,0.082
205.317,-0.435
205.328,-0.68
205.339,-0.709
205.35,-0.699
205.361,-0.67
205.372,-0.629
205.383,-0.589
205.394,-0.513
205.405,-0.376
205.416,-0.241
205.427,-0.109
205.438,-0.003
205.449,0.218
205.46,-0.236
205.471,-0.851
205.482,-1.152
205.492,-0.952
205.503,-0.896
205.514,-0.878
205.525,-0.894
205.536,-0.93
205.547,-0.959
205.558,-1.008
205.569,-1.071
205.58,-1.125
205.591,-1.038
205.602,-1.065
205.613,-1.153
205.624,-1.098
205.635,-1.086
205.646,-1.121
205.657,-1.212
205.668,-1.217
205.679,-0.888
205.689,-0.675
205.7,-0.763
205.711,-0.79
205.722,-0.771
205.733,-0.746
205.744,-0.402
205.766,-0.123
205.777,-0.12
205.788,-0.613
205.799,-0.863
205.81,-0.855
205.821,-0.819
205.832,-0.831
205.843,-0.884
205.854,-0.861
205.864,-0.856
205.875,-0.805
205.886,-0.76
205.897,-0.671
205.908,-0.648
205.919,-0.581
205.93,-0.52
205.941,-0.44
205.952,-0.331
205.963,-0.154
205.974,-0.03
205.985,0.028
205.996,0.03
206.007,0.094
206.018,0.314
206.029,0.064
206.04,-0.317
206.05,-0.759
206.061,-1.036
206.072,-0.994
206.083,-1.085
206.094,-1.098
206.105,-1.131
206.116,-1.105
206.127,-1.098
206.138,-1.048
206.149,-0.812
206.16,-0.456
206.171,-0.442
206.182,-0.534
206.193,-0.852
206.204,-1.211
206.215,-0.941
206.226,-0.539
206.236,-0.396
206.247,-0.363
206.258,-0.435
206.269,-0.461
206.28,-0.451
206.291,-0.415
206.302,-0.439
206.313,-0.197
206.324,0.259
206.335,0.183
206.346,-0.255
206.357,-0.471
206.368,-0.586
206.379,-0.657
206.39,-0.662
206.401,-0.614
206.411,-0.667
206.422,-0.83
206.433,-1.026
206.444,-1.203
206.455,-1.449
206.466,-1.531
206.477,-1.467
206.488,-1.316
206.499,-1.272
206.51,-1.164
206.521,-1.119
206.532,-1.005
206.543,-0.816
206.554,-0.623
206.565,-0.449
206.576,-0.4
206.587,-0.265
206.597,0.002
206.608,0.166
206.619,0.454
206.63,0.964
206.641,1.16
206.652,0.893
206.663,0.629
206.674,-0.015
206.685,0.099
206.696,-0.059
206.707,-0.261
206.718,-0.448
206.729,-0.586
206.74,-0.628
206.751,-0.577
206.762,-0.33
206.773,0.194
206.784,0.125
206.794,0.083
206.805,0.137
206.816,0.67
206.827,0.838
206.838,0.912
206.849,1.095
206.86,1.259
206.871,0.224
206.882,-0.59
206.893,-0.356
206.904,-0.069
206.915,-0.119
206.926,-0.343
206.937,-0.6
206.948,-1.01
206.959,-0.881
206.97,-0.8
206.981,-0.788
206.991,-0.564
207.002,-0.395
207.013,-0.2
207.024,0.03
207.035,0.249
207.046,0.507
207.057,0.655
207.068,0.756
207.079,0.832
207.09,0.741
207.101,0.608
207.112,0.311
207.123,0.004
207.134,-0.3
207.145,-0.554
207.155,-0.773
207.166,-0.877
207.177,-0.789
207.188,-0.707
207.199,-0.889
207.21,-0.942
207.221,-0.807
207.232,-0.666
207.243,-0.555
207.254,-0.164
207.265,0.206
207.276,0.29
207.287,0.016
207.298,-0.159
207.309,-0.18
207.32,-0.213
207.331,-0.242
207.341,-0.398
207.352,-0.574
207.363,-0.676
207.374,-0.737
207.385,-0.817
207.396,-0.769
207.407,-0.712
207.418,-0.565
207.429,-0.673
207.44,-0.769
207.451,-0.781
207.462,-0.77
207.473,-0.588
207.484,-0.467
207.495,-0.308
207.506,-0.133
207.517,-0.027
207.527,0.058
207.538,0.12
207.549,0.181
207.56,0.191
207.571,0.138
207.582,0.02
207.593,-0.13
207.604,-0.223
207.615,-0.247
207.626,-0.378
207.637,-0.425
207.648,-0.528
207.659,-0.491
207.67,-0.458
207.681,-0.028
207.713,0.621
207.724,0.944
207.735,1.217
207.746,1.27
207.757,0.949
207.768,0.662
207.779,0.383
207.79,0.568
207.801,0.365
207.812,0.162
207.823,-0.029
207.834,-0.172
207.845,-0.348
207.856,-0.46
207.867,-0.371
207.878,-0.592
207.888,-0.725
207.899,-0.896
207.91,-0.748
207.921,-0.683
207.932,-0.513
207.943,-0.308
207.954,-0.164
207.965,0.011
207.976,0.121
207.987,0.253
207.998,0.438
208.009,0.712
208.02,0.927
208.031,0.946
208.042,0.875
208.053,0.845
208.064,0.691
208.075,0.512
208.085,0.569
208.096,0.085
208.107,-0.259
208.118,0.064
208.129,-0.227
208.14,-0.728
208.151,-0.805
208.162,-0.614
208.173,-0.482
208.184,-0.43
208.195,-0.366
208.206,-0.272
208.217,-0.271
208.228,-0.243
208.239,-0.285
208.25,-0.21
208.261,-0.094
208.271,-0.272
208.282,-0.783
208.293,-1.101
208.304,-0.975
208.315,-0.504
208.326,0.028
208.337,0.203
208.348,0.137
208.359,-0.198
208.37,-0.35
208.381,-0.127
208.392,0.027
208.403,0.309
208.414,0.36
208.425,0.346
208.436,0.284
208.447,0.202
208.457,0.112
208.468,0.045
208.479,-0.131
208.49,-0.199
208.501,-0.283
208.512,-0.225
208.523,-0.11
208.534,0.059
208.545,0.144
208.556,0.303
208.567,0.381
208.578,0.454
208.589,0.26
208.6,0.133
208.611,0.297
208.622,0.286
208.633,0.23
208.643,0.211
208.654,0.298
208.665,0.606
208.676,1.049
208.687,1.106
208.698,1.113
208.709,1.109
208.72,0.975
208.731,1.505
208.742,2.126
208.753,2.492
208.764,2.854
208.775,3.026
208.786,3.361
208.797,3.793
208.808,4.165
208.819,4.406
208.829,5.284
208.84,5.016
208.851,5.601
208.862,5.258
208.873,4.747
208.884,4.511
208.895,4.639
208.906,4.71
208.917,4.798
208.928,4.983
208.939,5.206
208.95,5.42
208.961,5.857
208.972,6.369
208.983,7.343
208.994,6.92
209.004,5.198
209.015,3.78
209.026,4.003
209.037,3.75
209.048,2.58
209.059,1.116
209.07,-0.06
209.081,-0.103
209.092,-0.25
209.103,-0.377
209.114,-0.487
209.125,-0.574
209.136,-0.545
209.147,-0.265
209.158,0.185
209.169,0.209
209.18,-0.062
209.191,-0.244
209.201,-0.45
209.212,-0.65
