Depth_m,Sr
318.206,4.065
318.217,4.253
318.228,5.286
318.239,7.258
318.25,2.661
318.261,0.129
318.457,0.234
318.468,0.613
318.479,0.991
318.49,0.899
318.501,0.807
318.512,0.902
318.523,0.997
318.534,1.092
318.545,0.999
318.556,0.999
318.567,0.905
318.687,0.15
318.698,0.434
318.709,0.437
318.72,0.065
318.84,0.258
318.851,0.35
318.862,0.16
318.939,0.434
318.95,0.903
318.961,1.091
318.972,1.184
318.983,1.466
318.994,0.997
319.005,0.623
319.015,0.53
319.026,0.436
319.037,0.156
319.355,0.406
319.366,0.779
319.376,1.058
319.387,0.774
319.398,0.396
319.409,0.113
319.42,0.298
319.431,0.86
319.442,1.704
319.453,2.36
319.464,2.454
319.475,1.892
319.486,1.33
319.497,1.05
319.508,1.24
319.519,1.524
319.53,1.809
319.541,1.907
319.552,1.348
319.562,1.164
319.573,1.072
319.584,0.699
319.595,0.511
319.606,0.416
319.617,0.227
319.628,0.225
319.639,0.13
319.847,0.289
319.858,0.468
319.869,0.366
319.934,0.073
319.945,0.549
319.956,0.744
320.033,0.376
320.044,0.662
320.055,1.228
320.066,1.604
320.077,1.791
320.088,2.07
320.099,2.347
320.11,1.686
320.12,0.931
320.131,0.552
320.482,0.308
320.492,1.051
320.503,1.607
320.514,1.882
320.525,1.313
320.536,0.653
320.547,0.372
320.558,0.185
320.569,0.185
320.58,0.184
320.591,0.277
320.777,0.36
320.788,0.735
320.799,1.109
320.81,1.578
320.821,1.858
320.832,2.136
320.843,2.414
320.853,2.598
320.864,2.874
320.875,2.869
320.886,2.113
320.897,0.797
321.204,0.071
321.444,0.013
321.455,0.201
321.466,0.2
321.477,0.011
321.488,0.01
321.696,0.397
321.707,0.773
321.718,0.866
321.729,0.679
321.74,0.304
321.751,0.023
321.773,0.025
321.784,0.028
321.794,0.125
321.98,0.139
321.991,0.324
322.002,0.509
322.013,0.789
322.024,0.975
322.035,1.537
322.046,1.912
322.057,2.006
322.068,1.536
322.079,0.786
322.09,0.035
322.177,0.039
322.188,0.507
322.199,0.881
322.21,1.066
322.221,1.159
322.232,0.97
322.243,0.783
322.254,0.691
322.265,0.506
322.276,0.415
322.287,0.417
322.298,0.136
322.44,0.083
322.451,0.271
322.462,0.363
322.473,0.36
322.484,0.261
322.495,0.255
322.506,0.154
322.517,0.051
322.67,0.195
322.681,0.565
322.692,1.309
322.703,1.864
322.713,2.233
322.724,2.51
322.735,2.976
322.746,3.726
322.757,4.102
322.768,4.291
322.779,3.729
322.79,2.041
322.801,0.728
322.899,0.192
322.91,0.573
322.921,1.048
322.932,1.243
322.943,1.154
322.954,0.595
323.075,0.035
323.085,0.504
323.096,0.691
323.107,0.691
323.118,0.598
323.129,0.598
323.14,0.879
323.151,1.066
323.162,1.532
323.173,1.903
323.184,1.803
323.195,1.984
323.206,1.791
323.217,1.037
323.228,0.097
323.293,0.284
323.304,1.785
323.315,3.192
323.326,3.662
323.337,3.383
323.348,3.292
323.359,2.075
323.37,0.388
323.6,0.372
323.611,0.656
323.622,0.754
323.633,0.852
323.643,1.045
323.654,1.239
323.665,1.433
323.676,1.44
323.687,2.01
323.698,2.299
323.709,1.743
323.72,0.716
323.731,0.062
323.873,0.239
323.884,0.615
323.895,1.179
323.906,1.93
323.917,2.212
323.928,2.213
323.939,2.495
323.95,2.12
323.961,0.899
324.3,0.026
324.311,0.215
324.322,0.215
324.683,0.143
324.694,0.613
324.705,1.177
324.716,1.178
324.727,0.804
324.738,0.524
324.748,0.527
324.759,0.343
324.77,0.065
324.934,0.183
324.945,0.372
324.956,0.28
325.153,0.368
325.164,0.743
325.175,1.118
325.186,1.4
325.197,1.965
325.208,2.623
325.219,3.094
325.23,3.378
325.241,4.036
325.252,4.507
325.263,4.415
325.274,3.759
325.285,2.822
325.296,1.417
325.306,0.292
325.394,0.297
325.405,0.86
325.416,1.611
325.427,2.362
325.438,3.02
325.449,2.647
325.46,1.994
325.471,1.529
325.482,0.597
325.492,0.136
325.875,0.035
325.886,0.412
325.897,1.165
325.908,1.917
325.919,2.576
325.93,2.954
325.941,2.205
325.952,0.988
325.963,0.427
325.974,0.146
326.04,0.241
326.05,0.526
326.061,0.814
326.072,0.727
326.083,0.451
326.094,0.268
326.138,0.356
326.149,0.636
326.16,0.729
326.171,0.727
326.182,0.725
326.193,0.443
326.204,0.255
326.215,0.35
326.226,0.351
326.236,0.165
326.258,0.166
326.269,0.258
326.28,0.162
326.685,0.066
326.696,0.445
326.707,1.009
326.718,1.478
326.729,1.383
326.74,1.006
326.751,0.441
326.882,0.024
326.893,0.303
326.904,0.676
326.915,0.956
326.926,1.049
326.937,0.485
326.948,0.016
326.959,0.016
327.013,0.016
327.024,0.108
327.035,0.295
327.046,0.386
327.057,0.288
327.068,0.377
327.079,0.183
327.735,0.135
327.746,0.416
327.757,0.788
327.768,0.502
327.779,0.215
327.79,0.021
327.867,0.079
327.878,0.828
327.889,1.578
327.9,2.046
327.91,1.014
327.921,0.169
328.195,0.142
328.206,0.522
328.217,0.716
328.228,0.817
328.239,0.73
328.25,0.546
328.261,0.08
328.49,0.147
328.501,0.146
328.512,0.145
328.545,0.051
328.72,0.056
328.731,0.246
328.742,0.531
328.753,1.005
328.764,0.916
328.775,0.921
328.786,0.83
328.797,0.36
328.808,0.077
328.895,0.172
328.906,0.643
328.917,0.927
328.928,1.022
328.939,1.305
328.95,1.493
328.961,1.4
328.972,0.932
328.983,0.746
328.994,0.655
329.005,0.47
329.015,0.378
329.026,0.098
329.103,0.101
329.114,0.759
329.125,1.417
329.136,2.262
329.147,2.918
329.158,3.199
329.169,3.104
329.18,2.914
329.19,1.973
329.201,0.468
329.409,0.165
329.42,0.255
329.431,0.439
329.442,0.529
329.453,0.526
329.464,0.616
329.475,0.801
329.486,0.891
329.497,1.074
329.508,1.071
329.519,1.069
329.53,0.695
329.541,0.322
329.552,0.138
329.562,0.142
329.573,0.334
329.584,0.712
329.595,1.089
329.606,1.932
329.617,2.493
329.628,2.302
329.639,2.205
329.65,1.638
329.661,1.072
329.672,0.411
329.683,0.221
329.694,0.22
329.705,0.22
329.716,0.314
329.727,0.127
329.738,0.129
329.825,0.142
329.836,0.706
329.847,1.55
329.858,2.391
329.869,3.324
329.88,4.254
329.891,4.246
329.902,4.238
329.913,3.293
329.924,2.071
329.935,1.038
329.945,0.474
329.956,0.192
329.967,0.002
330.35,0.438
330.361,0.999
330.372,1.372
330.383,1.652
330.394,1.37
330.405,0.712
330.536,0.445
330.547,1.293
330.558,2.14
330.569,2.424
330.58,2.708
330.591,2.521
330.602,2.615
330.613,2.802
330.624,2.613
330.635,2.8
330.646,1.955
330.657,0.735
330.668,0.172
330.788,0.197
330.799,0.478
330.81,0.853
330.821,1.041
330.832,0.382
330.843,0.097
330.864,0.177
330.875,0.356
330.886,0.532
330.897,0.618
330.908,0.332
330.919,0.141
330.93,0.138
331.051,0.235
331.061,0.705
331.072,0.893
331.083,0.986
331.094,0.609
331.105,0.231
331.51,0.148
331.521,0.615
331.532,1.081
331.543,1.076
331.554,0.696
331.565,0.316
331.915,0.043
331.926,0.706
331.937,0.616
331.948,0.711
331.959,1.087
331.969,1.556
331.98,1.368
331.991,0.899
332.002,0.336
332.145,0.145
332.156,0.522
332.166,0.9
332.177,0.903
332.188,0.53
332.199,0.44
332.21,0.537
332.221,0.728
332.232,0.826
332.243,0.736
332.254,0.177
332.352,0.105
332.363,0.299
332.374,0.492
332.385,0.497
332.396,0.781
332.407,0.97
332.418,0.501
332.582,0.34
332.593,1.641
332.604,2.854
332.615,3.792
332.626,3.61
332.637,3.149
332.648,2.689
332.659,0.82
332.67,0.075
332.692,0.177
332.703,0.46
332.714,0.275
332.724,0.182
332.735,0.275
332.746,0.086
332.932,0.066
332.943,0.161
333.085,0.144
333.096,0.138
333.107,0.133
333.118,0.035
333.129,0.035
333.895,0.072
333.906,1.012
333.917,1.951
333.928,2.797
333.939,3.549
333.95,4.209
333.961,2.523
333.972,1.025
333.983,0.652
333.994,0.372
334.005,0.186
334.015,0.188
334.026,0.095
334.037,0.002
334.169,0.369
334.18,0.557
334.191,1.214
334.201,1.494
334.212,1.306
334.223,1.863
334.234,2.328
334.245,2.234
334.256,2.328
334.267,2.61
334.278,2.423
334.289,2.331
334.3,2.146
334.311,1.397
334.322,0.461
334.333,0.181
334.541,0.175
334.552,0.457
334.562,0.832
334.573,1.301
334.584,1.772
334.595,2.337
334.606,2.622
334.617,2.438
334.628,1.879
334.639,1.224
334.65,0.662
334.661,0.006
334.727,0.29
334.738,1.135
334.748,1.509
334.759,1.602
334.77,1.13
334.781,0.377
334.913,0.191
334.924,1.036
334.934,1.787
334.945,2.163
334.956,1.976
334.967,1.509
334.978,0.759
335.131,0.308
335.142,0.401
335.153,0.026
335.46,0.042
335.471,0.321
335.482,0.412
335.492,0.406
335.503,0.303
335.514,0.2
335.525,0.286
335.536,0.283
335.58,0.284
335.591,1.129
335.602,2.725
335.613,4.602
335.624,6.292
335.635,7.043
335.646,7.42
335.668,7.517
335.678,5.458
335.744,3.214
335.755,1.253
335.766,0.23
335.875,0.063
335.886,0.533
335.897,1.003
335.908,0.909
335.919,0.628
335.93,0.627
335.941,0.251
335.952,0.063
335.963,0.063
335.974,0.251
335.985,0.251
335.996,0.064
336.138,0.451
336.149,0.826
336.16,1.671
336.171,2.329
336.182,2.425
336.193,2.146
336.204,1.398
336.368,0.083
336.379,0.551
336.39,1.207
336.401,1.957
336.411,2.707
336.422,3.175
336.433,3.831
336.444,4.3
336.455,3.642
336.466,2.421
336.477,1.106
336.652,0.09
336.893,0.132
336.904,0.414
336.915,0.79
336.926,0.978
336.937,0.697
336.948,0.792
336.959,0.511
336.991,0.046
337.002,0.049
337.024,2.308
337.035,1.373
337.177,0.004
337.188,0.659
337.199,1.033
337.21,0.844
337.221,0.281
337.56,0.192
337.571,0.571
337.582,0.667
337.593,0.48
337.604,0.011
337.626,0.2
337.637,0.388
337.867,0.006
337.878,0.288
337.889,0.383
337.9,0.383
337.91,0.29
338.086,0.087
338.096,0.366
338.107,0.646
338.118,0.364
338.25,0.18
338.261,0.839
338.271,1.686
338.282,2.534
338.293,3.569
338.304,4.417
338.315,4.42
338.326,3.11
338.337,0.955
338.556,0.095
338.567,0.47
338.578,0.657
338.589,0.562
338.6,0.467
339.081,0.154
339.092,0.248
339.103,0.155
339.114,0.062
339.245,0.304
339.256,0.872
339.267,1.814
339.278,2.659
339.289,3.879
339.3,5.099
339.311,5.849
339.322,5.755
339.333,4.816
339.344,3.784
339.355,2.47
339.366,1.251
339.376,0.501
339.497,0.031
339.508,0.5
339.519,0.875
339.53,1.25
339.541,1.626
339.552,1.72
339.562,1.439
339.573,0.97
339.584,0.313
339.792,0.019
339.803,0.113
339.814,0.212
339.825,0.027
339.836,0.027
339.847,0.026
339.858,0.025
340.0,0.492
340.011,0.583
340.022,0.675
340.033,0.486
340.088,0.009
340.099,0.104
340.11,0.013
340.175,0.029
340.208,0.12
340.219,0.307
340.23,0.492
340.241,0.772
340.252,1.051
340.263,1.237
340.274,1.422
340.285,1.514
340.296,1.419
340.306,0.762
340.383,0.562
340.394,1.215
340.405,1.492
340.416,1.77
340.427,1.767
340.438,1.67
340.449,1.011
340.46,0.541
340.471,0.354
340.482,0.167
340.492,0.17
340.503,0.266
340.514,0.081
340.613,0.176
340.624,0.734
340.635,1.104
340.646,1.382
340.657,1.286
340.668,0.815
340.678,0.252
340.689,0.063
340.7,0.249
340.711,0.435
340.722,0.715
340.733,1.372
340.744,1.748
340.755,1.748
340.766,1.28
340.777,0.248
340.886,0.162
340.897,0.441
340.908,0.533
340.919,0.249
340.93,0.339
340.941,0.43
340.952,0.522
340.963,0.428
340.974,0.334
340.985,0.24
340.996,0.24
341.007,0.148
341.346,0.299
341.357,0.58
341.368,1.047
341.379,1.702
341.39,2.262
341.401,2.352
341.412,2.536
341.422,2.25
341.433,1.777
341.444,0.93
341.455,0.083
341.565,0.18
341.576,0.275
341.587,0.182
341.598,0.089
342.145,0.259
342.156,0.166
342.331,0.16
342.342,0.252
342.352,0.438
342.363,0.53
342.374,0.342
342.385,0.059
342.527,0.445
342.538,1.382
342.549,2.132
342.56,2.412
342.571,2.504
342.582,2.127
342.593,1.561
342.604,0.807
342.615,0.24
342.703,0.033
342.713,0.033
342.724,0.128
342.735,0.035
342.779,0.136
342.79,0.232
342.801,0.141
342.845,0.242
342.856,0.337
342.867,0.245
343.053,0.147
343.064,0.239
343.075,0.333
343.085,0.616
343.14,0.9
343.151,0.716
343.162,0.437
343.173,0.252
343.184,0.065
343.195,0.065
343.206,0.158
343.217,0.25
343.228,0.623
343.239,1.089
343.25,1.368
343.26,1.553
343.271,1.741
343.282,1.367
343.293,0.808
343.304,0.813
343.315,0.631
343.457,0.36
343.468,0.826
343.479,1.199
343.49,1.667
343.501,1.95
343.512,1.201
343.523,0.36
343.534,0.082
343.556,0.087
343.567,0.183
343.578,0.279
343.589,0.282
343.742,0.003
343.753,0.185
343.764,0.37
343.775,0.557
343.786,0.745
343.797,0.933
343.808,0.652
343.819,0.279
343.862,0.005
343.895,0.01
344.103,0.051
344.114,0.144
344.125,0.332
344.136,0.425
344.147,0.33
344.158,0.141
344.245,0.413
344.256,0.792
344.267,1.079
344.278,1.461
344.289,1.75
344.3,1.569
344.311,0.918
344.322,0.64
344.333,0.642
344.344,0.643
344.355,0.362
344.366,0.174
344.486,0.357
344.497,0.637
344.508,0.635
344.519,0.447
344.53,0.446
344.541,0.351
344.552,0.163
344.563,0.351
344.573,0.632
344.584,0.82
344.595,0.82
344.606,0.539
344.617,0.257
344.628,0.164
344.639,0.164
345.164,0.052
345.175,0.147
345.186,0.147
345.219,0.054
345.23,0.147
345.241,0.521
345.252,1.083
345.263,1.083
345.274,0.989
345.285,0.425
345.405,0.157
345.416,0.819
345.427,0.916
345.438,1.2
345.449,1.671
345.46,1.766
345.471,1.485
345.482,1.205
345.492,0.643
345.503,0.174
345.514,0.173
345.525,0.173
345.788,0.055
345.799,0.618
345.81,0.9
345.821,1.276
345.832,1.276
345.843,0.994
345.853,0.805
345.864,0.24
345.886,0.048
345.897,0.141
345.908,0.328
345.919,0.328
345.93,0.047
345.941,0.141
345.952,0.33
345.963,0.799
345.974,1.27
345.985,1.461
345.996,1.653
346.007,1.376
346.018,0.63
346.171,0.167
346.182,0.542
346.193,1.106
346.204,1.294
346.215,1.108
346.225,0.545
346.236,0.356
346.247,0.262
346.444,0.734
346.455,1.669
346.466,2.604
346.477,3.071
346.488,2.601
346.499,1.57
346.51,1.009
346.521,0.542
346.532,0.169
346.685,0.268
346.696,0.736
346.707,1.297
346.718,1.859
346.729,2.232
346.74,2.699
346.751,3.26
346.762,2.604
346.773,1.667
346.784,1.199
346.794,0.168
346.904,0.177
346.915,0.643
346.926,1.015
346.937,1.2
346.948,1.104
347.002,0.633
347.013,0.257
347.024,0.07
347.177,0.188
347.188,0.467
347.199,0.746
347.21,0.649
347.221,0.364
347.232,0.08
347.484,0.167
347.495,0.728
347.506,1.196
347.517,1.477
347.527,1.384
347.538,1.197
347.549,0.728
347.56,0.165
347.681,0.044
347.692,0.228
347.703,0.414
347.91,0.008
347.921,0.192
347.932,0.19
347.943,0.096
347.954,0.003
347.965,0.099
347.976,0.194
347.987,0.195
347.998,0.195
348.042,0.288
348.053,0.287
348.064,0.004
348.107,0.006
348.118,0.38
348.129,0.566
348.14,0.377
348.151,0.096
348.326,0.021
348.337,0.205
348.348,0.577
348.359,0.949
348.37,1.228
348.381,1.133
348.392,0.944
348.403,0.474
348.414,0.285
348.425,0.473
348.436,0.66
348.447,0.754
348.457,0.94
348.468,1.501
348.479,1.03
348.49,0.184
348.654,0.472
348.665,0.85
348.676,1.413
348.687,1.787
348.698,1.782
348.709,1.213
348.72,0.645
348.928,0.091
348.939,0.184
348.95,0.091
349.07,0.293
349.081,1.235
349.092,1.894
349.103,2.366
349.114,1.43
349.125,0.399
349.267,0.017
349.278,0.392
349.289,0.861
349.3,1.143
349.311,1.145
349.322,1.055
349.333,0.874
349.344,0.411
349.486,0.213
349.497,0.4
349.508,0.4
349.519,0.119
349.53,0.026
349.541,0.121
349.552,0.123
349.563,0.219
349.573,0.222
349.584,0.414
349.595,0.512
349.606,0.422
349.748,0.231
349.759,0.795
349.77,1.172
349.781,1.269
349.792,0.991
349.803,0.337
349.814,0.153
349.945,0.298
349.956,0.665
349.967,0.563
349.978,0.37
349.989,0.461
350.0,0.554
350.011,0.836
350.022,0.93
350.033,0.838
350.044,0.84
350.055,0.747
350.066,0.374
350.164,0.272
350.175,0.457
350.186,0.362
350.208,0.079
350.219,0.172
350.23,0.266
350.241,0.172
350.252,0.548
350.263,1.204
350.274,1.673
350.285,1.578
350.296,1.109
350.307,0.453
350.405,0.0
350.416,0.468
350.427,0.656
350.438,0.468
350.449,0.655
350.46,0.937
350.471,1.219
350.482,1.501
350.492,1.597
350.503,1.129
350.514,0.568
350.525,0.57
350.536,0.195
350.624,0.173
350.635,0.452
350.646,0.638
350.657,0.73
350.667,0.728
350.678,1.007
350.689,1.287
350.7,1.474
350.711,1.288
350.722,1.102
350.733,1.197
350.744,0.542
350.821,0.165
350.832,0.635
350.843,0.918
350.854,1.013
350.864,0.825
350.875,0.45
350.886,0.356
350.897,0.357
350.908,0.358
350.919,0.079
351.083,0.345
351.094,1.002
351.105,1.565
351.116,2.035
351.127,1.755
351.138,1.288
351.149,0.822
351.16,0.357
351.247,0.077
351.258,0.172
351.269,0.08
351.368,0.079
351.379,0.264
351.39,0.261
351.455,0.327
351.466,1.074
351.477,2.292
351.488,2.949
351.499,2.669
351.51,1.639
351.521,0.89
351.532,0.328
351.543,0.142
351.554,0.236
351.565,0.331
351.576,0.332
351.587,0.333
352.134,0.362
352.145,0.362
352.156,0.644
352.166,0.738
352.177,0.55
352.188,0.55
352.199,0.549
352.21,0.83
352.221,1.018
352.232,0.83
352.243,0.455
352.363,0.08
352.374,0.643
352.385,1.112
352.396,1.674
352.407,2.142
352.418,1.766
352.429,0.921
352.44,0.451
352.615,0.095
352.626,0.094
352.637,0.467
352.648,0.747
352.659,0.933
352.67,1.402
352.681,1.776
352.692,2.338
352.703,2.994
352.713,3.651
352.724,3.745
352.735,3.278
352.746,2.529
352.757,1.312
352.768,0.376
352.779,0.096
352.79,0.38
352.878,0.099
352.889,0.471
352.899,0.563
352.91,0.279
352.921,0.184
352.943,0.092
353.315,0.061
353.326,0.342
353.337,0.529
353.348,0.716
353.359,0.81
353.37,0.81
353.381,0.81
353.392,0.53
353.403,0.157
353.414,0.16
353.425,0.07
353.436,0.167
353.447,0.357
353.458,0.36
353.534,0.093
353.545,0.376
353.556,0.658
353.567,0.753
353.578,0.566
353.589,0.193
353.731,0.225
353.742,0.32
353.753,0.509
353.764,0.791
353.775,0.884
353.786,0.884
353.797,0.602
353.808,0.227
354.005,1.663
354.015,1.661
354.026,1.565
354.037,1.939
354.048,2.126
354.059,1.281
354.07,0.53
354.081,0.249
354.092,0.062
354.18,0.445
354.191,1.008
354.201,1.476
354.212,1.943
354.223,2.316
354.234,2.502
354.245,2.781
354.256,2.873
354.267,3.248
354.278,3.156
354.289,1.848
354.3,0.541
354.42,0.178
354.431,0.64
354.442,0.821
354.453,0.628
354.464,0.625
354.475,0.716
354.486,0.62
354.497,0.524
354.508,0.43
354.519,0.242
354.53,0.054
354.858,0.038
354.869,0.131
354.88,0.222
355.033,0.004
355.044,0.285
355.055,0.566
355.066,0.659
355.077,0.659
355.088,0.284
355.099,0.002
355.11,0.002
355.12,0.095
355.131,0.375
355.142,0.468
355.153,0.466
355.164,0.278
355.361,0.021
355.372,0.491
355.383,0.773
355.394,0.867
355.405,0.773
355.416,0.303
355.482,0.022
355.492,0.029
355.602,0.257
355.613,0.445
355.624,1.008
355.635,1.478
355.646,1.48
355.657,1.106
355.668,0.827
355.678,0.736
355.689,0.457
355.81,0.071
355.821,0.166
355.832,0.168
355.843,0.263
355.854,0.358
355.864,0.453
355.875,0.266
356.291,0.278
356.302,0.464
356.313,0.463
356.324,0.18
356.762,0.001
356.773,0.272
356.784,0.356
356.794,0.353
356.805,0.352
356.816,0.354
356.827,0.452
356.838,0.551
356.849,0.554
356.86,0.086
356.959,0.312
356.969,0.68
356.98,0.954
356.991,0.759
357.002,0.471
357.013,0.375
357.024,0.658
357.035,0.661
357.079,0.478
357.09,0.297
357.101,0.023
357.199,0.121
357.21,0.966
357.221,1.904
357.232,2.467
357.243,2.843
357.254,2.845
357.265,2.097
357.276,1.068
357.287,0.694
357.298,0.602
357.309,0.135
357.385,0.218
357.396,0.495
357.407,0.774
357.418,1.054
357.429,1.24
357.44,0.77
357.451,0.019
357.681,0.135
357.692,0.605
357.703,1.638
357.714,3.609
357.724,4.922
357.735,6.611
357.779,5.485
357.79,2.389
357.801,0.513
357.976,0.313
357.987,0.97
357.998,1.533
358.009,1.159
358.02,0.034
358.25,0.31
358.26,0.875
358.271,1.346
358.282,1.91
358.293,1.815
358.304,1.627
358.315,1.907
358.326,1.53
358.337,0.309
358.589,0.106
358.6,0.383
358.611,0.564
358.622,0.934
358.633,0.742
358.643,0.175
358.819,0.183
358.83,0.371
358.84,0.089
359.048,0.074
359.355,0.264
359.366,0.544
359.377,0.73
359.387,0.635
359.398,0.353
359.573,0.252
359.584,0.906
359.595,1.746
359.606,2.679
359.617,3.519
359.628,3.89
359.639,2.852
359.65,1.438
359.661,0.308
359.727,0.504
359.738,1.254
359.748,2.004
359.759,2.754
359.77,3.504
359.781,4.254
359.792,4.535
359.803,4.254
359.814,4.068
359.825,4.352
359.836,4.73
359.847,5.108
359.858,3.046
359.869,1.359
359.88,0.986
359.891,0.239
360.296,0.551
360.306,0.832
360.317,0.831
360.328,1.111
360.339,1.109
360.35,0.825
360.361,0.447
360.503,0.142
360.514,0.796
360.525,1.92
360.536,3.701
360.547,6.233
360.558,7.64
360.569,2.198
360.58,0.696
360.591,0.789
360.602,0.693
360.613,0.22
360.744,0.336
360.755,0.148
360.843,0.239
360.854,0.518
360.864,0.611
360.875,0.609
360.886,0.608
360.897,0.419
360.908,0.232
360.919,0.046
361.007,0.237
361.018,0.235
361.236,0.048
361.247,0.426
361.258,0.521
361.269,0.983
361.28,1.632
361.291,2.286
361.302,2.941
361.313,3.032
361.324,2.185
361.335,0.962
361.499,0.46
361.51,1.116
361.521,1.583
361.532,2.049
361.543,1.951
361.554,1.569
361.565,0.812
361.838,0.1
361.849,0.1
361.948,0.01
361.959,0.293
361.97,0.668
361.98,1.231
361.991,1.137
362.002,1.137
362.013,0.948
362.024,0.76
362.035,0.759
362.046,0.757
362.057,0.944
362.068,1.037
362.079,1.13
362.09,1.13
362.101,1.13
362.112,0.944
362.123,0.757
362.134,0.477
362.145,0.102
362.156,0.008
362.166,0.195
362.177,0.476
362.188,0.944
362.199,1.412
362.21,0.849
362.221,0.192
362.232,0.004
362.451,0.292
362.462,0.764
362.473,1.237
362.484,1.617
362.495,1.906
362.506,2.095
362.517,2.757
362.527,3.418
362.538,2.106
363.184,0.452
363.195,1.202
363.206,1.483
363.217,2.044
363.228,2.231
363.239,1.948
363.25,1.291
363.261,0.634
363.272,0.164
363.348,0.252
363.359,0.253
363.458,0.766
363.468,1.517
363.479,1.985
363.49,1.984
363.501,1.514
363.512,0.95
363.523,0.575
363.534,0.574
363.545,0.667
363.556,0.572
363.567,0.29
363.578,0.007
363.764,0.06
363.873,0.433
363.884,0.806
363.895,0.992
363.906,0.992
363.917,0.71
363.928,0.24
364.136,0.313
364.147,0.874
364.158,3.78
364.18,2.936
364.191,0.123
364.234,0.333
364.245,0.711
364.256,0.993
364.267,1.085
364.278,0.895
364.289,0.61
364.3,0.231
364.409,0.3
364.42,0.679
364.431,1.528
364.442,2.752
364.453,3.789
364.464,3.699
364.475,3.045
364.486,3.14
364.497,2.857
364.508,1.072
364.519,0.13
364.65,0.199
364.661,0.856
364.672,1.137
364.683,1.043
364.694,1.043
364.705,0.855
364.716,0.573
364.727,0.104
364.967,0.013
364.978,0.016
364.989,0.018
365.0,0.02
365.306,0.041
365.449,2.566
365.46,1.35
365.471,0.229
365.482,0.799
365.492,0.522
365.503,0.523
365.514,0.148
365.58,0.049
365.591,0.422
365.624,0.505
365.635,1.157
365.646,1.715
365.657,1.992
365.668,2.082
365.678,2.454
365.689,3.014
365.7,3.386
365.711,2.821
365.722,2.351
365.733,1.788
365.744,1.412
365.755,0.38
365.93,0.008
365.941,0.101
365.952,0.195
365.985,0.197
365.996,0.48
366.007,0.387
366.018,0.764
366.029,1.047
366.04,1.051
366.051,0.868
366.061,0.592
366.072,0.128
366.215,0.322
366.226,0.694
366.236,0.409
366.258,0.03
366.269,0.124
366.28,0.124
366.291,0.125
366.302,0.035
366.433,0.0
366.444,0.183
366.455,1.305
366.466,2.615
366.477,6.836
366.499,2.145
366.51,1.957
366.521,1.864
366.532,1.677
366.543,1.49
366.554,1.116
366.565,0.743
366.576,0.181
366.696,0.151
366.707,0.43
366.718,0.523
366.729,0.618
366.74,0.433
366.751,0.062
366.893,0.153
366.904,0.714
366.915,0.897
366.926,0.424
366.937,0.701
366.948,1.259
366.959,1.253
366.97,0.972
366.98,0.596
366.991,0.122
367.068,0.035
367.079,0.414
367.09,0.979
367.101,1.731
367.112,1.169
367.123,0.981
367.134,0.698
367.145,0.506
367.156,0.126
367.298,0.36
367.309,0.645
367.32,0.835
367.331,1.116
367.341,1.022
367.352,0.552
367.363,0.177
367.374,0.176
367.495,0.012
367.506,0.295
367.517,0.39
367.527,0.578
367.538,0.671
367.549,0.858
367.56,0.761
367.571,0.381
367.582,0.375
367.593,0.463
367.604,0.176
367.79,0.547
367.801,1.109
367.812,1.388
367.823,1.104
367.834,0.537
367.845,0.063
368.086,0.689
368.096,0.968
368.107,0.87
368.118,0.585
368.129,0.018
368.173,0.007
368.184,0.288
368.195,0.382
368.206,0.389
368.217,0.111
368.37,0.15
368.381,0.526
368.392,1.183
368.403,1.183
368.414,1.184
368.425,1.28
368.436,1.19
368.447,1.007
368.458,0.918
368.469,0.549
368.479,0.088
368.665,0.381
368.676,0.66
368.687,0.096
368.698,0.189
368.95,0.016
368.961,0.486
368.972,0.956
368.983,1.613
368.994,1.052
369.004,0.96
369.015,1.056
369.026,0.682
369.125,0.4
369.136,1.151
369.147,1.901
369.158,2.746
369.169,3.402
369.18,3.872
369.19,4.906
369.201,5.753
369.212,3.409
369.223,1.723
369.234,1.443
369.245,0.696
369.398,0.18
369.409,1.025
369.42,1.87
369.431,2.528
369.442,3.093
369.453,2.719
369.464,1.97
369.475,1.221
369.486,0.097
369.661,0.071
369.672,0.165
369.683,0.918
369.694,1.485
369.705,2.051
369.716,2.899
369.727,3.467
369.738,3.565
369.749,3.381
369.759,2.54
369.77,1.604
369.781,0.48
369.902,0.121
369.913,1.061
369.924,1.814
369.935,2.472
369.945,2.379
369.956,2.191
370.361,0.041
370.372,0.697
370.383,1.259
370.394,1.915
370.405,2.01
370.416,1.731
370.427,1.357
370.438,0.795
370.449,0.421
370.46,0.047
370.471,0.047
370.635,0.169
370.646,0.642
370.657,1.395
370.668,1.866
370.678,2.242
370.689,1.772
370.7,0.927
370.711,0.738
370.722,0.454
370.864,0.048
370.875,0.517
370.886,1.267
370.897,1.172
370.908,0.702
370.919,0.702
370.93,0.703
370.941,0.518
370.952,0.518
370.963,0.424
370.974,0.142
371.05,0.518
371.061,1.549
371.072,2.767
371.083,4.171
371.094,5.107
371.105,4.917
371.116,3.601
371.127,1.91
371.138,0.782
371.149,0.122
371.335,0.137
371.346,0.039
371.466,0.078
371.477,0.078
371.587,0.061
371.598,0.62
371.608,0.992
371.619,0.894
371.63,0.797
371.641,0.418
371.652,0.039
371.871,0.151
371.882,0.338
