Depth_m,Sr
522.276,0.043
522.418,0.128
522.429,0.411
522.44,0.506
522.451,0.508
522.462,0.417
522.473,0.326
522.484,0.329
522.495,0.427
522.506,0.525
522.517,0.717
522.528,0.628
522.538,0.539
522.549,0.543
522.56,0.547
522.571,0.361
522.582,0.362
522.593,0.174
522.604,0.079
522.615,0.077
522.626,0.074
522.637,0.26
522.648,0.539
522.659,0.817
522.67,0.813
522.681,0.904
522.692,0.808
522.703,0.524
522.714,0.242
522.724,0.148
522.845,0.345
522.856,0.622
522.867,0.9
522.878,1.083
522.889,0.984
522.899,0.791
522.91,0.506
522.921,0.221
522.932,0.125
522.943,0.03
523.14,0.094
523.151,0.182
523.162,0.177
523.304,0.164
523.315,0.533
523.326,0.902
523.337,1.082
523.348,1.169
523.359,1.166
523.37,1.071
523.381,0.884
523.392,0.699
523.403,0.608
523.414,0.61
523.425,0.518
523.436,0.423
523.447,0.327
523.458,0.324
523.468,0.601
523.479,1.064
523.49,1.716
523.501,2.462
523.512,3.115
523.523,3.301
523.556,2.924
523.567,2.079
523.578,1.143
523.589,0.303
523.731,0.105
523.742,0.573
523.753,0.947
523.764,1.225
523.775,1.41
523.786,1.313
523.797,1.126
523.808,0.751
523.819,0.377
523.83,0.19
524.256,0.025
524.267,0.027
524.278,0.03
524.289,0.127
524.3,0.13
524.311,0.133
524.322,0.322
524.333,0.136
524.344,0.137
524.355,0.044
524.453,0.044
524.464,0.137
524.475,0.23
524.486,0.322
524.497,0.227
524.508,0.038
524.705,0.05
524.716,0.609
524.727,1.262
524.738,1.822
524.749,2.101
524.759,2.193
524.77,1.816
524.781,1.159
524.792,0.408
524.967,1.144
524.978,1.427
524.989,1.335
525.0,1.617
525.011,1.806
525.022,1.713
525.033,1.526
525.044,1.152
525.055,0.965
525.066,0.402
525.077,0.026
525.372,0.144
525.383,0.331
525.394,0.33
525.405,0.141
525.416,0.61
525.427,0.891
525.438,0.704
525.449,0.422
525.46,0.234
525.602,0.166
525.613,0.73
525.624,1.012
525.635,1.2
525.646,1.483
525.657,1.39
525.668,1.204
525.679,0.925
525.689,0.645
525.7,0.177
525.832,0.467
525.843,1.124
525.854,1.782
525.865,2.441
525.875,2.911
525.886,3.288
525.897,3.478
525.908,3.48
525.919,3.106
525.93,2.733
525.941,1.984
525.952,0.859
525.963,0.109
526.039,0.203
526.05,0.579
526.061,1.143
526.072,1.801
526.083,2.365
526.094,2.743
526.105,2.932
526.116,2.747
526.127,1.999
526.138,1.063
526.149,0.221
526.193,0.324
526.204,0.702
526.215,1.08
526.226,1.552
526.237,1.836
526.247,1.934
526.258,1.845
526.269,1.476
526.28,1.108
526.291,0.836
526.302,0.75
526.313,0.664
526.324,0.389
526.335,0.017
526.499,0.11
526.51,0.395
526.521,0.493
526.532,0.403
526.543,0.407
526.554,0.41
526.565,0.131
526.816,1.132
526.827,0.287
526.959,0.18
527.199,0.181
527.265,0.085
527.276,0.083
527.287,0.081
527.298,0.079
527.495,0.043
527.506,0.231
527.517,0.326
527.528,0.327
527.538,0.234
527.549,0.048
527.67,0.034
527.681,0.31
527.692,0.586
527.703,0.863
527.713,0.954
527.724,1.047
527.735,0.861
527.746,0.677
527.757,0.587
527.768,0.405
527.779,0.035
527.867,0.041
527.878,0.039
527.888,0.036
527.899,0.033
527.91,0.03
527.943,0.023
527.954,0.115
527.965,0.116
527.976,0.213
527.987,0.405
527.998,0.691
528.009,0.509
528.02,0.326
528.348,0.051
528.359,0.145
528.37,0.335
528.381,0.43
528.392,0.621
528.403,0.717
528.414,0.813
528.425,0.816
528.436,0.819
528.447,0.916
528.458,1.012
528.468,1.295
528.479,1.859
528.49,2.422
528.501,3.077
528.512,3.92
528.523,4.292
528.534,4.569
528.545,4.096
528.556,2.029
528.567,1.464
528.578,0.711
528.589,0.239
528.6,0.144
528.611,0.143
528.622,0.33
528.633,0.519
528.643,0.427
528.654,0.337
529.103,0.035
529.114,0.134
529.125,0.232
529.136,0.139
529.147,0.045
529.344,0.067
529.355,0.159
529.366,0.25
529.377,0.248
529.387,0.246
529.398,0.151
529.584,0.166
529.595,1.104
529.606,1.667
529.617,1.761
529.628,1.948
529.639,2.041
529.65,2.134
529.661,1.852
529.672,1.288
529.683,0.819
529.694,0.444
529.814,0.168
529.825,0.448
529.836,0.631
529.847,0.72
529.858,0.807
529.869,0.8
529.88,0.606
529.891,0.319
530.077,0.028
530.088,0.404
530.099,0.685
530.11,1.061
530.12,1.25
530.131,1.251
530.142,1.346
530.153,1.441
530.164,1.348
530.175,1.161
530.186,0.88
530.197,0.598
530.208,0.316
530.219,0.127
530.23,0.126
530.241,0.313
530.252,0.78
530.263,1.341
530.274,1.715
530.285,2.183
530.296,2.276
530.307,1.9
530.317,1.15
530.328,0.306
530.449,0.021
530.46,0.486
530.471,1.047
530.482,1.42
530.493,1.887
530.503,2.168
530.514,2.168
530.525,1.888
530.536,1.515
530.547,1.049
530.558,0.583
530.569,0.211
530.722,0.222
530.733,0.409
530.744,0.501
530.755,0.501
530.766,0.501
530.777,0.314
530.788,0.128
530.908,0.143
530.919,0.33
530.93,0.33
530.941,0.33
530.952,0.142
530.963,0.142
531.335,0.245
531.346,0.345
531.357,0.915
531.368,1.394
531.379,1.028
531.39,0.568
531.401,0.384
531.412,0.575
531.422,0.765
531.433,0.86
531.444,0.861
531.455,0.956
531.466,0.77
531.477,0.397
531.488,0.024
531.608,0.317
531.619,0.598
531.63,0.878
531.641,0.971
531.652,0.78
531.663,0.496
531.674,0.212
531.685,0.022
531.762,0.386
531.773,0.856
531.784,0.95
531.794,1.046
531.805,1.047
531.816,1.049
531.827,0.956
531.838,0.676
531.849,0.395
531.86,0.395
531.871,0.301
531.882,0.3
531.893,0.205
531.904,0.11
531.915,0.108
531.926,0.107
531.937,0.105
531.948,0.197
531.959,0.382
531.97,0.568
531.98,0.66
531.991,0.658
532.002,0.656
532.024,0.655
532.035,0.748
532.046,0.653
532.057,0.558
532.068,0.368
532.079,0.085
532.155,0.16
532.166,0.252
532.177,0.438
532.188,0.437
532.199,0.435
532.21,0.339
532.221,0.149
532.659,0.192
532.67,0.662
532.681,1.227
532.692,1.792
532.703,2.263
532.713,2.64
532.724,2.83
532.735,2.738
532.746,2.177
532.757,1.427
532.768,1.052
532.779,0.77
532.79,0.019
533.173,0.095
533.184,0.283
533.195,0.566
533.206,0.849
533.217,1.039
533.228,1.133
533.239,1.041
533.25,0.949
533.261,0.859
533.271,0.582
533.282,0.307
533.293,0.125
533.447,0.137
533.457,0.325
533.468,0.607
533.479,0.797
533.49,0.893
533.501,0.801
533.512,0.616
533.523,0.15
533.698,0.062
533.709,0.158
533.72,0.253
533.731,0.347
533.742,0.441
533.753,0.441
533.764,0.44
533.775,0.532
533.786,0.623
533.797,0.621
533.808,0.619
533.818,0.617
533.829,0.615
533.84,0.426
533.851,0.33
533.862,0.142
534.059,0.129
534.07,0.221
534.081,0.408
534.092,0.314
534.103,0.222
534.114,0.13
534.42,0.044
534.431,0.14
534.442,0.236
534.453,0.331
534.464,0.239
534.475,0.146
534.486,0.147
534.497,0.053
534.672,0.169
534.683,0.452
534.694,0.641
534.705,0.925
534.716,1.114
534.727,1.398
534.738,1.401
534.748,1.31
534.759,1.219
534.77,0.847
534.781,0.474
534.792,0.196
534.825,0.11
534.836,0.299
534.847,0.488
534.858,0.771
534.869,0.678
534.88,0.585
534.891,0.398
534.902,0.306
534.913,0.213
534.924,0.309
534.935,0.498
534.945,0.782
534.956,1.065
534.967,1.348
534.978,1.538
534.989,1.538
535.0,1.257
535.011,1.069
535.022,0.693
535.033,0.316
535.153,0.013
535.164,0.389
535.175,0.765
535.186,1.141
535.197,1.517
535.208,1.798
535.219,2.266
535.23,2.546
535.241,2.731
535.252,2.822
535.263,2.819
535.274,2.722
535.285,2.719
535.296,2.435
535.307,2.34
535.317,2.057
535.328,1.494
535.339,0.93
535.35,0.461
536.007,0.021
536.018,0.023
536.182,0.028
536.193,0.027
536.335,0.022
536.346,0.208
536.357,0.302
536.368,0.301
536.379,0.207
536.39,0.02
536.521,0.031
536.532,0.125
536.543,0.313
536.554,0.408
536.565,0.502
536.576,0.409
536.587,0.316
536.598,0.317
536.608,0.224
536.619,0.131
536.63,0.132
536.641,0.133
536.773,0.016
536.784,0.11
536.794,0.203
536.805,0.392
536.816,0.487
536.827,0.583
536.838,0.584
536.849,0.493
536.86,0.308
536.871,0.029
537.013,0.041
537.024,0.135
537.035,0.323
537.046,0.604
537.057,0.792
537.068,0.886
537.079,1.073
537.09,1.073
537.101,1.261
537.112,1.261
537.123,0.792
537.134,0.604
537.145,0.416
537.156,0.135
537.167,0.041
537.331,0.045
537.341,0.325
537.352,0.512
537.363,0.229
537.374,0.134
537.385,0.133
537.396,0.038
537.79,0.154
537.801,0.345
537.812,0.535
537.823,0.818
537.834,1.007
537.845,1.008
537.856,1.008
537.867,0.915
537.878,0.634
537.889,0.54
537.899,0.353
537.998,0.094
538.009,0.381
538.02,0.668
538.031,0.957
538.042,1.152
538.053,1.253
538.064,1.072
538.075,0.704
538.086,0.242
538.217,0.082
538.228,0.27
538.239,0.458
538.25,0.647
538.261,0.835
538.271,0.93
538.282,1.024
538.293,1.118
538.304,1.212
538.315,1.212
538.326,1.212
538.337,1.024
538.348,0.742
538.359,0.648
538.37,0.46
538.381,0.178
538.392,0.084
538.479,0.166
538.49,0.445
538.501,0.724
538.512,1.004
538.523,1.19
538.534,1.283
538.545,1.375
538.556,1.375
538.567,1.093
538.578,1.094
538.589,0.813
538.6,0.533
538.611,0.066
538.742,0.071
538.753,0.164
538.764,0.26
538.775,0.261
538.786,0.261
538.797,0.168
538.895,0.055
538.95,0.038
538.961,0.127
538.972,0.216
538.983,0.399
538.994,0.581
539.005,0.764
539.015,0.946
539.026,1.036
539.037,0.938
539.048,0.841
539.059,0.65
539.07,0.46
539.081,0.176
539.256,0.052
539.267,0.052
539.278,0.334
539.289,0.336
539.3,0.337
539.311,0.339
539.322,0.342
539.333,0.25
539.344,0.252
539.355,0.255
539.366,0.163
539.377,0.165
539.387,0.166
539.398,0.262
539.409,0.45
539.42,0.638
539.431,0.826
539.442,1.013
539.453,1.199
539.464,1.291
539.475,1.383
539.486,1.287
539.497,1.004
539.508,0.721
539.519,0.25
540.153,0.065
540.164,0.158
540.175,0.062
540.394,0.044
540.405,0.135
540.416,0.32
540.427,0.505
540.438,0.597
540.449,0.783
540.46,0.876
540.471,0.874
540.482,0.779
540.492,0.59
540.503,0.401
540.514,0.21
540.58,0.177
540.591,0.453
540.602,0.542
540.613,0.633
540.624,0.631
540.635,0.442
540.646,0.254
541.368,0.028
541.379,0.12
541.39,0.119
541.401,0.213
541.412,0.214
541.422,0.122
541.433,0.03
541.444,0.033
541.74,0.0
541.751,0.093
541.762,0.279
541.773,0.559
541.784,0.65
541.794,0.742
541.805,0.833
541.816,0.924
541.827,1.109
541.838,1.294
541.882,1.574
541.893,1.76
541.904,1.946
541.915,1.945
541.926,1.85
541.937,1.85
541.948,1.663
541.959,1.476
541.97,1.196
541.98,0.916
541.991,0.823
542.002,0.731
542.013,0.732
542.024,0.733
542.035,0.921
542.046,1.014
542.057,1.2
542.068,1.199
542.079,1.198
542.09,1.103
542.101,1.007
542.112,0.817
542.123,0.533
542.134,0.343
542.145,0.153
542.418,0.11
542.429,0.206
542.44,0.301
542.451,0.396
542.462,0.489
542.473,0.488
542.484,0.392
542.495,0.202
542.506,0.011
542.703,0.169
542.713,0.545
542.724,0.825
542.735,1.2
542.746,1.386
542.757,1.666
542.768,1.947
542.779,2.04
542.79,2.039
542.801,2.038
542.812,2.038
542.823,2.225
542.834,2.412
542.845,2.787
542.856,3.161
542.867,3.349
542.878,3.349
542.889,3.161
542.9,2.505
542.911,1.755
542.921,0.912
542.932,0.256
543.195,0.045
543.206,0.139
543.217,0.327
543.228,0.327
543.239,0.233
543.25,0.233
543.26,0.14
543.271,0.047
543.37,0.145
543.381,0.613
543.392,0.987
543.403,1.454
543.414,1.921
543.425,2.013
543.436,2.294
543.447,2.2
543.457,1.92
543.468,1.546
543.479,0.892
543.49,0.238
543.643,0.033
543.654,0.218
543.665,0.216
543.676,0.213
543.687,0.21
543.698,0.114
543.895,0.183
543.906,0.182
543.917,0.275
543.928,0.18
543.939,0.273
543.95,0.179
543.961,0.086
543.972,0.086
543.983,0.087
543.994,0.088
544.048,0.093
544.059,0.189
544.07,0.283
544.081,0.566
544.092,1.036
544.103,1.694
544.114,2.258
544.125,2.822
544.136,3.011
544.147,3.106
544.158,2.826
544.169,2.358
544.18,1.703
544.19,1.048
544.201,0.394
544.212,0.021
544.344,0.128
544.355,0.595
544.366,1.062
544.377,1.341
544.387,1.62
544.398,1.712
544.409,1.711
544.42,1.521
544.431,1.333
544.442,0.862
544.453,0.486
544.464,0.11
544.595,0.114
544.606,0.304
544.617,0.495
544.628,0.686
544.639,0.784
544.65,0.787
544.661,0.697
544.672,0.701
544.683,0.517
544.694,0.428
544.705,0.338
544.716,0.248
544.727,0.158
544.738,0.067
544.913,0.006
544.924,0.101
544.935,0.195
544.945,0.289
544.956,0.383
544.967,0.382
544.978,0.287
544.989,0.193
545.0,0.004
545.022,0.003
545.033,0.284
545.044,0.658
545.055,1.032
545.066,1.406
545.077,1.405
545.088,1.217
545.099,1.216
545.11,1.215
545.121,1.308
545.131,1.401
545.142,1.401
545.153,1.4
545.164,1.399
545.175,1.21
545.186,0.833
545.197,0.549
545.208,0.359
545.219,0.168
545.23,0.165
545.241,0.161
545.252,0.252
545.263,0.437
545.274,0.435
545.285,0.434
545.296,0.527
545.307,0.62
545.317,0.62
545.328,0.62
545.339,0.527
545.35,0.434
545.361,0.341
545.372,0.248
545.383,0.06
545.514,0.066
545.744,0.078
545.755,0.172
545.766,0.454
545.777,0.547
545.788,0.547
545.799,0.358
545.81,0.357
545.821,0.261
545.832,0.165
546.094,0.046
546.105,0.139
546.116,0.231
546.127,0.324
546.138,0.416
546.149,0.603
546.16,0.603
546.171,0.699
546.182,0.608
546.193,0.331
546.204,0.055
546.335,0.175
546.346,0.359
546.357,0.448
546.368,0.536
546.379,0.531
546.39,0.431
546.401,0.424
546.412,0.324
546.422,0.318
546.433,0.218
546.444,0.213
546.455,0.115
547.166,0.032
547.527,0.007
547.538,0.289
547.549,0.477
547.56,0.758
547.571,0.852
547.582,0.757
547.593,0.568
547.604,0.286
547.724,0.0
547.735,0.092
547.746,0.185
547.757,0.183
547.768,0.088
547.987,0.287
547.998,0.665
548.009,1.042
548.02,1.418
548.031,1.7
548.042,1.888
548.053,1.889
548.064,1.701
548.075,1.327
548.086,0.859
548.096,0.766
548.107,0.58
548.359,0.116
548.37,0.398
548.381,0.868
548.392,1.524
548.403,2.087
548.414,2.836
548.425,3.303
548.436,3.581
548.447,3.765
548.457,3.573
548.468,3.098
548.479,2.341
548.49,1.677
548.501,0.92
548.512,0.257
548.6,0.253
548.611,0.349
548.622,0.727
548.632,0.916
548.643,1.105
548.654,1.2
548.665,1.294
548.676,1.387
548.687,1.292
548.698,1.291
548.709,1.196
548.72,1.1
548.731,1.006
548.742,0.723
548.753,0.629
548.764,0.44
548.775,0.064
548.884,0.243
548.895,0.431
548.906,0.526
548.917,0.528
548.928,0.25
549.092,0.082
549.103,0.551
549.114,0.927
549.125,1.303
549.136,1.773
549.147,2.15
549.158,2.527
549.169,2.905
549.179,3.0
549.19,3.096
549.201,3.099
549.212,2.819
549.223,2.352
549.234,1.792
549.245,1.23
549.256,0.669
549.267,0.295
549.366,0.016
549.376,0.11
549.387,0.204
549.398,0.204
549.409,0.204
549.42,0.111
549.431,0.017
549.442,0.018
549.595,0.078
549.606,0.076
549.617,0.074
549.749,0.148
549.759,0.325
549.77,0.598
549.781,0.592
549.792,0.681
549.803,0.678
549.814,0.488
549.825,0.392
549.836,0.204
549.847,0.109
549.902,0.018
549.913,0.113
549.924,0.209
549.935,0.303
549.946,0.398
549.956,0.304
549.967,0.304
549.978,0.303
549.989,0.395
550.0,0.394
550.011,0.486
550.022,0.673
550.033,0.859
550.044,1.14
550.055,1.328
550.066,1.421
550.077,1.327
550.088,1.327
550.099,1.326
550.11,1.232
550.12,1.137
550.131,1.136
550.142,1.135
550.153,1.04
550.164,1.038
550.175,0.942
550.186,0.753
550.197,0.565
550.208,0.282
550.219,0.0
550.317,0.008
550.361,0.104
550.372,0.199
550.383,0.2
550.394,0.199
550.405,0.104
550.503,0.282
550.514,0.565
550.525,0.753
550.536,1.036
550.547,1.225
550.558,1.319
550.569,1.507
550.58,1.507
550.591,1.319
550.602,1.224
550.613,1.13
550.624,0.942
550.635,0.66
550.646,0.472
550.657,0.284
550.668,0.002
550.996,0.019
551.007,0.208
551.018,0.303
551.029,0.305
551.04,0.213
551.05,0.121
551.204,0.35
551.215,0.734
551.226,1.119
551.237,1.691
551.247,2.074
551.258,2.269
551.269,2.368
551.28,2.278
551.291,1.905
551.302,1.438
551.313,0.969
551.324,0.218
551.455,0.054
551.466,0.152
551.477,0.25
551.488,0.253
551.499,0.256
551.51,0.259
551.521,0.073
551.532,0.074
551.597,0.064
551.608,0.156
551.619,0.248
551.63,0.247
551.641,0.154
551.652,0.061
552.276,0.437
552.287,0.625
552.298,0.625
552.309,0.624
552.32,0.624
552.331,0.53
552.341,0.343
552.352,0.156
552.407,0.257
552.418,0.728
552.429,1.292
552.44,2.137
552.451,3.169
552.462,4.296
552.473,5.703
552.484,6.923
552.528,7.393
552.538,6.549
552.549,5.424
552.56,4.111
552.571,2.799
552.582,2.051
552.593,1.208
552.604,0.553
552.615,0.18
552.801,0.003
552.812,0.004
553.195,0.064
553.206,0.16
553.217,0.256
553.228,0.258
553.239,0.165
553.25,0.166
553.261,0.26
553.271,0.259
553.282,0.164
553.293,0.068
553.654,0.236
553.665,0.425
553.676,0.614
553.687,0.803
553.698,0.897
553.709,0.991
553.72,1.085
553.731,0.897
553.742,0.615
553.753,0.427
553.764,0.145
554.377,0.106
554.387,0.295
554.398,0.578
554.409,0.861
554.42,0.862
554.431,0.864
554.442,0.865
554.453,0.772
554.464,0.398
554.475,0.024
554.606,0.106
554.617,0.48
554.628,0.761
554.639,1.042
554.65,1.136
554.661,1.136
554.672,1.041
554.683,0.853
554.694,0.477
554.705,0.196
555.383,0.003
555.394,0.009
555.405,0.107
555.416,0.109
555.427,0.204
555.438,0.297
555.449,0.297
555.46,0.389
555.471,0.388
555.482,0.293
555.492,0.292
555.503,0.197
555.514,0.196
555.525,0.195
555.536,0.195
555.547,0.194
555.558,0.194
555.569,0.1
555.58,0.101
555.591,0.101
555.602,0.008
555.613,0.103
555.624,0.291
555.635,0.761
555.646,1.23
555.657,2.544
555.667,3.387
555.678,3.574
555.689,3.197
555.7,2.82
555.711,2.162
555.722,1.692
555.733,1.41
555.744,1.128
555.755,0.94
555.766,0.846
555.777,0.846
555.788,0.846
555.799,0.846
555.81,0.846
555.821,0.751
555.832,0.656
555.843,0.655
555.854,0.747
555.865,0.839
555.875,1.119
555.886,1.494
555.897,1.868
555.908,2.43
555.919,2.149
555.93,1.586
555.941,1.024
555.952,0.462
556.04,0.19
556.05,0.38
556.061,0.568
556.072,0.663
556.083,0.758
556.094,0.852
556.105,0.946
556.116,0.946
556.127,1.04
556.138,1.041
556.149,1.135
556.16,1.23
556.171,1.231
556.182,1.233
556.193,1.141
556.204,1.049
556.215,0.957
556.226,0.771
556.236,0.585
556.247,0.4
556.258,0.307
556.269,0.215
556.28,0.309
556.291,0.403
556.302,0.684
556.313,1.059
556.324,1.338
556.335,1.524
556.346,1.614
556.357,1.61
556.368,1.418
556.379,1.131
556.39,0.656
556.401,0.182
556.543,0.069
556.554,0.162
556.565,0.255
556.576,0.348
556.587,0.441
556.598,0.439
556.608,0.343
556.619,0.341
556.63,0.245
556.641,0.149
556.652,0.054
556.685,0.051
556.696,0.144
556.707,0.236
556.718,0.423
556.729,0.517
556.74,0.61
556.751,0.61
556.762,0.704
556.773,0.61
556.784,0.517
556.794,0.329
556.805,0.141
556.816,0.046
557.221,0.166
557.232,0.448
557.243,0.636
557.254,0.543
557.265,0.543
557.276,0.449
557.287,0.168
557.517,0.0
557.692,0.096
557.703,0.377
557.713,0.564
557.724,0.751
557.735,0.939
557.746,1.033
557.757,1.127
557.768,1.127
557.779,1.221
557.79,1.222
557.801,1.222
557.812,1.128
557.823,0.94
557.834,0.658
557.845,0.47
557.856,0.187
558.217,0.062
558.228,0.154
558.239,0.245
558.25,0.337
558.261,0.336
558.271,0.336
558.282,0.337
558.293,0.244
558.304,0.152
558.315,0.06
558.49,0.086
558.501,0.091
558.512,0.189
558.523,0.193
558.534,0.102
558.545,0.011
558.633,0.027
558.643,0.216
558.654,0.404
558.665,0.405
558.676,0.5
558.687,0.407
558.698,0.315
558.709,0.224
558.72,0.04
559.125,0.098
559.136,0.287
559.147,0.664
559.158,0.948
559.169,1.326
559.18,1.705
559.19,2.177
559.201,2.461
559.212,2.369
559.223,2.558
559.234,2.371
559.245,2.184
559.256,1.996
559.267,1.715
559.278,1.527
559.289,1.433
559.3,1.246
559.311,1.246
559.322,1.151
559.333,0.963
559.344,0.868
559.355,0.585
559.366,0.396
559.377,0.394
559.387,0.299
559.398,0.392
559.409,0.485
559.42,0.485
559.431,0.391
559.442,0.298
559.453,0.205
559.464,0.018
559.508,0.303
559.519,0.117
559.53,0.025
559.924,0.191
559.935,0.47
559.945,0.375
559.956,0.374
560.208,0.09
560.219,0.089
560.23,0.087
560.241,0.086
560.252,0.085
560.514,0.071
560.525,0.071
560.777,0.065
560.788,0.251
560.799,0.438
560.81,0.624
560.821,0.717
560.832,0.715
560.843,0.712
560.854,0.708
560.865,0.518
560.875,0.326
560.886,0.135
560.897,0.037
560.941,0.025
560.952,0.21
560.963,0.49
560.974,0.77
560.985,1.05
560.996,1.143
561.007,1.236
561.018,1.236
561.029,1.048
561.039,0.766
561.05,0.391
561.061,0.016
561.215,0.098
561.226,0.379
561.236,0.473
561.247,0.661
561.258,0.85
561.269,0.945
561.28,1.041
561.291,1.042
561.302,0.95
561.313,0.671
561.324,0.484
561.335,0.204
561.346,0.017
561.412,0.017
561.422,0.205
561.433,0.3
561.444,0.301
561.455,0.396
561.466,0.303
561.477,0.304
561.488,0.117
561.499,0.023
561.543,0.116
561.718,0.022
561.729,0.022
561.827,0.019
561.838,0.112
561.849,0.205
561.86,0.298
561.871,0.484
561.882,0.484
561.893,0.484
562.002,0.39
562.013,0.389
562.024,0.389
562.035,0.296
562.046,0.109
562.243,0.017
562.429,0.233
562.44,0.42
562.451,0.607
562.462,0.7
562.473,0.886
562.484,0.979
562.495,0.977
562.506,0.977
562.517,0.788
562.528,0.505
562.538,0.316
562.549,0.127
562.56,0.03
562.746,0.084
562.757,0.082
562.954,0.05
562.965,0.33
562.976,0.516
562.987,0.796
562.998,0.888
563.009,0.887
563.02,0.792
563.031,0.604
563.042,0.322
563.053,0.136
563.129,0.039
563.14,0.131
563.151,0.223
563.162,0.221
563.173,0.124
563.184,0.028
563.447,0.023
563.458,0.023
563.611,0.022
563.622,0.115
563.633,0.208
563.643,0.207
563.654,0.486
563.665,0.673
563.676,0.672
563.687,0.765
563.698,0.857
563.709,0.95
563.72,1.044
563.731,1.043
563.742,1.136
563.753,1.042
563.764,0.853
563.775,0.759
563.786,0.477
563.797,0.288
563.808,0.006
563.862,0.102
563.873,0.292
563.884,0.481
563.895,0.859
563.906,1.424
563.917,1.145
563.928,1.053
563.939,1.149
563.95,1.15
563.961,1.151
563.972,1.058
563.983,0.871
563.994,0.778
564.005,0.592
564.015,0.498
564.026,0.406
564.037,0.407
564.048,0.409
564.059,0.412
564.07,0.415
564.081,0.418
564.092,0.421
564.103,0.424
564.114,0.427
564.125,0.335
564.136,0.336
564.147,0.243
564.158,0.15
564.169,0.15
564.18,0.149
564.191,0.147
564.202,0.051
564.212,0.142
564.223,0.139
564.234,0.137
564.245,0.135
564.256,0.04
564.562,0.082
564.573,0.083
564.978,0.129
564.989,0.317
565.0,0.224
565.011,0.224
565.022,0.224
565.033,0.318
565.044,0.411
565.055,0.411
565.066,0.41
565.077,0.408
