Depth_m,nssS_Na_ratio
285.482,0.641
285.492,0.823
285.503,0.912
285.514,0.983
285.525,0.828
285.536,0.96
285.547,0.861
285.558,0.627
285.569,0.338
285.58,0.107
285.591,-0.061
285.602,-0.281
285.613,-0.422
285.624,-0.511
285.635,-0.504
285.646,-0.597
285.657,-0.718
285.668,-0.71
285.678,-0.665
285.689,-0.578
285.7,-0.472
285.711,-0.378
285.722,-0.303
285.733,-0.207
285.744,-0.108
285.755,0.014
285.788,-0.049
285.799,-0.173
285.81,-0.308
285.821,-0.418
285.832,-0.526
285.843,-0.599
285.854,-0.669
285.864,-0.725
285.875,-0.766
285.886,-0.797
285.897,-0.811
285.908,-0.804
285.919,-0.782
285.93,-0.762
285.941,-0.745
285.952,-0.712
285.963,-0.645
285.974,-0.568
285.985,-0.451
285.996,-0.41
286.007,-0.296
286.018,-0.194
286.029,-0.041
286.04,0.125
286.05,0.266
286.061,0.45
286.072,0.47
286.083,0.45
286.094,0.354
286.105,0.248
286.116,0.038
286.127,-0.097
286.138,-0.264
286.149,-0.348
286.16,-0.464
286.171,-0.577
286.182,-0.644
286.193,-0.648
286.204,-0.633
286.215,-0.657
286.225,-0.635
286.236,-0.63
286.247,-0.623
286.258,-0.584
286.269,-0.502
286.28,-0.413
286.291,-0.308
286.302,-0.102
286.313,0.105
286.324,0.28
286.335,0.387
286.346,0.328
286.357,0.055
286.368,-0.077
286.379,-0.304
286.39,-0.455
286.401,-0.62
286.411,-0.711
286.422,-0.755
286.433,-0.779
286.444,-0.753
286.455,-0.702
286.466,-0.666
286.477,-0.635
286.488,-0.548
286.499,-0.509
286.51,-0.516
286.521,-0.656
286.532,-0.715
286.543,-0.706
286.554,-0.702
286.565,-0.673
286.576,-0.603
286.587,-0.5
286.598,-0.421
286.608,-0.418
286.619,-0.492
286.63,-0.567
286.641,-0.515
286.652,-0.423
286.663,-0.329
286.674,-0.203
286.685,-0.041
286.696,0.025
286.707,0.07
286.718,-0.008
286.729,-0.056
286.74,-0.037
286.751,-0.13
286.762,-0.201
286.773,-0.398
286.784,-0.549
286.794,-0.572
286.805,-0.58
286.816,-0.556
286.827,-0.559
286.838,-0.568
286.849,-0.588
286.86,-0.611
286.871,-0.645
286.882,-0.631
286.893,-0.562
286.904,-0.44
286.915,-0.203
286.926,0.216
286.937,0.366
286.948,0.375
286.959,0.33
286.97,0.199
286.98,0.108
286.991,-0.036
287.002,-0.138
287.013,-0.177
287.024,-0.266
287.035,-0.243
287.046,-0.208
287.057,-0.056
287.068,0.383
287.079,0.996
287.09,1.896
287.101,2.845
287.112,3.219
287.123,3.212
287.134,2.844
287.145,2.546
287.155,2.102
287.166,1.751
287.177,1.478
287.188,1.137
287.199,0.854
287.21,0.553
287.221,0.293
287.232,0.129
287.243,0.046
287.254,-0.034
287.265,-0.052
287.276,-0.102
287.287,-0.112
287.298,-0.104
287.309,-0.097
287.32,-0.047
287.331,0.007
287.341,0.072
287.352,0.171
287.363,0.164
287.374,0.216
287.385,0.146
287.396,0.061
287.407,0.003
287.418,-0.112
287.429,-0.216
287.44,-0.356
287.451,-0.432
287.462,-0.533
287.473,-0.579
287.484,-0.595
287.495,-0.602
287.506,-0.57
287.517,-0.449
287.527,-0.318
287.538,-0.168
287.549,-0.082
287.56,0.08
287.571,0.303
287.582,0.495
287.593,0.753
287.604,0.806
287.615,0.689
287.626,0.603
287.648,0.464
287.659,0.257
287.67,0.124
287.681,-0.017
287.692,-0.118
287.703,-0.239
287.714,-0.366
287.724,-0.465
287.735,-0.514
287.746,-0.581
287.757,-0.591
287.768,-0.633
287.779,-0.658
287.79,-0.755
287.801,-0.76
287.812,-0.748
287.823,-0.738
287.834,-0.76
287.845,-0.769
287.856,-0.789
287.867,-0.817
287.878,-0.842
287.889,-0.855
287.9,-0.865
287.91,-0.837
287.921,-0.805
287.932,-0.743
287.943,-0.761
287.954,-0.727
287.965,-0.686
287.976,-0.65
287.987,-0.641
287.998,-0.631
288.009,-0.605
288.02,-0.632
288.031,-0.605
288.042,-0.575
288.053,-0.413
288.064,-0.035
288.075,0.06
288.085,0.158
288.107,0.355
288.118,0.671
288.129,0.75
288.14,0.556
288.151,0.775
288.162,0.828
288.173,0.718
288.184,0.495
288.195,0.343
288.206,0.113
288.217,-0.03
288.228,-0.148
288.239,-0.224
288.25,-0.31
288.261,-0.371
288.271,-0.3
288.282,-0.257
288.293,-0.181
288.304,-0.391
288.315,-0.271
288.326,-0.192
288.337,-0.094
288.348,0.011
288.359,0.261
288.37,0.534
288.381,0.728
288.392,0.892
288.403,0.902
288.414,0.905
288.425,0.807
288.436,0.646
288.447,0.482
288.457,0.252
288.468,0.14
288.479,-0.002
288.49,-0.112
288.501,-0.202
288.512,-0.167
288.523,-0.196
288.534,-0.254
288.545,-0.326
288.556,-0.227
288.567,-0.174
288.578,-0.345
288.589,-0.424
288.6,-0.54
288.611,-0.577
288.622,-0.625
288.633,-0.657
288.643,-0.614
288.654,-0.457
288.665,-0.341
288.676,-0.168
288.687,-0.057
288.698,0.34
288.709,0.786
288.72,1.15
288.731,0.99
288.742,0.542
288.753,0.246
288.764,0.241
288.775,0.054
288.786,-0.122
288.797,-0.313
288.808,-0.366
288.819,-0.383
288.829,-0.493
288.84,-0.603
288.851,-0.671
288.862,-0.655
288.873,-0.624
288.884,-0.541
288.895,-0.376
288.906,-0.097
288.917,0.244
288.928,0.623
288.939,0.737
288.95,0.638
288.961,0.401
288.972,0.188
288.983,-0.018
288.994,-0.17
289.005,-0.428
289.015,-0.589
289.026,-0.689
289.037,-0.759
289.048,-0.791
289.059,-0.759
289.07,-0.705
289.081,-0.629
289.092,-0.653
289.103,-0.459
289.114,-0.184
289.125,0.191
289.136,0.478
289.147,0.764
289.158,1.009
289.169,1.024
289.18,0.837
289.191,0.495
289.201,0.199
289.212,-0.082
289.223,-0.344
289.234,-0.47
289.245,-0.433
289.256,-0.437
289.267,-0.385
289.278,-0.47
289.289,-0.375
289.3,-0.239
289.311,-0.116
289.322,0.023
289.333,0.206
289.344,0.336
289.355,0.402
289.366,0.302
289.377,0.151
289.387,-0.072
289.398,-0.145
289.409,-0.1
289.42,-0.051
289.431,-0.026
289.442,0.046
289.453,0.163
289.464,0.301
289.475,0.414
289.486,0.459
289.497,0.116
289.508,-0.308
289.519,-0.488
289.552,-0.577
289.562,-0.624
289.573,-0.616
289.584,-0.56
289.595,-0.487
289.606,-0.402
289.617,-0.281
289.628,-0.13
289.639,0.036
289.65,0.203
289.661,0.328
289.672,0.504
289.683,0.679
289.694,0.866
289.705,1.145
289.716,1.385
289.727,1.465
289.738,1.408
289.749,1.151
289.759,0.635
289.77,0.231
289.781,0.192
289.792,-0.178
289.803,-0.356
289.814,-0.403
289.825,-0.508
289.836,-0.562
289.847,-0.538
289.858,-0.483
289.869,-0.422
289.88,-0.376
289.891,-0.268
289.902,0.072
289.913,0.292
289.924,0.513
289.934,0.224
289.945,0.296
289.956,0.385
289.967,0.55
289.978,0.497
289.989,0.491
290.0,0.325
290.011,0.228
290.022,0.018
290.033,-0.089
290.044,-0.208
290.055,-0.305
290.066,-0.369
290.077,-0.451
290.088,-0.483
290.099,-0.502
290.11,-0.524
290.12,-0.543
290.131,-0.546
290.142,-0.522
290.153,-0.387
290.164,0.023
290.175,0.658
290.186,0.929
290.197,0.928
290.208,0.791
290.219,0.636
290.23,0.519
290.241,0.372
290.252,0.129
290.263,0.117
290.274,-0.079
290.285,-0.045
290.296,-0.101
290.306,-0.144
290.317,-0.204
290.328,-0.342
290.339,-0.518
290.35,-0.519
290.361,-0.518
290.372,-0.389
290.383,-0.269
290.394,-0.099
290.405,0.137
290.416,0.273
290.427,0.443
290.438,0.642
290.449,0.709
290.46,0.561
290.471,0.373
290.482,0.172
290.492,-0.014
290.503,-0.111
290.514,-0.192
290.525,-0.231
290.536,-0.208
290.547,-0.098
290.558,-0.029
290.569,-0.205
290.58,-0.27
290.591,-0.343
290.602,-0.37
290.613,-0.346
290.624,-0.36
290.635,-0.207
290.646,-0.259
290.657,-0.213
290.668,-0.27
290.678,-0.243
290.689,-0.344
290.7,-0.297
290.711,-0.33
290.722,-0.393
290.733,-0.418
290.744,-0.421
290.755,-0.381
290.766,-0.41
290.777,-0.497
290.788,-0.575
290.799,-0.623
290.81,-0.67
290.821,-0.691
290.832,-0.652
290.843,-0.572
290.854,-0.447
290.864,-0.242
290.875,0.02
290.886,0.306
290.897,0.489
290.908,0.328
290.919,0.407
290.93,0.365
290.941,0.286
290.952,0.336
290.963,0.261
290.974,0.235
290.985,0.213
290.996,0.052
291.007,0.012
291.018,-0.101
291.029,-0.09
291.04,-0.103
291.05,-0.183
291.061,-0.208
291.072,-0.288
291.083,-0.288
291.094,-0.227
291.105,-0.069
291.116,0.394
291.127,1.234
291.138,1.889
291.149,2.051
291.16,1.69
291.171,1.76
291.182,1.318
291.193,0.93
291.204,0.744
291.215,0.624
291.226,0.875
291.236,0.863
291.247,0.796
291.258,0.59
291.269,0.506
291.28,0.484
291.291,0.327
291.302,0.004
291.313,0.077
291.324,0.202
291.335,0.399
291.346,0.448
291.357,0.556
291.368,0.55
291.379,0.698
291.39,0.687
291.401,0.375
291.433,0.137
291.444,-0.156
291.455,-0.298
291.466,-0.481
291.477,-0.612
291.488,-0.692
291.499,-0.722
291.51,-0.752
291.521,-0.743
291.532,-0.8
291.543,-0.716
291.554,-0.672
291.565,-0.653
291.576,-0.638
291.587,-0.643
291.598,-0.546
291.608,-0.532
291.619,-0.488
291.63,-0.368
291.641,-0.514
291.652,-0.348
291.663,-0.189
291.674,-0.124
291.685,-0.074
291.696,-0.083
291.707,-0.068
291.718,-0.072
291.729,-0.156
291.74,-0.285
291.751,-0.4
291.762,-0.55
291.773,-0.656
291.784,-0.723
291.794,-0.759
291.805,-0.762
291.816,-0.749
291.827,-0.698
291.838,-0.616
291.849,-0.501
291.86,-0.351
291.871,-0.062
291.882,0.491
291.893,0.178
291.904,0.116
291.915,-0.045
291.926,-0.219
291.937,-0.374
291.948,-0.562
291.959,-0.626
291.97,-0.709
292.068,0.101
292.079,-0.164
292.09,-0.23
292.101,-0.273
292.112,-0.317
292.123,-0.301
292.134,-0.331
292.145,-0.321
292.155,-0.3
292.166,-0.239
292.177,-0.204
292.188,-0.143
292.199,-0.101
292.21,-0.018
292.221,0.119
292.232,0.239
292.243,0.361
292.254,0.515
292.265,0.66
292.276,0.764
292.287,0.703
292.298,0.574
292.309,0.421
292.32,0.289
292.331,0.127
292.341,0.07
292.352,-0.03
292.363,-0.119
292.374,-0.228
292.385,-0.32
292.396,-0.376
292.407,-0.425
292.418,-0.47
292.429,-0.512
292.44,-0.534
292.451,-0.567
292.462,-0.574
292.473,-0.563
292.484,-0.555
292.495,-0.564
292.506,-0.571
292.517,-0.562
292.527,-0.499
292.538,-0.441
292.549,-0.369
292.56,-0.112
292.571,-0.089
292.582,0.076
292.593,0.143
292.604,0.279
292.615,0.106
292.626,-0.099
292.648,-0.246
292.659,-0.376
292.67,-0.5
292.681,-0.587
292.692,-0.641
292.703,-0.675
292.714,-0.661
292.724,-0.613
292.735,-0.405
292.746,-0.193
292.757,-0.1
292.768,-0.146
292.779,-0.158
292.79,-0.183
292.801,-0.238
292.812,-0.47
292.823,-0.584
292.834,-0.665
292.845,-0.694
292.856,-0.7
292.867,-0.679
292.878,-0.634
292.889,-0.559
292.899,-0.432
292.91,-0.283
292.921,-0.106
292.932,0.119
292.943,0.489
292.954,0.951
292.965,1.518
292.976,2.158
292.987,2.862
292.998,3.457
293.009,3.904
293.02,3.617
293.031,2.765
293.042,1.836
293.053,1.186
293.064,0.543
293.075,0.183
293.085,-0.138
293.096,-0.285
293.107,-0.423
293.118,-0.506
293.129,-0.566
293.14,-0.609
293.151,-0.613
293.162,-0.628
293.173,-0.55
293.184,-0.487
293.195,-0.45
293.206,-0.361
293.217,-0.222
293.228,-0.063
293.239,0.186
293.25,0.409
293.261,0.612
293.271,0.809
293.282,0.806
293.293,0.712
293.304,0.421
293.315,0.206
293.326,-0.025
293.337,-0.312
293.348,-0.572
293.359,-0.539
293.37,-0.583
293.381,-0.601
293.392,-0.566
293.403,-0.413
293.414,-0.083
293.425,0.31
293.436,0.864
293.447,1.304
293.457,1.62
293.468,1.728
293.479,1.675
293.49,1.579
293.501,1.372
293.512,1.417
293.523,1.678
293.534,1.533
293.545,1.247
293.556,0.719
293.567,0.69
293.578,0.563
293.589,0.383
293.6,0.341
293.611,0.165
293.622,0.027
293.633,-0.048
293.643,-0.09
293.654,-0.169
293.665,-0.192
293.676,-0.231
293.687,-0.083
293.698,0.063
293.709,0.062
293.72,0.266
293.731,0.357
293.742,0.426
293.753,0.412
293.764,0.433
293.775,0.346
293.786,0.177
293.797,0.099
293.808,-0.108
293.819,-0.299
293.829,-0.429
293.84,-0.538
293.851,-0.618
293.862,-0.621
293.873,-0.556
293.884,-0.463
293.895,-0.321
293.906,-0.23
293.917,-0.06
293.928,-0.06
293.939,-0.01
293.95,-0.155
293.961,-0.088
293.972,-0.267
293.983,-0.225
293.994,-0.295
294.005,-0.427
294.015,-0.567
294.026,-0.551
294.037,-0.57
294.048,-0.582
294.059,-0.563
294.07,-0.567
294.081,-0.512
294.092,-0.324
294.103,-0.232
294.114,0.054
294.125,0.367
294.136,0.744
294.147,1.369
294.158,1.719
294.169,1.731
294.18,1.379
294.191,0.944
294.201,0.479
294.212,0.09
294.223,-0.171
294.234,-0.308
294.245,-0.476
294.256,-0.583
294.267,-0.638
294.278,-0.664
294.289,-0.697
294.3,-0.718
294.311,-0.723
294.322,-0.672
294.333,-0.643
294.344,-0.572
294.355,-0.601
294.366,-0.501
294.376,-0.388
294.387,-0.224
294.398,0.025
294.409,0.347
294.42,0.629
294.431,0.674
294.442,0.45
294.453,0.251
294.464,0.111
294.475,-0.041
294.486,-0.287
294.519,-0.378
294.53,-0.345
294.541,-0.225
294.552,-0.149
294.562,-0.057
294.573,-0.054
294.584,-0.105
294.595,-0.141
294.606,-0.166
294.617,-0.084
294.628,-0.035
294.639,0.1
294.65,0.221
294.661,0.373
294.672,0.369
294.683,0.445
294.694,0.431
294.705,0.53
294.716,0.273
294.727,-0.082
294.738,-0.21
294.749,-0.372
294.759,-0.45
294.77,-0.591
294.781,-0.65
294.792,-0.632
294.803,-0.607
294.814,-0.405
294.825,-0.011
294.836,0.676
294.847,1.31
294.858,1.25
294.869,0.772
294.88,0.54
294.891,0.198
294.902,0.021
294.913,-0.365
294.924,-0.691
294.935,-0.794
294.945,-0.849
294.956,-0.886
294.967,-0.878
294.978,-0.86
294.989,-0.827
295.0,-0.777
295.011,-0.699
295.022,-0.63
295.033,-0.579
295.044,-0.572
295.055,-0.534
295.066,-0.506
295.077,-0.513
295.088,-0.525
295.099,-0.53
295.11,-0.53
295.121,-0.499
295.131,-0.523
295.142,-0.583
295.153,-0.64
295.164,-0.65
295.208,-0.536
295.219,-0.52
295.23,-0.447
295.241,-0.377
295.252,-0.314
295.263,-0.188
295.274,-0.076
295.285,0.007
295.296,0.095
295.307,0.107
295.317,0.118
295.328,0.123
295.339,0.039
295.35,-0.062
295.361,-0.118
295.372,-0.103
295.383,-0.036
295.394,0.091
295.405,0.233
295.416,0.499
295.427,0.898
295.438,1.409
295.449,1.86
295.46,2.376
295.471,2.753
295.482,2.865
295.492,2.814
295.503,2.898
295.514,2.714
295.525,2.619
295.536,2.2
295.547,1.861
295.558,1.409
295.569,1.201
295.58,0.894
295.591,0.769
295.602,0.555
295.613,0.44
295.624,0.245
295.635,0.048
295.646,-0.083
295.657,-0.235
295.668,-0.306
295.678,-0.385
295.689,-0.308
295.7,-0.298
295.711,-0.22
295.722,-0.225
295.733,-0.229
295.744,-0.195
295.755,-0.1
295.766,0.079
295.777,0.134
295.788,0.013
295.799,-0.122
295.81,-0.313
295.821,-0.413
295.832,-0.474
295.843,-0.521
295.854,-0.536
295.864,-0.488
295.875,-0.465
295.886,-0.39
295.897,-0.347
295.908,-0.222
295.919,-0.057
295.93,0.061
295.941,0.11
295.952,0.07
295.963,-0.152
295.974,-0.32
295.985,-0.386
295.996,-0.329
296.007,-0.392
296.018,-0.468
296.029,-0.519
296.04,-0.514
296.05,-0.525
296.061,-0.553
296.072,-0.493
296.083,-0.394
296.094,-0.355
296.105,-0.356
296.116,-0.373
296.127,-0.305
296.138,-0.236
296.149,-0.107
296.16,0.024
296.171,-0.005
296.182,0.087
296.193,0.081
296.204,0.077
296.215,-0.022
296.226,-0.168
296.236,-0.275
296.247,-0.435
296.258,-0.518
296.269,-0.565
296.28,-0.66
296.291,-0.704
296.302,-0.664
296.313,-0.61
296.324,-0.513
296.335,-0.338
296.346,-0.083
296.357,-0.011
296.368,0.01
296.39,-0.05
296.401,-0.179
296.412,-0.343
296.422,-0.423
296.433,-0.491
296.444,-0.534
296.455,-0.582
296.466,-0.602
296.477,-0.653
296.488,-0.703
296.499,-0.695
296.51,-0.69
296.521,-0.784
296.532,-0.767
296.543,-0.767
296.554,-0.716
296.565,-0.649
296.576,-0.596
296.587,-0.58
296.598,-0.516
296.608,-0.436
296.619,-0.295
296.63,-0.121
296.641,0.159
296.652,0.493
296.663,0.676
296.674,0.851
296.685,0.828
296.696,0.798
296.707,0.55
296.718,0.339
296.729,0.14
296.74,0.011
296.751,-0.117
296.762,-0.288
296.773,-0.345
296.783,-0.392
296.794,-0.403
296.805,-0.38
296.816,-0.302
296.827,-0.215
296.838,-0.002
296.849,0.265
296.86,0.605
296.871,0.787
296.882,1.108
296.893,1.393
296.904,1.632
296.915,1.814
296.926,1.747
296.937,1.401
296.948,0.986
296.959,0.504
296.969,0.047
296.98,-0.191
296.991,-0.34
297.002,-0.495
297.013,-0.572
297.024,-0.594
297.035,-0.586
297.046,-0.585
297.057,-0.579
297.068,-0.544
297.079,-0.454
297.09,-0.268
297.101,-0.067
297.112,0.007
297.123,0.016
297.134,-0.111
297.145,-0.308
297.155,-0.488
297.166,-0.584
297.177,-0.662
297.188,-0.713
297.199,-0.759
297.21,-0.776
297.221,-0.782
297.232,-0.793
297.243,-0.774
297.254,-0.743
297.265,-0.676
297.276,-0.571
297.287,-0.399
297.298,-0.184
297.309,-0.014
297.32,0.137
297.331,0.295
297.342,0.353
297.352,0.267
297.363,0.01
297.374,-0.183
297.385,-0.33
297.396,-0.447
297.407,-0.56
297.418,-0.659
297.429,-0.721
297.44,-0.755
297.451,-0.769
297.462,-0.744
297.473,-0.695
297.484,-0.657
297.495,-0.557
297.506,-0.464
297.517,-0.205
297.527,0.048
297.538,0.275
297.549,0.542
297.56,0.864
297.571,1.323
297.582,1.722
297.593,1.761
297.604,1.443
297.615,1.063
297.626,0.851
297.637,0.386
297.648,0.202
297.659,-0.032
297.67,-0.203
297.681,-0.331
297.692,-0.409
297.703,-0.478
297.714,-0.47
297.724,-0.484
297.735,-0.455
297.746,-0.455
297.757,-0.417
297.768,-0.303
297.779,-0.228
297.79,-0.093
297.801,0.019
297.812,0.101
297.823,0.176
297.834,0.228
297.845,0.291
297.856,0.387
297.867,0.4
297.878,0.232
297.889,-0.192
298.042,-0.371
298.053,-0.311
298.064,-0.15
298.075,0.081
298.086,0.241
298.096,0.278
298.107,0.204
298.118,0.191
298.129,0.1
298.14,0.03
298.151,-0.027
298.162,-0.085
298.173,-0.098
298.184,-0.106
298.195,-0.148
298.206,-0.187
298.217,-0.214
298.228,-0.245
298.239,-0.286
298.25,-0.339
298.261,-0.412
298.271,-0.445
298.282,-0.448
298.293,-0.419
298.304,-0.375
298.315,-0.361
298.326,-0.346
298.337,-0.364
298.348,-0.389
298.359,-0.345
298.37,-0.27
298.381,-0.111
298.392,0.06
298.403,0.166
298.414,0.485
298.425,0.463
298.436,0.726
298.447,0.819
298.457,0.69
298.468,0.489
298.479,0.262
298.49,-0.015
298.501,-0.182
298.512,-0.334
298.523,-0.492
298.534,-0.589
298.545,-0.638
298.556,-0.643
298.567,-0.645
298.578,-0.62
298.589,-0.571
298.6,-0.535
298.611,-0.501
298.622,-0.452
298.633,-0.355
298.643,-0.333
298.654,-0.357
298.665,-0.389
298.676,-0.346
298.687,-0.318
298.698,-0.253
298.709,-0.152
298.72,-0.019
298.731,0.349
298.742,0.901
298.753,1.77
298.764,2.835
298.775,3.464
298.786,3.445
298.797,2.961
298.808,2.658
298.819,2.027
298.829,1.431
298.84,0.827
298.851,0.41
298.862,0.183
298.873,0.008
298.884,-0.149
298.895,-0.333
298.906,-0.465
298.917,-0.562
298.928,-0.636
298.939,-0.665
298.95,-0.728
298.961,-0.771
298.972,-0.766
298.983,-0.735
298.994,-0.66
299.005,-0.551
299.015,-0.426
299.026,-0.316
299.037,-0.181
299.048,-0.116
299.059,-0.01
299.07,0.202
299.081,0.296
299.092,0.406
299.103,0.514
299.114,0.486
299.125,0.416
299.136,0.246
299.147,0.089
299.158,-0.108
299.169,-0.285
299.18,-0.46
299.191,-0.525
299.201,-0.578
299.212,-0.614
299.223,-0.655
299.234,-0.697
299.245,-0.7
299.256,-0.692
299.267,-0.691
299.278,-0.641
299.289,-0.458
299.3,-0.276
299.311,-0.209
299.322,-0.287
299.333,-0.37
299.344,-0.414
299.355,-0.485
299.366,-0.578
299.377,-0.607
299.387,-0.607
299.398,-0.565
299.409,-0.464
299.42,-0.332
299.431,-0.167
299.442,0.072
299.453,0.308
299.464,0.527
299.475,0.805
299.486,1.021
299.497,1.111
299.508,1.11
299.519,1.114
299.53,1.151
299.541,1.099
299.552,0.987
299.562,0.825
299.573,0.803
299.584,0.723
299.595,0.46
299.617,0.276
299.628,-0.037
299.639,-0.218
299.65,-0.356
299.661,-0.454
299.672,-0.467
299.683,-0.462
299.694,-0.423
299.705,-0.393
299.716,-0.33
299.727,-0.348
299.738,-0.357
299.748,-0.396
299.759,-0.487
299.77,-0.586
299.781,-0.698
299.792,-0.758
299.803,-0.8
299.814,-0.8
299.825,-0.795
299.836,-0.748
299.847,-0.705
299.858,-0.66
299.869,-0.59
299.88,-0.448
299.891,-0.283
299.902,-0.138
299.913,-0.092
300.0,-0.108
300.011,-0.101
300.022,-0.126
300.033,-0.221
300.044,-0.309
300.055,-0.423
300.066,-0.49
300.077,-0.572
300.088,-0.612
300.099,-0.642
300.11,-0.642
300.121,-0.62
300.131,-0.567
300.142,-0.423
300.153,-0.092
300.164,0.385
300.175,0.765
300.186,1.102
300.197,0.997
300.208,0.598
300.219,0.661
300.23,0.35
300.241,-0.086
300.252,-0.319
300.263,-0.386
300.274,-0.486
300.285,-0.569
300.296,-0.666
300.306,-0.709
300.317,-0.741
300.328,-0.749
300.339,-0.721
300.35,-0.683
300.361,-0.598
300.372,-0.501
300.383,-0.416
300.394,-0.318
300.405,-0.148
300.416,0.026
300.427,0.128
300.438,0.099
300.449,0.136
300.46,0.196
300.471,0.095
300.482,-0.249
300.492,-0.276
300.503,-0.342
300.514,-0.404
300.525,-0.469
300.536,-0.481
300.547,-0.41
300.558,-0.306
300.569,-0.054
300.58,0.256
300.591,0.525
300.602,0.824
300.613,1.164
300.624,1.308
300.635,1.332
300.646,1.051
300.657,0.737
300.668,0.402
300.678,0.115
300.689,-0.035
300.7,-0.153
300.711,-0.315
300.722,-0.492
300.733,-0.625
300.744,-0.72
300.755,-0.765
300.766,-0.789
300.777,-0.819
300.788,-0.844
300.799,-0.839
300.81,-0.805
300.821,-0.747
300.832,-0.689
300.843,-0.601
300.854,-0.463
300.865,-0.261
300.875,-0.071
300.886,0.019
300.897,0.085
300.908,0.076
300.919,-0.021
300.93,-0.143
300.941,-0.277
300.952,-0.435
300.963,-0.568
300.974,-0.619
300.985,-0.637
300.996,-0.632
301.007,-0.587
301.018,-0.507
301.029,-0.409
301.04,-0.214
301.051,-0.009
301.061,0.288
301.072,0.624
301.083,0.954
301.094,1.466
301.105,2.038
301.116,2.42
301.127,2.695
301.138,2.721
301.149,2.491
301.16,2.119
301.171,1.817
301.182,1.479
301.193,1.023
301.204,0.848
301.215,0.717
301.226,0.664
301.236,0.697
301.247,0.76
301.258,0.919
301.269,1.132
301.28,1.324
301.291,1.57
301.302,1.783
301.313,2.223
301.324,2.653
301.335,3.121
301.346,3.376
301.357,3.711
301.368,3.755
301.379,3.888
301.39,3.315
301.401,2.501
301.412,1.696
301.422,0.911
301.433,0.399
301.444,-0.009
301.455,-0.289
301.466,-0.533
301.477,-0.755
301.499,-0.837
301.51,-0.848
301.521,-0.792
301.532,-0.737
301.543,-0.737
301.554,-0.665
301.565,-0.588
301.576,-0.476
301.587,-0.272
301.598,0.039
301.608,0.334
301.619,0.643
301.63,0.979
301.641,1.145
301.652,1.187
301.663,0.985
301.674,0.751
301.685,0.544
301.696,0.375
301.707,0.157
301.718,-0.003
301.729,-0.185
301.74,-0.324
301.751,-0.422
301.762,-0.487
301.773,-0.548
301.783,-0.566
301.794,-0.518
301.805,-0.473
301.816,-0.346
301.827,-0.175
301.838,0.0
301.849,0.141
301.86,0.316
301.871,0.4
301.882,0.371
301.893,0.248
301.904,0.107
301.915,-0.082
301.926,-0.151
301.937,-0.269
301.948,-0.354
301.959,-0.438
301.97,-0.465
301.98,-0.475
301.991,-0.464
302.002,-0.473
302.013,-0.471
302.024,-0.454
302.035,-0.404
302.046,-0.308
302.057,-0.079
302.068,0.181
302.079,0.24
302.09,0.149
302.101,0.046
302.112,-0.05
302.123,-0.168
302.134,-0.286
302.145,-0.391
302.155,-0.423
302.166,-0.42
302.177,-0.38
302.188,-0.292
302.199,-0.196
302.21,0.045
302.221,0.274
302.232,0.488
302.243,0.755
302.254,0.968
302.265,1.221
302.276,1.287
302.287,1.041
302.298,0.565
302.309,0.133
302.32,-0.196
302.331,-0.452
302.341,-0.603
302.352,-0.689
302.363,-0.765
302.374,-0.844
302.385,-0.818
302.396,-0.815
302.407,-0.8
302.418,-0.827
302.429,-0.752
302.44,-0.652
302.451,-0.563
302.462,-0.561
302.473,-0.398
302.484,-0.184
302.495,0.092
302.506,0.298
302.517,0.425
302.527,0.4
302.538,0.38
302.549,0.258
302.56,0.222
302.571,0.157
302.582,0.125
302.593,0.059
302.604,-0.063
302.615,-0.208
302.626,-0.376
302.637,-0.417
302.648,-0.442
302.659,-0.459
302.67,-0.493
302.681,-0.464
302.692,-0.455
302.703,-0.348
302.713,-0.265
302.724,-0.192
302.735,-0.138
302.746,-0.163
302.757,-0.25
302.768,-0.373
302.779,-0.536
302.79,-0.658
302.801,-0.719
302.812,-0.743
302.823,-0.757
302.834,-0.794
302.845,-0.805
302.856,-0.807
302.867,-0.798
302.878,-0.769
302.889,-0.727
302.9,-0.643
302.91,-0.548
302.921,-0.363
302.932,-0.228
302.943,-0.062
302.954,0.047
302.965,0.05
302.976,-0.038
302.987,-0.151
302.998,-0.3
303.009,-0.396
303.02,-0.493
303.031,-0.563
303.042,-0.594
303.053,-0.595
303.064,-0.555
303.075,-0.507
303.086,-0.453
303.096,-0.327
303.107,-0.116
303.118,0.083
303.129,0.224
303.14,0.429
303.151,0.688
303.162,1.006
303.173,1.095
303.184,1.1
303.195,0.949
303.206,0.92
303.217,1.062
303.228,0.92
303.239,0.69
303.25,0.356
303.261,0.088
303.272,-0.111
303.293,-0.331
303.304,-0.434
303.315,-0.522
303.326,-0.601
303.337,-0.63
303.348,-0.653
303.359,-0.669
303.37,-0.699
303.381,-0.726
303.392,-0.713
303.403,-0.678
303.414,-0.581
303.425,-0.53
303.436,-0.493
303.447,-0.482
303.457,-0.332
303.468,0.053
303.479,0.609
303.49,1.08
303.501,1.573
303.512,1.675
303.523,1.196
303.534,0.81
303.545,0.299
303.556,0.329
303.567,0.018
303.578,-0.321
303.589,-0.5
303.6,-0.53
303.611,-0.595
303.622,-0.613
303.633,-0.638
303.643,-0.623
303.654,-0.585
303.665,-0.541
303.676,-0.48
