Depth_m,nssS_Na_ratio
30.361,-0.648
30.377,-0.679
30.392,-0.663
30.407,-0.655
30.422,-0.623
30.437,-0.6
30.452,-0.595
30.482,-0.639
30.497,-0.636
30.512,-0.669
30.527,-0.659
30.543,-0.635
30.558,-0.616
30.573,-0.608
30.588,-0.566
30.603,-0.515
30.618,-0.423
30.633,-0.263
30.648,0.092
30.663,0.296
30.678,0.252
30.693,0.126
30.708,-0.062
30.724,-0.25
30.739,-0.378
30.754,-0.412
30.769,-0.576
30.784,-0.596
30.799,-0.496
30.814,-0.357
30.829,-0.451
30.844,-0.162
30.859,0.168
30.874,1.114
30.889,1.883
30.904,2.324
30.919,3.044
30.934,3.434
30.949,2.805
30.964,2.135
30.979,1.543
30.995,0.864
31.01,0.432
31.025,-0.055
31.04,-0.397
31.055,-0.411
31.07,-0.412
31.085,-0.498
31.1,-0.455
31.115,-0.437
31.13,-0.396
31.145,-0.314
31.16,-0.332
31.175,-0.382
31.19,-0.343
31.205,-0.409
31.22,-0.348
31.235,-0.325
31.25,-0.479
31.31,-0.139
31.325,-0.17
31.34,-0.209
31.355,-0.3
31.37,-0.263
31.385,-0.118
31.475,-0.302
31.49,-0.28
31.505,-0.218
31.52,-0.206
31.535,-0.042
31.55,0.183
31.565,0.502
31.58,0.664
31.595,0.694
31.61,0.49
31.625,0.163
31.64,-0.149
31.655,-0.277
31.67,-0.271
31.685,-0.357
31.7,-0.491
31.715,-0.534
31.73,-0.523
31.745,-0.5
31.76,-0.464
31.775,-0.347
31.79,-0.199
31.805,0.051
31.82,0.431
31.835,0.678
31.85,0.697
31.865,0.61
31.88,0.505
31.895,0.454
31.91,0.26
31.924,-0.064
31.939,-0.237
31.954,-0.3
31.969,-0.297
31.984,-0.32
31.999,-0.27
32.014,0.01
32.029,0.605
32.044,1.066
32.059,1.076
32.074,1.168
32.089,1.34
32.104,1.376
32.119,1.355
32.134,1.207
32.149,0.828
32.164,0.505
32.178,0.278
32.193,-0.033
32.208,-0.158
32.223,-0.258
32.238,-0.46
32.253,-0.585
32.268,-0.67
32.283,-0.736
32.298,-0.772
32.313,-0.774
32.328,-0.766
32.343,-0.715
32.358,-0.562
32.372,-0.359
32.387,-0.298
32.402,-0.207
32.417,-0.167
32.432,-0.193
32.447,-0.261
32.462,-0.327
32.477,-0.435
32.492,-0.534
32.507,-0.545
32.522,-0.549
32.536,-0.505
32.551,-0.499
32.566,-0.465
32.581,-0.401
32.596,-0.362
32.611,-0.336
32.626,-0.243
32.641,-0.149
32.656,0.117
32.67,0.589
32.685,0.975
32.7,1.01
32.715,0.965
32.73,0.998
32.745,0.619
32.76,0.293
32.775,0.037
32.789,-0.036
32.804,-0.077
32.819,-0.343
32.834,-0.567
32.849,-0.634
32.864,-0.66
32.879,-0.701
32.894,-0.703
32.908,-0.677
32.923,-0.66
32.938,-0.624
32.953,-0.542
32.968,-0.414
32.983,-0.178
32.998,0.096
33.013,0.109
33.027,0.064
33.042,-0.054
33.057,-0.261
33.072,-0.319
33.087,-0.362
33.102,-0.439
33.116,-0.506
33.131,-0.571
33.146,-0.591
33.161,-0.553
33.176,-0.625
33.191,-0.655
33.205,-0.633
33.22,-0.603
33.235,-0.58
33.25,-0.557
33.265,-0.451
33.28,-0.374
33.294,-0.321
33.309,-0.413
33.339,-0.486
33.354,-0.509
33.369,-0.547
33.383,-0.457
33.398,-0.443
33.413,-0.451
33.428,-0.351
33.443,-0.218
33.458,-0.037
33.472,0.155
33.487,0.44
33.502,0.772
33.517,0.679
33.532,0.339
33.546,0.058
33.561,-0.154
33.576,-0.341
33.591,-0.461
33.606,-0.527
33.62,-0.554
33.635,-0.563
33.65,-0.579
33.665,-0.577
33.68,-0.504
33.694,-0.456
33.709,-0.494
33.724,-0.476
33.739,-0.335
33.753,-0.184
33.768,0.016
33.783,0.264
33.798,0.371
33.813,0.313
33.827,0.162
33.842,-0.002
33.857,-0.171
33.872,-0.287
33.886,-0.24
33.901,-0.231
33.916,-0.275
33.931,-0.308
33.946,-0.248
33.96,-0.177
33.975,-0.119
33.99,-0.027
34.005,0.046
34.019,0.233
34.034,0.459
34.049,0.484
34.064,0.522
34.079,0.538
34.093,0.593
34.108,0.577
34.123,0.561
34.138,0.41
34.152,0.274
34.167,0.169
34.182,0.042
34.196,-0.06
34.211,-0.164
34.226,-0.134
34.241,-0.159
34.255,0.318
34.403,0.41
34.417,0.674
34.432,0.796
34.447,1.406
34.462,1.292
34.476,1.589
34.491,1.495
34.506,1.195
34.521,0.761
34.535,0.285
34.55,-0.024
34.565,-0.247
34.579,-0.373
34.594,-0.473
34.609,-0.534
34.623,-0.582
34.638,-0.597
34.653,-0.573
34.668,-0.437
34.682,-0.198
34.697,0.455
34.712,1.569
34.726,2.338
34.741,2.163
34.756,1.623
34.77,0.865
34.785,0.678
34.8,0.282
34.814,0.015
34.829,-0.319
34.844,-0.394
34.859,-0.453
34.873,-0.535
34.888,-0.553
34.903,-0.565
34.917,-0.551
34.932,-0.535
34.947,-0.499
34.961,-0.437
34.976,-0.349
34.991,-0.248
35.005,-0.122
35.02,0.076
35.035,0.302
35.049,0.591
35.064,0.945
35.079,1.593
35.123,1.954
35.137,2.032
35.152,1.881
35.167,1.608
35.181,1.379
35.196,1.139
35.211,0.873
35.225,0.726
35.24,0.388
35.255,0.164
35.269,-0.03
35.284,-0.15
35.299,-0.288
35.313,-0.375
35.328,-0.426
35.342,-0.469
35.357,-0.465
35.372,-0.472
35.386,-0.447
35.401,-0.416
35.416,-0.31
35.43,-0.151
35.445,0.067
35.46,0.333
35.474,0.636
35.489,0.742
35.503,0.536
35.518,0.22
35.533,-0.035
35.547,-0.246
35.562,-0.367
35.577,-0.428
35.591,-0.401
35.606,-0.277
35.62,-0.168
35.635,-0.025
35.65,0.021
35.664,0.01
35.679,0.048
35.693,0.073
35.708,0.043
35.723,0.009
35.737,0.199
35.752,0.451
35.767,0.418
35.781,0.542
35.796,0.317
35.81,0.153
35.825,0.045
35.839,-0.038
35.854,-0.118
35.869,-0.177
35.883,-0.254
35.898,-0.305
35.912,-0.346
35.927,-0.342
35.942,-0.325
35.956,-0.28
35.971,-0.22
35.985,-0.105
36.0,0.001
36.015,0.151
36.029,0.379
36.044,0.671
36.058,0.97
36.073,1.179
36.087,1.375
36.102,1.553
36.117,1.872
36.131,1.839
36.146,1.745
36.16,1.546
36.175,1.279
36.189,0.845
36.204,0.564
36.219,0.321
36.233,0.123
36.248,-0.025
36.262,-0.155
36.277,-0.218
36.291,-0.288
36.306,-0.372
36.32,-0.453
36.335,-0.497
36.35,-0.525
36.364,-0.505
36.379,-0.495
36.393,-0.46
36.408,-0.374
36.422,-0.232
36.437,-0.076
36.451,-0.024
36.466,-0.104
36.48,-0.272
36.495,-0.433
36.51,-0.541
36.524,-0.623
36.539,-0.664
36.553,-0.684
36.568,-0.679
36.582,-0.673
36.597,-0.648
36.611,-0.533
36.626,-0.476
36.64,-0.375
36.655,-0.285
36.669,-0.103
36.684,0.2
36.698,0.552
36.713,0.91
36.727,0.82
36.742,0.585
36.756,0.174
36.771,-0.177
36.785,-0.383
36.8,-0.534
36.814,-0.633
36.829,-0.687
36.843,-0.716
36.858,-0.752
36.872,-0.721
36.887,-0.75
36.901,-0.736
36.916,-0.725
36.93,-0.71
36.945,-0.668
36.959,-0.653
36.974,-0.598
36.988,-0.463
37.003,-0.269
37.017,-0.047
37.032,0.162
37.046,0.48
37.061,0.613
37.075,0.499
37.09,0.224
37.104,0.072
37.119,-0.096
37.133,-0.28
37.148,-0.44
37.162,-0.536
37.177,-0.619
37.191,-0.672
37.206,-0.712
37.22,-0.732
37.235,0.407
37.278,0.737
37.292,0.805
37.307,0.614
37.321,0.541
37.336,0.409
37.35,0.304
37.365,0.201
37.379,0.023
37.394,-0.25
37.48,-0.638
37.495,-0.639
37.509,-0.563
37.524,-0.619
37.538,-0.582
37.552,-0.633
37.567,-0.612
37.581,-0.554
37.596,-0.464
37.61,-0.344
37.625,-0.195
37.639,0.027
37.654,0.301
37.668,0.393
37.682,0.361
37.697,0.291
37.711,0.045
37.726,-0.145
37.74,-0.251
37.755,-0.121
37.769,-0.047
37.783,0.076
37.798,0.028
37.812,0.192
37.827,0.142
37.841,0.227
37.856,0.419
37.87,0.623
37.884,0.704
37.899,0.885
37.913,1.032
37.928,0.909
37.942,0.458
37.956,0.068
37.971,-0.252
37.985,-0.452
38.0,-0.54
38.014,-0.575
38.028,-0.564
38.043,-0.491
38.057,-0.404
38.072,-0.251
38.086,-0.015
38.1,0.258
38.115,0.388
38.129,0.496
38.144,0.436
38.158,0.312
38.172,0.126
38.187,-0.083
38.201,-0.186
38.215,-0.249
38.23,-0.311
38.244,-0.343
38.259,-0.436
38.273,-0.489
38.287,-0.564
38.302,-0.574
38.316,-0.56
38.33,-0.493
38.345,-0.401
38.359,-0.249
38.374,-0.15
38.388,-0.087
38.402,-0.066
38.417,-0.105
38.431,-0.09
38.445,0.019
38.46,-0.103
38.474,-0.386
38.488,-0.474
38.503,-0.476
38.517,-0.536
38.531,-0.615
38.546,-0.652
38.56,-0.66
38.574,-0.666
38.589,-0.65
38.603,-0.622
38.618,-0.593
38.632,-0.578
38.646,-0.475
38.661,-0.295
38.675,-0.166
38.689,-0.181
38.704,-0.225
38.718,-0.101
38.732,-0.161
38.747,0.068
38.761,0.219
38.775,-0.075
38.79,-0.051
38.804,-0.079
38.818,-0.11
38.833,-0.152
38.847,-0.229
38.861,-0.329
38.876,-0.383
38.89,-0.422
38.904,-0.439
38.918,-0.45
38.933,-0.477
38.947,-0.506
38.961,-0.498
38.976,-0.383
38.99,-0.303
39.004,-0.282
39.019,-0.274
39.033,-0.31
39.047,-0.359
39.062,-0.417
39.076,-0.448
39.09,-0.542
39.104,-0.645
39.119,-0.597
39.133,-0.594
39.147,-0.596
39.162,-0.622
39.176,-0.611
39.19,-0.545
39.205,-0.464
39.219,-0.387
39.247,-0.278
39.262,-0.216
39.276,-0.155
39.305,-0.128
39.319,-0.152
39.333,-0.174
39.347,-0.241
39.362,-0.292
39.376,-0.3
39.39,-0.336
39.404,-0.33
39.419,-0.386
39.433,-0.393
39.447,-0.369
39.462,-0.33
39.476,-0.331
39.49,-0.274
39.504,-0.208
39.519,-0.089
39.533,-0.087
39.547,-0.045
39.561,0.1
39.576,0.194
39.59,0.214
39.604,0.306
39.618,0.623
39.633,0.652
39.647,0.426
39.661,0.411
39.676,0.62
39.69,0.6
39.704,0.38
39.718,0.008
39.732,-0.156
39.747,-0.276
39.761,-0.445
39.775,-0.571
39.789,-0.579
39.804,-0.599
39.818,-0.598
39.832,-0.634
39.846,-0.608
39.861,-0.521
39.875,-0.421
39.889,-0.301
39.903,-0.113
39.918,0.204
39.932,0.481
39.946,0.631
39.96,0.721
39.975,0.675
39.989,0.61
40.003,0.479
40.017,0.368
40.031,0.284
40.046,0.22
40.06,0.167
40.074,0.14
40.088,0.326
40.102,0.218
40.131,0.289
40.145,0.352
40.159,0.422
40.173,0.531
40.188,0.4
40.202,0.571
40.23,0.684
40.244,0.645
40.259,0.71
40.273,0.681
40.287,1.055
40.301,0.972
40.316,0.712
40.33,0.386
40.344,0.164
40.358,0.01
40.372,-0.191
40.386,-0.318
40.401,-0.31
40.415,-0.403
40.429,-0.448
40.443,-0.338
40.457,-0.179
40.472,-0.01
40.486,0.225
40.5,0.347
40.514,0.305
40.528,0.245
40.542,0.205
40.557,0.18
40.571,0.102
40.585,0.01
40.599,-0.003
40.613,0.01
40.627,0.095
40.642,0.207
40.656,0.459
40.67,1.076
40.684,1.661
40.698,2.276
40.712,2.524
40.727,1.143
40.741,0.736
40.755,0.372
40.769,0.076
40.783,-0.073
40.797,-0.264
40.811,-0.444
40.826,-0.509
40.84,-0.526
40.854,-0.589
40.868,-0.672
40.882,-0.651
40.896,-0.553
40.91,-0.525
40.925,-0.396
40.939,-0.232
40.953,0.008
40.967,-0.044
40.981,-0.173
40.995,-0.236
41.009,-0.334
41.024,-0.362
41.038,-0.383
41.052,-0.414
41.066,-0.413
41.08,-0.407
41.094,-0.39
41.108,-0.343
41.122,-0.255
41.137,-0.062
41.151,0.182
41.165,0.37
41.179,0.539
41.193,0.622
41.207,0.483
41.221,0.306
41.235,0.394
41.249,0.012
41.264,-0.209
41.278,-0.341
41.292,-0.411
41.306,-0.446
41.32,-0.482
41.334,-0.54
41.348,-0.534
41.362,-0.541
41.376,-0.484
41.39,-0.475
41.404,-0.479
41.419,-0.454
41.433,-0.462
41.447,-0.405
41.461,-0.358
41.475,-0.253
41.489,-0.114
41.503,0.117
41.517,0.325
41.531,0.414
41.545,0.279
41.56,0.22
41.574,0.543
41.588,0.35
41.602,0.156
41.616,-0.141
41.63,-0.231
41.658,-0.31
41.672,-0.367
41.686,-0.362
41.7,-0.33
41.714,-0.22
41.728,-0.112
41.742,0.039
41.757,0.164
41.771,0.43
41.785,0.626
41.799,0.638
41.813,0.26
41.827,0.212
41.855,0.183
41.869,0.133
41.897,0.017
41.925,-0.037
41.953,0.067
41.967,-0.112
41.981,-0.259
41.995,0.035
42.009,1.101
42.024,2.278
42.038,2.1
42.052,2.475
42.066,2.373
42.08,2.48
42.094,2.514
42.108,2.248
42.122,2.327
42.136,2.113
42.15,1.847
42.164,1.597
42.178,1.287
42.192,1.122
42.206,0.831
42.22,0.624
42.234,0.436
42.248,0.229
42.262,0.015
42.276,-0.091
42.29,-0.153
42.304,-0.211
42.318,-0.197
42.332,-0.25
42.346,-0.243
42.36,-0.245
42.374,-0.179
42.388,-0.115
42.402,-0.078
42.416,-0.058
42.43,-0.031
42.444,0.059
42.458,0.249
42.472,0.365
42.486,0.446
42.5,0.491
42.514,0.518
42.528,0.422
42.542,0.241
42.556,0.041
42.57,-0.122
42.584,-0.176
42.598,-0.209
42.612,-0.299
42.626,-0.451
42.64,-0.492
42.654,-0.513
42.668,-0.549
42.682,-0.539
42.696,-0.504
42.71,-0.461
42.724,-0.431
42.738,-0.345
42.752,-0.237
42.766,-0.153
42.78,-0.181
42.794,-0.047
42.808,0.124
42.822,0.203
42.836,0.351
42.85,0.304
42.864,0.069
42.878,-0.089
42.892,-0.202
42.906,-0.429
42.92,-0.542
42.934,-0.57
42.948,-0.587
42.962,-0.578
42.975,-0.561
42.989,-0.523
43.003,-0.461
43.017,-0.379
43.031,-0.251
43.045,-0.007
43.059,0.168
43.073,0.467
43.087,0.732
43.101,1.025
43.115,1.071
43.129,0.989
43.143,0.641
43.157,0.343
43.171,0.093
43.185,-0.119
43.199,-0.381
43.213,-0.588
43.226,-0.651
43.24,-0.688
43.254,-0.721
43.268,-0.73
43.282,-0.664
43.296,-0.504
43.727,-0.59
43.741,-0.555
43.755,-0.451
43.769,-0.292
43.783,0.077
43.797,0.301
43.811,0.25
43.825,0.011
43.839,-0.302
43.852,-0.581
43.866,-0.646
43.88,-0.802
43.894,-0.833
43.908,-0.858
43.922,-0.872
43.936,-0.828
43.95,-0.735
43.963,-0.599
43.977,-0.366
43.991,-0.183
44.005,-0.27
44.019,-0.422
44.033,-0.575
44.047,-0.74
44.061,-0.671
44.074,-0.657
44.088,-0.682
44.102,-0.632
44.116,-0.51
44.13,-0.446
44.144,-0.347
44.158,-0.369
44.171,-0.428
44.185,-0.413
44.199,-0.29
44.213,-0.044
44.227,0.106
44.241,0.351
44.255,0.763
44.268,0.848
44.282,0.427
44.296,0.181
44.31,0.183
44.324,0.05
44.338,-0.083
44.351,-0.379
44.365,-0.4
44.379,-0.44
44.393,-0.413
44.407,-0.397
44.421,-0.27
44.434,-0.188
44.448,-0.058
44.462,0.016
44.476,0.1
44.49,0.109
44.504,0.107
44.517,0.129
44.531,0.112
44.545,0.142
44.559,-0.002
44.573,-0.058
44.587,-0.11
44.6,-0.091
44.614,-0.011
44.628,0.11
44.642,0.387
44.656,0.428
44.669,0.343
44.683,0.122
44.697,0.084
44.711,0.004
44.725,-0.129
44.738,-0.118
44.752,-0.29
44.766,-0.38
44.78,-0.402
44.794,-0.361
44.807,-0.266
44.821,-0.334
44.835,-0.134
44.849,-0.061
44.863,0.035
44.876,0.04
44.89,0.004
44.904,-0.115
44.918,-0.248
44.932,-0.338
44.945,-0.468
44.959,-0.515
44.973,-0.549
44.987,-0.589
45.001,-0.574
45.014,-0.554
45.028,-0.539
45.042,-0.549
45.056,-0.366
45.069,-0.314
45.083,-0.154
45.097,-0.087
45.111,-0.051
45.125,0.124
45.138,-0.155
45.152,-0.071
45.166,-0.136
45.18,-0.135
45.193,-0.252
45.207,-0.362
45.221,-0.439
45.235,-0.544
45.248,-0.631
45.262,-0.689
45.276,-0.648
45.29,-0.646
45.303,-0.625
45.317,-0.575
45.331,-0.415
45.345,-0.327
45.358,-0.1
45.372,0.119
45.386,0.384
45.4,0.549
45.413,0.659
45.427,0.415
45.441,0.206
45.455,-0.104
45.468,-0.334
45.482,-0.451
45.496,-0.55
45.51,-0.543
45.523,-0.616
45.537,-0.47
45.551,-0.51
45.565,-0.467
45.578,-0.393
45.592,-0.513
45.633,-0.411
45.647,-0.333
45.661,-0.23
45.674,-0.089
45.688,0.172
45.702,0.543
45.716,0.925
45.729,0.802
45.743,0.549
45.757,0.459
45.771,0.339
45.784,0.341
45.798,0.287
45.812,0.118
45.825,0.083
45.839,-0.001
45.853,-0.036
45.867,-0.016
45.88,-0.006
45.894,0.101
45.908,0.17
45.921,0.462
45.935,0.67
45.949,0.688
45.963,0.636
45.976,0.619
45.99,0.603
46.004,0.561
46.017,0.469
46.031,0.412
46.045,0.366
46.058,0.4
46.072,0.586
46.086,0.561
46.099,0.308
46.113,-0.278
46.127,-0.441
46.14,-0.492
46.154,-0.561
46.168,-0.55
46.182,-0.603
46.195,-0.576
46.209,-0.563
46.223,-0.542
46.236,-0.546
46.25,-0.517
46.264,-0.525
46.277,-0.506
46.291,-0.487
46.305,-0.466
46.318,-0.411
46.332,-0.347
46.346,-0.238
46.359,-0.098
46.373,0.056
46.387,0.341
46.4,0.507
46.414,0.75
46.428,1.288
46.441,1.827
46.455,2.271
46.469,2.712
46.482,2.998
46.496,2.718
46.51,3.388
46.523,3.563
46.537,3.726
46.551,2.575
46.564,1.918
46.578,2.156
46.592,1.646
46.605,1.146
46.619,0.586
46.632,0.663
46.646,0.572
46.66,0.529
46.673,0.536
46.687,0.597
46.701,0.642
46.714,0.757
46.728,0.94
46.742,1.342
46.755,1.295
46.769,1.102
46.783,0.752
46.796,0.624
46.81,0.571
46.823,0.442
46.837,0.394
46.851,0.252
46.864,0.224
46.878,0.246
46.892,0.17
46.905,0.249
46.919,0.462
46.932,0.418
46.946,0.502
46.96,0.209
46.973,0.183
46.987,0.096
47.0,0.021
47.014,-0.057
47.028,-0.169
47.041,-0.246
47.055,-0.336
47.068,-0.369
47.082,-0.39
47.096,-0.421
47.109,-0.442
47.123,-0.429
47.137,-0.442
47.15,-0.404
47.164,-0.367
47.177,-0.368
47.191,-0.284
47.205,-0.127
47.218,-0.029
47.232,0.128
47.245,0.374
47.259,0.188
47.273,0.194
47.286,0.198
47.3,0.046
47.313,-0.241
47.327,-0.398
47.34,-0.494
47.354,-0.598
47.368,-0.587
47.381,-0.6
47.395,-0.569
47.408,-0.557
47.422,-0.506
47.436,-0.394
47.449,-0.129
47.463,0.092
47.476,0.447
47.49,0.427
47.503,0.498
47.517,0.691
47.531,0.556
47.544,0.429
47.558,0.257
47.571,0.057
47.585,-0.112
47.598,-0.287
47.612,-0.307
47.626,-0.277
47.639,-0.229
47.666,-0.069
47.68,-0.058
47.707,0.088
47.734,0.164
47.748,0.227
47.761,0.229
47.775,-0.06
47.788,-0.297
47.802,-0.235
47.815,-0.209
47.829,-0.091
47.842,0.094
47.856,-0.102
47.869,0.01
47.883,0.122
47.897,0.146
47.91,0.402
47.924,0.474
47.937,0.589
47.951,0.237
47.964,0.406
47.978,0.308
47.991,0.218
48.005,0.034
48.018,-0.149
48.032,-0.38
48.045,-0.536
48.086,-0.638
48.1,-0.69
48.113,-0.704
48.127,-0.667
48.14,-0.684
48.154,-0.671
48.167,-0.708
48.181,-0.657
48.194,-0.611
48.208,-0.588
48.221,-0.551
48.235,-0.488
48.248,-0.423
48.262,-0.244
48.275,-0.108
48.289,0.043
48.302,0.141
48.316,0.04
48.329,0.021
48.343,-0.145
48.356,-0.254
48.37,-0.23
48.383,-0.312
48.397,-0.422
48.41,-0.38
48.424,-0.345
48.437,-0.275
48.451,-0.302
48.464,-0.394
48.478,-0.413
48.491,-0.462
48.505,-0.492
48.518,0.106
48.653,0.224
48.666,-0.038
48.68,0.031
48.693,0.241
48.707,0.379
48.72,0.371
48.734,0.317
48.747,0.222
48.761,0.203
48.774,0.095
48.788,0.012
48.801,-0.167
48.815,-0.28
48.828,-0.365
48.842,-0.366
48.855,-0.397
48.869,-0.433
48.882,-0.46
48.895,-0.418
48.909,-0.449
48.922,-0.374
48.936,-0.347
48.949,-0.253
48.963,-0.176
48.976,-0.137
48.99,-0.169
49.003,-0.191
49.017,-0.225
49.03,-0.319
49.043,-0.474
49.057,-0.594
49.07,-0.618
49.084,-0.654
49.097,-0.666
49.111,-0.639
49.124,-0.615
49.138,-0.549
49.151,-0.476
49.164,-0.448
49.178,-0.324
49.191,-0.591
49.326,-0.52
49.339,-0.465
49.352,-0.557
49.366,-0.676
49.379,-0.663
49.393,-0.665
49.406,-0.57
49.419,-0.558
49.433,-0.483
49.446,-0.399
49.46,-0.211
49.554,-0.196
49.567,0.024
49.58,-0.003
49.594,-0.176
49.607,-0.352
49.621,-0.468
49.634,-0.545
49.647,-0.58
49.661,-0.5
49.688,-0.462
49.701,-0.417
49.728,-0.337
49.755,-0.294
49.781,-0.41
49.795,-0.278
49.808,-0.014
49.822,0.237
49.835,0.195
49.848,-0.13
49.875,-0.258
49.888,-0.33
49.902,-0.262
49.915,-0.241
49.929,-0.304
49.942,-0.185
49.955,-0.164
49.969,-0.08
49.982,-0.027
49.995,0.099
50.009,0.126
50.022,0.122
50.036,0.055
50.049,0.161
50.062,0.13
50.076,0.213
50.089,-0.002
50.102,-0.105
50.116,-0.312
50.129,-0.487
50.142,-0.522
50.156,-0.544
50.169,-0.492
50.183,-0.466
50.196,-0.403
50.223,-0.324
50.236,-0.211
50.249,-0.236
50.263,-0.157
50.276,-0.2
50.289,-0.072
50.303,-0.008
50.316,0.135
50.343,0.171
50.356,0.09
50.369,-0.132
50.383,-0.341
50.396,-0.501
50.409,-0.528
50.423,-0.57
50.436,-0.699
50.449,-0.789
50.463,-0.776
50.476,-0.772
50.489,-0.77
50.503,-0.781
50.516,-0.744
50.529,-0.725
50.543,-0.693
50.556,-0.663
50.569,-0.63
50.583,-0.591
50.596,-0.558
50.609,-0.433
50.623,-0.325
50.636,-0.269
50.649,-0.214
50.663,-0.159
50.676,0.017
50.689,0.277
50.703,0.487
50.716,0.626
50.729,0.536
50.743,0.455
50.756,0.958
50.769,0.542
50.782,0.15
50.796,0.019
50.809,0.084
50.822,0.023
50.836,-0.084
50.849,-0.165
50.862,-0.242
50.876,-0.328
50.889,-0.282
50.902,-0.251
50.915,-0.284
50.929,-0.29
50.942,-0.088
50.955,0.105
50.969,-0.012
50.982,-0.185
50.995,-0.382
51.009,-0.517
51.022,-0.574
51.035,-0.592
51.048,-0.587
51.062,-0.566
51.075,-0.53
51.088,-0.467
51.102,-0.359
51.115,-0.282
51.128,-0.172
51.141,0.126
51.155,0.362
51.168,0.387
51.181,0.444
51.195,0.491
51.208,0.151
51.221,-0.17
51.234,-0.312
51.248,-0.382
51.261,-0.316
51.274,-0.131
51.287,-0.041
51.301,0.044
51.314,0.402
51.327,0.356
51.34,0.733
51.354,0.558
51.367,0.833
51.38,1.086
51.393,1.794
51.407,1.861
51.42,1.996
51.433,2.549
51.447,2.432
51.46,2.452
51.473,2.294
51.486,2.138
51.5,1.626
51.513,0.93
51.526,0.327
51.539,-0.018
51.553,-0.286
51.566,-0.416
51.579,-0.522
51.592,-0.572
51.605,-0.564
51.619,-0.398
51.632,-0.245
51.645,0.122
51.658,0.422
51.672,0.549
51.685,0.479
51.698,0.29
51.711,0.098
51.725,-0.103
51.738,-0.041
51.751,-0.282
51.764,-0.528
51.778,-0.492
51.791,-0.519
51.804,-0.537
51.817,-0.528
51.83,-0.493
51.844,-0.452
51.857,-0.407
51.87,-0.414
51.883,-0.389
51.897,-0.411
51.91,-0.374
51.923,-0.321
51.936,-0.179
51.95,-0.029
51.976,0.127
51.989,0.145
52.002,0.033
52.016,-0.088
52.029,-0.271
52.042,-0.343
52.055,-0.261
52.068,-0.36
52.082,-0.408
52.095,-0.536
52.108,-0.598
52.121,-0.582
52.134,-0.599
52.148,-0.611
52.161,-0.565
52.174,-0.503
52.187,-0.407
52.2,-0.268
52.214,-0.122
52.227,-0.06
52.24,-0.019
52.253,-0.107
52.266,-0.164
52.28,-0.302
52.293,-0.203
52.306,-0.29
52.319,-0.271
52.332,-0.433
52.346,-0.392
52.359,-0.427
52.372,-0.44
52.385,-0.447
52.398,-0.364
52.411,-0.31
52.425,-0.254
52.438,-0.363
52.451,-0.276
52.464,-0.257
52.477,-0.236
52.491,-0.339
52.504,-0.154
52.517,-0.227
52.53,-0.148
52.543,-0.155
52.557,-0.133
52.57,-0.177
52.583,-0.115
52.596,-0.224
52.609,-0.558
52.622,-0.66
52.636,-0.644
52.649,-0.637
52.662,-0.563
52.675,-0.513
52.688,-0.467
52.701,-0.418
52.714,-0.315
52.728,-0.258
52.741,-0.152
52.754,-0.014
52.767,0.233
52.78,0.305
52.793,0.437
52.807,0.466
52.82,0.504
52.833,0.485
52.846,0.594
52.859,0.552
52.872,0.307
52.885,0.478
52.899,0.65
52.912,1.06
52.925,1.435
52.938,1.767
52.951,1.714
52.964,2.079
52.977,2.456
52.991,2.151
53.004,2.014
53.017,1.083
53.03,1.121
53.043,0.856
53.056,0.354
53.069,-0.027
53.083,0.053
53.096,-0.094
53.109,-0.181
53.122,-0.299
53.135,-0.231
53.148,-0.237
53.161,-0.138
53.174,-0.018
53.188,0.159
53.201,0.264
53.214,0.403
53.227,0.517
53.24,0.62
53.253,0.689
53.266,0.676
53.279,0.477
53.293,0.489
53.306,0.549
53.319,0.549
53.332,0.245
53.345,0.533
53.358,0.21
53.371,0.482
53.384,0.472
53.397,0.407
53.411,0.424
53.424,0.581
53.437,0.581
53.45,0.61
53.463,0.74
53.476,0.784
53.489,0.67
53.502,0.481
53.515,0.236
53.528,0.031
53.542,-0.122
53.555,-0.171
53.568,-0.242
53.581,-0.367
53.594,-0.458
53.607,-0.51
53.62,-0.556
53.633,-0.622
53.646,-0.634
53.659,-0.486
53.672,-0.428
53.686,-0.363
53.699,-0.321
53.712,-0.35
53.725,-0.286
53.738,-0.286
53.751,-0.283
53.764,-0.312
53.777,-0.266
53.79,-0.308
53.803,-0.274
53.816,-0.308
53.829,-0.317
53.843,-0.257
53.856,-0.111
53.869,-0.057
53.882,0.051
53.895,0.137
53.908,0.336
53.921,0.388
53.934,0.643
53.947,0.814
53.96,0.911
53.973,1.036
54.012,1.111
54.026,1.048
54.039,1.019
54.052,0.569
54.065,0.159
54.078,0.106
54.091,0.01
54.104,-0.018
54.117,0.02
54.13,0.063
54.143,0.132
54.156,0.23
54.169,0.367
54.182,0.429
54.195,0.391
54.208,0.37
54.221,0.314
54.26,0.237
54.274,0.112
54.287,0.128
54.3,-0.065
54.313,-0.044
54.326,-0.25
54.339,-0.444
54.352,-0.54
54.365,-0.521
54.378,-0.505
54.391,-0.473
54.404,-0.377
54.417,-0.253
54.43,-0.123
54.443,0.036
54.456,0.187
54.469,0.336
54.482,0.433
54.495,0.601
54.508,1.224
54.521,1.495
54.534,2.335
54.547,2.235
54.56,2.284
54.573,2.172
54.586,2.054
54.599,1.887
54.612,1.552
