Depth(m),NO3(ng/g)
583.4700000000017,37.68970247423054
583.4937000000017,23.58292180602065
583.5174000000017,21.080705904080315
583.5411000000016,25.563301029425038
583.5648000000016,21.5317366533318
583.5885000000015,20.43635035965826
583.6122000000015,22.634468293753
583.6359000000015,30.70864966694515
583.6596000000014,36.0026656068089
583.6833000000014,26.05410462233173
583.7070000000014,26.269162455308738
583.7307000000013,32.28432682083447
583.7544000000013,36.78968708311457
583.7781000000012,25.46032368074477
583.8018000000012,28.063099053652923
583.8255000000012,31.180500071417118
583.8729000000011,46.44327553709654
583.8966000000011,40.30287961939758
583.920300000001,38.152610917415046
583.967700000001,21.345085973912315
583.992000000001,24.166120783349424
584.017500000001,25.13645643662459
584.067900000001,41.15025186810412
584.0931000000011,50.31953140884717
584.1183000000011,56.880713517400785
584.1687000000012,41.656899600653624
584.1939000000012,32.813259350428474
584.2191000000013,22.060901390608517
584.2695000000014,29.01493356942891
584.2947000000014,32.047216341904026
584.3199000000014,33.29766820152276
584.3703000000015,31.504393107635654
584.3955000000016,30.861085231930684
584.4207000000016,38.05928307636989
584.4711000000017,28.5227371983783
584.4963000000017,19.815239270303934
584.5215000000018,14.603675269330173
584.5719000000018,26.5875298776586
584.5971000000019,26.39011661454944
584.6223000000019,32.91156571191969
584.672700000002,14.440310457749
584.697900000002,13.547732889863651
584.7231000000021,15.623649085422688
584.7735000000022,54.42552756501572
584.7987000000022,42.06863693333084
584.8239000000023,43.03882082878439
584.8743000000023,32.72468307420413
584.8995000000024,29.555300545074065
584.9250000000023,39.048463442371364
584.9761000000024,28.99113132696014
585.0008000000024,35.06239977387208
585.0255000000025,48.422463395470565
585.0749000000026,58.95942971527205
585.0996000000026,50.71881019257723
585.1243000000027,38.60219528874426
585.1737000000028,22.620631146211863
585.2231000000029,30.1988996315919
585.2478000000029,41.03942265849427
585.272500000003,36.84077086112475
585.297200000003,20.38005276102364
585.3219000000031,21.527554730505006
585.3466000000031,21.912514432765995
585.3713000000032,20.399200748788616
585.3960000000033,25.625361674993137
585.4207000000033,31.77867755628438
585.4454000000034,41.49410926376901
585.4701000000034,39.118916146686615
585.4948000000035,56.509770880150235
585.5195000000035,57.01764779632757
585.5442000000036,49.409630004766825
585.5689000000036,39.93438128479329
585.5936000000037,40.97565967268458
585.6183000000037,53.081720429931195
585.6430000000038,57.689835103589694
585.6677000000038,59.07461831159265
585.6924000000039,36.283685369581804
585.7171000000039,25.880444402279004
585.741800000004,21.150842673765403
585.766500000004,16.841240946321065
585.7912000000041,31.46285232148267
585.8159000000041,42.69767805704914
585.8406000000042,46.682998121960566
585.8653000000043,38.74044668067538
585.8900000000043,34.10682532083814
585.9147000000044,31.303086332844817
585.9410000000044,19.00439045113538
585.9653000000044,26.640695482080357
585.9887000000044,39.614589178660516
586.0121000000045,46.401467707314936
586.0355000000045,40.28147001799407
586.0589000000045,36.504312080806045
586.0823000000046,32.97031013978568
586.1057000000046,38.29083338096079
586.1291000000047,28.756084182581052
586.1525000000047,23.643286675663806
586.1759000000047,24.09326909661729
586.1993000000048,28.608288062652097
586.2227000000048,32.65795178728276
586.2461000000048,36.08639161661954
586.2695000000049,38.716367926774126
586.2929000000049,39.97565628923884
586.316300000005,34.857534015423425
586.339700000005,32.74909728746208
586.363100000005,17.012196811835675
586.3865000000051,12.780284152636249
586.4099000000051,21.81645538280275
586.4333000000051,24.511642162972507
586.4567000000052,19.027983429333887
586.4801000000052,26.206224390335105
586.5035000000053,28.125324757158683
586.5269000000053,30.317441806526233
586.5503000000053,25.989671876839466
586.5737000000054,27.090414073498692
586.5971000000054,30.134064005505117
586.6205000000054,29.328132159976832
586.6439000000055,18.10749614430474
586.6673000000055,17.507496916651903
586.6907000000056,20.73175319029744
586.7141000000056,19.64573003638596
586.7375000000056,13.364357339512237
586.7609000000057,9.550773750021218
586.7843000000057,21.051808343493562
586.8077000000058,19.86119318026635
586.8311000000058,21.877561926220316
586.8545000000058,22.42347019728098
586.8779000000059,26.13401215061974
586.9013000000059,21.951229028651394
586.9247000000059,31.18950123375142
586.949000000006,30.60544320715106
586.973800000006,28.824090589634675
586.998100000006,28.54821627297316
587.0224000000061,39.4928366144544
587.0467000000061,38.678276231090436
587.0710000000062,42.74500211351162
587.0953000000062,37.41428620355241
587.1196000000062,32.89166840570702
587.1439000000063,30.7790340037065
587.1682000000063,26.482544986769565
587.1925000000064,22.29241513374972
587.2168000000064,22.68150784628952
587.2411000000064,20.24091647412739
587.2654000000065,30.71339358559318
587.2897000000065,31.678718007299732
587.3140000000066,30.443352250776172
587.3383000000066,36.72859821044863
587.3626000000066,26.073656464359647
587.3869000000067,19.940095176616914
587.4112000000067,12.396495515881485
587.4355000000068,16.163377721027537
587.4598000000068,16.86261366899029
587.4841000000068,16.313638036658215
587.5084000000069,20.102437964818247
587.5327000000069,19.77409908877542
587.557000000007,26.29637744746027
