Depth_m,nh4
288.436,0.101
288.676,0.089
288.687,0.192
288.698,0.397
288.709,0.398
288.72,0.602
288.731,0.908
288.742,1.317
288.753,1.623
288.764,2.031
288.775,2.234
288.786,2.13
288.797,1.924
288.808,1.514
288.819,0.797
289.081,0.007
289.092,0.204
289.103,0.606
289.114,0.905
289.125,1.206
289.136,1.508
289.147,1.402
289.158,1.297
289.169,1.093
289.18,0.992
289.191,0.993
289.201,0.893
289.212,0.69
289.223,0.488
289.234,0.387
289.245,0.184
289.398,0.141
289.409,0.044
289.42,0.252
289.431,0.254
289.442,0.254
289.453,0.663
289.464,1.173
289.475,1.786
289.486,1.99
289.497,1.99
289.508,1.786
289.519,1.683
289.53,1.069
289.541,0.66
289.552,0.353
289.562,0.147
289.77,0.211
289.781,0.721
289.792,1.129
289.803,1.741
289.814,1.946
289.825,1.946
289.836,2.152
289.847,2.359
289.858,2.669
289.869,2.674
289.88,2.271
289.891,1.358
289.902,0.445
289.989,0.473
290.0,0.882
290.011,1.7
290.022,2.006
290.033,2.516
290.044,3.23
290.055,3.944
290.066,4.452
290.077,4.449
290.088,3.526
290.099,1.887
290.11,0.453
290.197,0.136
290.208,0.238
290.219,0.747
290.23,1.359
290.241,1.459
290.252,1.559
290.263,1.353
290.274,1.044
290.285,0.736
290.296,0.326
290.306,0.019
290.317,0.018
290.646,0.05
290.657,1.076
290.668,1.797
290.678,0.779
290.755,0.265
290.766,0.459
290.777,0.958
290.788,1.354
290.799,1.547
290.81,1.744
290.821,2.353
290.832,2.658
290.843,3.168
290.854,3.167
290.864,3.066
290.875,2.555
290.886,1.841
290.897,0.819
290.908,0.104
290.996,0.406
291.007,0.816
291.018,1.124
291.029,1.43
291.04,1.735
291.05,2.756
291.061,2.958
291.072,2.853
291.083,2.645
291.094,2.539
291.105,2.127
291.116,1.816
291.127,1.608
291.138,0.99
291.149,0.373
291.236,0.067
291.247,0.171
291.258,0.274
291.269,0.173
291.554,0.008
291.696,0.102
291.707,0.206
291.718,0.514
291.729,0.618
291.74,0.721
291.751,1.028
292.09,0.824
292.101,0.926
292.112,1.437
292.123,1.948
292.134,2.663
292.145,2.97
292.155,3.278
292.166,3.178
292.177,3.079
292.188,2.47
292.199,2.169
292.21,1.357
292.221,0.239
292.396,0.042
292.429,0.032
292.626,0.201
292.637,0.714
292.648,1.123
292.659,1.532
292.67,1.736
292.681,1.633
292.692,1.631
292.703,1.323
292.714,0.912
292.724,0.4
292.812,0.292
292.823,0.7
292.834,1.006
292.845,1.108
292.856,1.006
292.867,0.904
292.878,0.496
292.889,0.087
293.107,0.169
293.118,0.177
293.129,0.39
293.14,0.196
293.151,0.104
293.162,0.01
293.25,0.215
293.261,0.214
293.271,0.214
293.282,0.316
293.293,0.111
293.304,0.112
293.315,0.011
293.578,0.239
293.589,0.547
293.6,0.446
293.611,0.447
293.622,0.346
293.633,0.347
293.643,0.143
293.654,0.143
293.665,0.041
293.775,0.439
293.786,0.847
293.797,1.665
293.808,2.484
293.819,3.508
293.829,4.431
293.84,5.15
293.851,5.052
293.862,4.034
293.873,2.404
293.884,0.672
293.994,0.211
294.005,0.209
294.015,0.309
294.026,0.308
294.037,0.306
294.048,0.1
294.125,0.02
294.136,0.13
294.147,0.444
294.158,0.758
294.169,0.764
294.18,1.076
294.191,1.59
294.201,1.796
294.212,1.694
294.223,1.487
294.234,1.176
294.245,0.559
294.409,0.049
294.42,0.048
294.431,0.047
294.694,0.042
295.033,0.306
295.044,0.715
295.055,0.92
295.066,0.921
295.077,0.717
295.088,0.616
295.099,0.719
295.11,0.823
295.121,1.233
295.131,1.235
295.142,1.236
295.153,1.237
295.164,1.033
295.175,0.522
295.186,0.011
295.547,0.149
295.558,0.459
295.569,0.565
295.58,0.877
295.591,1.086
295.602,1.294
295.613,1.706
295.624,2.322
295.635,2.835
295.646,3.449
295.657,3.653
295.668,3.754
295.678,3.751
295.689,3.339
295.7,2.723
295.711,1.8
295.722,0.98
295.733,0.672
295.744,0.467
295.755,0.57
295.766,0.674
295.777,0.881
295.788,0.986
295.799,1.193
295.81,1.197
295.821,0.996
295.832,0.488
295.843,0.082
295.941,0.092
295.952,0.295
295.963,0.397
295.974,0.499
295.985,0.397
295.996,0.5
296.007,0.704
296.018,0.805
296.029,1.109
296.04,1.209
296.05,1.206
296.061,0.898
296.072,0.488
296.422,0.105
296.433,0.31
296.444,0.72
296.455,1.13
296.466,1.437
296.477,1.54
296.488,1.337
296.499,0.929
296.51,0.522
296.521,0.114
296.685,0.081
296.696,0.184
296.707,0.186
296.718,0.392
296.729,0.497
296.74,0.399
296.751,0.504
296.762,0.609
296.773,0.715
296.783,0.82
296.794,0.822
296.805,0.72
296.816,0.413
296.827,0.105
296.915,0.206
296.926,0.619
296.937,1.238
296.948,1.858
296.959,2.274
296.969,2.381
296.98,2.386
296.991,1.98
297.002,1.369
297.013,0.858
297.024,0.449
297.035,0.243
297.046,0.139
297.057,0.035
297.188,0.037
297.199,0.24
297.21,0.136
297.221,0.031
297.232,0.028
297.309,0.019
297.32,0.121
297.331,0.122
297.342,0.123
297.352,0.226
297.363,0.33
297.374,0.433
297.385,0.332
297.396,0.333
297.407,0.538
297.418,0.641
297.429,0.744
297.44,0.745
297.451,0.744
297.462,0.948
297.473,0.947
297.484,0.945
297.495,0.841
297.506,0.533
297.517,0.328
297.527,0.021
297.571,0.025
297.582,0.128
297.593,0.435
297.604,0.742
297.615,0.843
297.626,0.842
297.637,0.841
297.648,0.737
297.659,0.428
297.67,0.222
297.681,0.016
297.889,0.049
297.9,0.357
297.91,0.256
297.921,0.257
298.184,0.03
298.195,0.03
298.206,0.542
298.217,0.952
298.228,1.463
298.239,1.566
298.25,1.464
298.261,1.056
298.271,0.442
298.425,0.151
298.436,0.262
298.447,0.681
298.457,0.895
298.468,1.006
298.479,1.117
298.49,1.021
298.501,0.72
298.512,0.315
298.665,0.044
298.676,0.453
298.687,0.555
298.698,0.555
298.709,0.556
298.72,0.456
298.731,0.254
298.742,0.257
298.753,0.26
298.764,0.468
298.775,0.88
298.786,1.497
298.797,1.91
298.808,2.221
298.819,1.918
298.829,1.411
298.84,0.903
298.851,0.394
298.862,0.088
299.125,0.075
299.136,0.172
299.147,0.166
299.158,0.162
299.169,0.26
299.18,0.156
299.191,0.053
299.289,0.481
299.3,0.579
299.311,0.473
299.322,0.365
299.333,0.463
299.344,0.663
299.355,1.477
299.366,1.169
299.584,0.175
299.595,0.484
299.606,0.895
299.617,0.998
299.628,1.101
299.639,1.0
299.65,0.797
299.661,0.593
299.672,0.287
299.792,0.112
299.803,0.317
299.814,0.418
299.825,0.417
299.836,0.416
299.847,0.314
299.858,0.007
299.924,0.214
300.0,0.214
300.011,0.418
300.022,0.826
300.033,1.235
300.044,1.338
300.055,1.542
300.066,1.644
300.077,1.44
300.088,1.133
300.099,0.825
300.11,0.21
300.252,0.027
300.263,0.029
300.274,0.236
300.285,0.442
300.296,0.547
300.306,0.653
300.317,0.451
300.328,0.25
300.427,0.176
300.438,0.384
300.449,0.695
300.46,0.903
300.471,0.907
300.482,0.705
300.492,0.81
300.503,0.402
300.514,0.095
300.689,0.408
300.7,0.51
300.711,0.715
300.722,0.818
300.733,0.819
300.744,0.719
300.755,0.413
300.766,0.312
300.777,0.209
300.788,0.004
300.919,0.268
300.93,0.472
300.941,0.779
300.952,1.086
300.963,1.086
300.974,0.881
300.985,0.573
300.996,0.163
301.116,0.073
301.127,0.786
301.138,1.09
301.149,1.291
301.16,1.594
301.171,1.795
301.182,1.588
301.193,1.277
301.204,0.66
301.215,0.145
301.685,0.098
301.696,0.199
301.707,0.197
301.718,0.298
301.729,0.399
301.74,0.091
301.751,0.089
301.882,0.075
301.893,0.584
301.904,0.889
301.915,1.296
301.926,1.805
301.937,2.109
301.948,1.902
301.959,1.592
301.97,0.976
301.98,0.464
301.991,0.055
302.068,0.467
302.079,0.98
302.09,1.595
302.101,2.109
302.112,2.112
302.123,2.115
302.134,2.015
302.145,1.608
302.155,1.1
302.166,0.285
302.32,0.069
302.331,0.273
302.341,0.17
302.549,0.07
302.56,0.275
302.571,0.377
302.582,0.582
302.593,0.582
302.604,0.685
302.615,0.686
302.626,0.687
302.637,0.483
302.648,0.075
302.746,0.269
302.757,0.265
302.768,0.261
302.779,0.055
302.79,0.054
302.801,0.055
302.812,0.16
302.823,0.163
302.834,0.268
302.845,0.679
302.856,0.476
303.25,0.226
303.261,0.635
303.272,1.145
303.282,1.552
303.293,1.857
303.304,2.162
303.315,2.261
303.326,2.361
303.337,2.971
303.348,3.683
303.359,4.396
303.37,4.495
303.381,3.879
303.392,2.445
303.403,0.91
303.512,0.007
303.523,0.316
303.534,0.624
303.545,0.829
303.556,1.137
303.567,1.445
303.578,1.649
303.589,1.751
303.6,1.648
303.611,1.134
303.622,0.519
303.709,0.008
303.72,0.522
303.731,0.626
303.742,0.526
303.753,0.527
303.764,0.323
303.775,0.323
303.786,0.119
303.862,0.112
303.873,0.42
303.884,0.728
303.895,1.038
303.906,1.144
303.917,1.149
303.928,1.359
303.939,1.568
303.95,1.571
303.961,1.369
303.972,1.268
303.983,1.064
303.994,1.064
304.005,0.756
304.015,0.448
304.026,0.241
304.037,0.034
304.07,0.126
304.081,0.224
304.092,0.22
304.103,0.115
304.114,0.112
304.125,0.315
304.136,0.212
304.147,0.315
304.158,0.316
304.169,0.726
304.18,0.931
304.191,1.443
304.201,1.852
304.212,2.056
304.223,2.362
304.234,2.565
304.245,2.461
304.256,1.948
304.267,1.23
304.278,0.511
304.42,0.499
304.431,0.5
304.442,0.5
304.453,0.705
304.464,0.707
304.475,0.708
304.486,0.505
304.497,0.404
304.508,0.303
304.519,0.202
304.53,0.203
304.541,0.102
304.705,0.191
304.716,0.497
304.727,0.906
304.738,1.214
304.748,1.419
304.759,1.418
304.77,1.213
304.781,0.801
304.792,0.185
305.0,0.005
305.011,0.105
305.022,0.102
305.23,0.17
305.241,0.374
305.252,0.474
305.263,0.369
305.274,0.264
305.285,0.058
305.46,0.037
305.514,0.138
305.525,0.343
305.536,0.855
305.547,1.367
305.558,1.982
305.569,2.289
305.58,2.085
305.591,1.472
305.602,0.755
305.613,0.141
305.733,0.023
305.744,0.124
305.755,0.327
305.766,0.427
305.777,0.528
305.788,0.628
305.799,0.728
305.81,0.931
305.821,0.929
305.832,0.722
305.843,0.515
305.854,0.512
305.864,0.713
305.875,1.118
305.886,1.217
305.897,1.316
305.908,1.007
305.919,0.698
305.93,0.39
305.941,0.082
305.963,0.08
305.974,0.181
306.171,0.079
306.182,0.287
306.193,0.393
306.204,0.399
306.215,0.303
306.226,0.31
306.236,0.112
306.455,0.232
306.466,0.44
306.477,0.647
306.488,0.751
306.499,0.649
306.51,0.24
306.685,0.042
306.696,0.144
306.707,0.144
306.718,0.042
306.893,0.169
306.904,0.474
306.915,0.677
306.926,0.778
306.937,0.777
306.948,0.572
306.959,0.265
307.068,0.191
307.079,0.4
307.09,0.609
307.101,0.715
307.112,0.616
307.123,0.617
307.134,0.412
307.145,0.308
307.156,0.101
307.462,0.149
307.473,0.454
307.484,0.76
307.495,0.965
307.506,1.068
307.517,1.377
307.527,1.686
307.538,1.995
307.549,2.1
307.56,2.102
307.571,1.898
307.582,1.694
307.593,1.387
307.604,1.181
307.615,0.873
307.626,0.461
307.637,0.049
307.79,0.031
307.801,0.44
307.812,0.745
307.823,1.05
307.834,1.252
307.845,1.248
307.856,1.245
307.867,1.036
307.878,0.929
307.889,0.823
307.9,0.614
307.91,0.405
307.921,0.095
308.042,0.195
308.053,0.298
308.064,0.298
308.075,0.401
308.086,0.298
308.096,0.297
308.107,0.296
308.118,0.396
308.129,0.393
308.14,0.39
308.151,0.386
308.162,0.485
308.173,0.584
308.184,0.684
308.195,0.989
308.206,1.294
308.217,1.294
308.228,1.294
308.239,0.783
308.25,0.272
308.37,0.073
308.381,0.177
308.392,0.28
308.403,0.383
308.414,0.587
308.425,0.689
308.436,0.791
308.447,0.893
308.457,0.689
308.468,0.485
308.479,0.281
308.49,0.077
308.578,0.069
308.589,0.27
308.6,0.368
308.611,0.569
308.622,0.669
308.633,0.77
308.643,0.873
308.654,0.772
308.665,0.571
308.676,0.267
308.819,0.169
308.829,0.373
308.84,0.678
308.851,0.779
308.862,0.676
308.873,0.469
308.884,0.467
308.895,0.567
308.906,0.667
308.917,0.767
308.928,0.766
308.939,0.766
308.95,0.765
308.961,0.765
308.972,0.867
308.983,0.867
308.994,0.766
309.005,0.562
309.015,0.358
309.026,0.051
309.059,0.051
309.07,0.154
309.081,0.155
309.092,0.053
309.377,0.065
309.387,0.065
309.552,0.269
309.562,0.371
309.573,0.371
309.584,0.473
309.595,0.473
309.606,0.474
309.617,0.475
309.628,0.476
309.639,0.58
309.65,0.582
309.661,0.686
309.672,0.585
309.683,0.382
309.825,0.069
309.836,0.277
309.847,0.383
309.858,0.488
309.869,0.593
309.88,0.8
309.891,1.108
309.902,1.417
309.913,1.519
309.924,1.621
309.935,1.621
309.945,1.619
309.956,1.616
309.967,1.511
309.978,1.099
309.989,0.585
310.0,0.07
310.099,0.363
310.11,0.669
310.121,0.974
310.131,1.279
310.142,1.585
310.153,1.686
310.164,1.685
310.175,1.583
310.186,1.173
310.197,0.662
310.208,0.254
310.274,0.066
310.285,0.173
310.296,0.177
310.307,0.181
310.35,0.192
310.361,0.399
310.372,0.501
310.383,0.399
310.394,0.193
310.503,0.057
310.514,0.053
310.525,0.051
310.536,0.152
310.547,0.358
310.558,0.666
310.569,0.976
310.58,1.081
310.591,1.084
310.602,1.085
310.613,1.188
310.624,1.186
310.635,1.286
310.646,1.178
310.657,0.967
310.668,0.651
310.678,0.233
310.854,0.125
310.864,0.434
310.875,0.642
310.886,0.747
310.897,0.749
310.908,0.547
310.919,0.344
310.93,0.142
310.996,0.154
311.007,0.461
311.018,0.664
311.029,0.664
311.04,0.561
311.05,0.357
311.061,0.255
311.072,0.256
311.083,0.359
311.094,0.463
311.105,0.465
311.116,0.467
311.127,0.265
311.269,0.251
311.28,0.758
311.291,1.267
311.302,1.675
311.313,2.083
311.324,2.493
311.335,2.698
311.346,2.597
311.357,1.986
311.368,0.966
311.379,0.253
311.455,0.153
311.466,0.252
311.477,0.249
311.488,0.245
311.499,0.139
311.576,0.013
311.587,0.319
311.598,0.626
311.608,0.833
311.619,0.937
311.63,0.94
311.641,0.943
311.652,0.844
311.663,0.744
311.674,0.746
311.685,0.644
311.696,0.441
311.707,0.237
312.462,0.047
312.473,0.252
312.484,0.558
312.495,0.658
312.506,0.758
312.517,0.551
312.528,0.242
312.735,0.165
312.746,0.271
312.757,0.48
312.768,0.586
312.779,0.691
312.79,0.794
312.801,0.794
312.812,0.692
312.823,0.486
312.834,0.177
312.878,0.066
312.888,0.27
312.899,0.372
312.91,0.374
312.921,0.171
313.085,0.093
313.096,0.092
313.107,0.091
313.151,0.082
313.162,0.079
313.173,0.075
313.184,0.07
313.206,0.061
313.217,0.159
313.228,0.361
313.239,0.768
313.25,1.074
313.261,1.484
313.271,1.69
313.282,1.692
313.293,1.49
313.304,1.083
313.315,0.471
313.381,0.383
313.392,0.896
313.403,1.51
313.414,2.329
313.425,3.044
313.436,3.963
313.447,4.472
313.457,4.471
313.468,3.755
313.479,2.528
313.49,1.301
313.501,0.483
313.972,0.283
313.983,0.689
313.994,1.096
314.005,1.604
314.015,2.011
314.026,2.317
314.037,2.214
314.048,1.805
314.059,1.294
314.07,0.784
314.081,0.275
314.212,0.167
314.223,0.268
314.234,0.267
314.245,0.268
314.256,0.372
314.267,0.579
314.278,0.888
314.289,0.992
314.3,1.095
314.311,1.3
314.322,1.299
314.333,1.299
314.344,1.196
314.355,1.094
314.366,0.787
314.377,0.277
314.464,0.185
314.475,0.391
314.486,0.494
314.497,0.598
314.508,0.702
314.519,0.805
314.53,0.703
314.541,0.498
314.552,0.294
314.967,0.11
314.978,0.21
314.989,0.413
315.0,0.515
315.011,0.515
315.022,0.312
315.23,0.093
315.241,0.196
315.252,0.197
315.263,0.096
315.492,0.179
315.613,0.293
315.624,0.498
315.635,0.701
315.646,0.7
315.657,0.596
315.668,0.391
315.678,0.185
315.854,0.278
315.864,0.381
315.875,0.587
315.886,0.689
315.897,0.893
315.908,1.097
315.919,1.402
315.93,1.811
315.941,2.116
315.952,2.115
315.963,1.909
315.974,1.601
315.985,0.988
315.996,0.375
316.16,0.001
316.171,0.41
316.182,0.719
316.193,1.439
316.204,1.547
316.215,1.554
316.226,1.154
316.236,0.549
316.357,0.055
316.368,0.36
316.379,0.767
316.39,1.378
316.401,2.089
316.411,2.698
316.422,2.794
316.433,3.095
316.444,3.703
316.455,4.925
316.466,5.944
316.477,6.862
316.488,7.474
316.499,7.168
316.51,5.737
316.521,3.591
316.532,1.752
316.543,0.424
316.838,0.001
316.849,0.101
316.86,0.098
316.871,0.299
316.882,0.502
316.893,1.011
316.904,1.419
316.915,1.93
316.926,2.135
316.937,2.034
316.948,1.83
316.959,1.423
316.97,1.119
316.98,0.814
316.991,0.408
317.002,0.002
317.188,0.196
317.199,0.195
317.21,0.194
317.221,0.194
317.232,0.091
317.429,0.056
317.44,0.361
317.451,0.462
317.462,0.563
317.473,0.664
317.484,0.561
317.495,0.356
317.506,0.049
317.604,0.036
317.615,0.138
317.626,0.241
317.637,0.344
317.648,0.548
317.659,0.65
317.67,0.853
317.681,1.157
317.692,1.359
317.703,1.662
317.713,1.659
317.724,1.35
317.735,0.734
317.746,0.322
317.954,0.211
317.965,0.516
317.976,0.718
317.987,0.818
317.998,0.611
318.009,0.301
318.195,0.173
318.206,0.583
318.217,0.991
318.228,1.195
318.239,1.196
318.25,0.788
318.261,0.378
318.37,0.056
318.381,0.262
318.392,0.468
318.403,0.572
318.414,0.676
318.425,0.676
318.436,0.675
318.447,0.57
318.457,0.567
318.468,0.563
318.479,0.561
318.49,0.458
318.501,0.151
318.643,0.056
318.654,0.162
318.665,0.166
318.676,0.273
318.687,0.382
318.698,0.491
318.709,0.292
318.884,0.091
318.895,0.29
318.906,0.387
318.917,0.176
319.136,0.468
319.147,1.085
319.158,1.499
319.169,1.606
319.18,1.407
319.19,1.108
319.201,0.708
319.212,0.312
319.223,0.019
319.376,0.057
319.387,0.361
319.398,0.665
319.409,0.765
319.42,0.763
319.431,0.454
319.442,0.146
319.497,0.144
319.508,0.247
319.519,0.348
319.53,0.653
319.541,1.06
319.552,1.569
319.562,1.872
319.573,1.972
319.584,1.97
319.595,1.663
319.606,1.254
319.617,0.743
319.628,0.335
319.781,0.263
319.792,0.669
319.803,1.076
319.814,1.381
319.825,1.788
319.836,2.093
319.847,2.397
319.858,2.292
319.869,1.778
319.88,0.957
319.891,0.239
320.033,0.543
320.044,0.748
320.055,1.055
320.066,1.36
320.077,1.868
320.088,2.171
320.099,2.268
320.11,2.264
320.12,1.85
320.131,1.334
320.142,0.818
320.153,0.304
320.23,0.201
320.241,0.203
320.252,0.103
320.263,0.104
320.317,0.099
320.328,0.197
320.339,0.091
320.46,0.096
320.471,0.509
320.482,0.922
320.492,1.029
320.503,1.032
320.514,1.034
320.525,1.238
320.536,1.44
320.547,1.434
320.558,1.12
320.569,0.396
320.733,0.051
320.744,0.459
320.755,0.866
320.766,1.172
320.777,1.272
320.788,1.269
320.799,1.266
320.81,1.263
320.821,1.465
320.832,1.564
320.843,1.765
320.853,1.763
320.864,1.453
320.875,0.837
320.886,0.221
321.116,0.024
321.127,0.125
321.138,0.328
321.149,0.326
321.16,0.426
321.171,0.425
321.182,0.423
321.193,0.321
321.258,0.334
321.269,0.848
321.28,1.157
321.291,1.056
321.302,0.547
321.685,0.319
321.696,0.93
321.707,1.542
321.718,2.053
321.729,2.769
321.74,3.282
321.751,3.691
321.762,3.897
321.773,3.489
321.784,2.367
321.794,1.039
321.937,0.023
321.948,0.126
321.959,0.126
321.97,0.127
321.98,0.129
321.991,0.029
322.002,0.031
322.079,0.037
322.09,0.037
322.21,0.091
322.221,0.189
322.232,0.288
322.243,0.287
322.254,0.186
322.265,0.187
322.276,0.086
322.341,0.086
322.352,0.392
322.363,0.802
322.374,1.008
322.385,1.113
322.396,1.015
322.407,0.61
322.418,0.204
322.429,0.002
322.473,0.005
322.637,0.103
322.648,0.209
322.659,0.419
322.67,0.629
322.681,0.838
322.692,1.048
322.703,1.052
322.713,0.85
322.724,0.748
322.735,0.441
322.746,0.235
322.757,0.131
322.768,0.028
322.856,0.241
322.867,0.756
322.878,1.169
322.889,1.275
322.899,1.38
322.91,1.383
322.921,1.384
322.932,1.077
322.943,0.769
322.954,0.256
323.053,0.045
323.064,0.353
323.075,0.559
323.085,0.766
323.096,1.074
323.107,1.281
323.118,1.487
323.129,1.488
323.14,1.284
323.151,0.873
323.162,0.257
323.293,0.237
323.304,0.746
323.315,1.36
323.326,2.283
323.337,3.001
323.348,3.412
323.359,3.309
323.37,2.797
323.381,2.08
323.392,1.26
323.403,0.441
323.501,0.012
323.512,0.319
323.523,0.627
323.534,0.936
323.545,1.144
323.556,1.66
323.567,1.766
323.578,1.669
323.589,1.264
323.6,0.962
323.611,0.864
323.622,0.869
323.633,0.669
323.643,0.571
323.654,0.37
323.665,0.271
323.676,0.272
323.687,0.067
324.18,0.151
324.191,0.354
324.202,0.455
324.212,0.25
324.398,0.01
324.409,0.21
324.42,0.31
324.431,0.309
324.442,0.106
324.453,0.008
324.716,0.165
324.727,0.373
324.738,0.58
324.748,0.583
324.759,0.381
324.858,0.07
324.869,0.58
324.88,1.089
324.891,1.598
324.902,1.903
324.913,2.208
324.924,2.308
324.934,2.408
324.945,2.406
324.956,2.405
324.967,1.892
324.978,1.176
324.989,0.255
325.077,0.165
325.088,0.269
325.099,0.272
325.11,0.07
325.153,0.072
325.164,0.071
325.175,0.07
325.186,0.069
325.208,0.068
325.219,0.068
325.482,0.081
325.492,0.285
325.503,0.183
325.514,0.081
325.613,0.093
325.624,0.199
325.635,0.408
325.646,0.514
325.657,0.62
325.668,0.726
325.678,0.831
325.689,0.73
325.7,0.526
325.711,0.423
325.722,0.32
325.733,0.42
325.744,0.317
325.755,0.111
325.886,0.218
325.897,0.729
325.908,1.341
325.919,1.952
325.93,2.664
325.941,3.58
325.952,4.598
325.963,5.514
325.974,6.328
325.985,7.143
325.996,7.55
326.007,7.242
326.018,5.811
326.029,3.665
326.04,1.725
326.05,0.603
326.061,0.197
326.072,0.1
326.083,0.105
326.094,0.214
326.105,0.219
326.116,0.019
326.16,0.022
326.171,0.327
326.182,0.428
326.193,0.529
326.204,0.425
326.215,0.323
326.226,0.119
326.762,0.019
326.783,0.015
326.794,0.217
326.805,0.418
326.816,0.925
326.827,1.432
326.838,2.04
326.849,2.239
326.86,2.131
326.871,1.819
326.882,1.303
326.893,0.89
326.904,0.683
326.915,0.477
326.926,0.374
326.937,0.067
327.134,0.295
327.145,0.797
327.156,1.303
327.166,1.607
327.177,1.605
327.188,1.503
327.199,1.095
327.21,0.584
327.396,0.011
327.407,0.112
327.418,0.213
327.429,0.212
327.44,0.11
327.593,0.117
327.604,0.321
327.615,0.421
327.626,0.419
327.637,0.214
327.648,0.316
327.659,0.317
327.67,0.525
327.681,0.53
327.692,0.536
327.703,0.645
327.714,0.755
327.724,0.762
327.735,0.77
327.746,0.776
327.757,0.68
327.768,0.274
327.91,0.266
327.921,0.778
327.932,0.881
327.943,0.78
327.954,0.474
327.965,0.168
327.987,0.066
327.998,0.066
328.009,0.065
328.184,0.146
328.195,0.554
328.206,0.759
328.217,0.861
328.228,0.758
328.239,0.656
328.25,0.655
328.261,0.45
328.271,0.245
328.589,0.198
328.6,0.504
328.611,0.503
328.622,0.399
328.633,0.398
328.643,0.5
328.654,0.501
328.665,0.706
328.676,0.709
328.687,0.61
328.698,0.614
328.709,0.825
328.72,0.831
328.731,0.839
328.742,0.645
328.753,0.451
328.764,0.259
328.862,0.12
328.873,0.328
328.884,0.433
328.895,0.538
328.906,0.643
328.917,0.645
328.928,0.544
328.939,0.341
328.95,0.138
329.092,0.12
329.103,0.323
329.114,0.63
329.125,0.629
329.136,0.834
329.147,0.833
329.158,0.731
329.169,0.629
329.18,0.629
329.19,0.525
329.201,0.32
329.212,0.115
329.355,0.217
329.366,0.624
329.377,1.031
329.387,1.437
329.398,1.332
329.409,1.022
329.42,0.201
329.552,0.191
329.562,0.498
329.573,0.906
329.584,1.315
329.595,1.621
329.606,1.723
329.617,1.929
329.628,2.034
329.639,2.139
329.65,1.834
329.661,1.425
329.672,1.013
329.683,0.7
329.694,0.59
329.705,0.477
329.716,0.365
329.727,0.357
329.738,0.25
329.749,0.247
329.759,0.142
329.77,0.239
329.781,0.643
329.792,1.355
329.803,2.068
329.814,2.883
329.825,3.903
329.836,4.923
329.847,5.433
329.858,5.432
329.869,4.716
329.88,3.49
329.891,2.06
329.902,1.039
329.913,0.326
329.978,0.024
329.989,0.226
330.0,0.531
330.011,0.938
330.022,1.244
330.033,1.652
330.044,1.958
330.055,2.162
330.066,2.367
330.077,2.265
330.088,1.856
330.099,1.346
330.11,0.835
330.12,0.428
330.131,0.02
330.361,0.074
330.372,0.073
330.536,0.08
330.547,0.181
330.558,0.179
330.569,0.177
330.58,0.277
330.591,0.274
330.602,0.169
330.733,0.051
330.744,0.052
330.788,0.057
330.799,0.159
330.81,0.362
330.821,0.463
330.832,0.358
330.843,0.15
330.996,0.131
331.007,0.132
331.018,0.032
331.029,0.032
331.04,0.134
331.051,0.337
331.061,0.437
331.072,0.434
331.083,0.33
331.094,0.123
331.204,0.322
331.215,0.834
331.226,1.55
331.237,2.369
331.247,2.984
331.258,3.497
331.269,3.602
331.28,2.888
331.291,1.969
331.302,0.948
331.313,0.132
331.532,0.026
331.543,0.127
331.554,0.331
331.565,0.229
331.751,0.131
331.762,0.436
331.773,0.742
331.783,0.844
331.794,0.844
331.805,0.743
331.816,0.437
332.134,0.042
332.145,0.25
332.156,0.458
332.166,0.46
332.177,0.665
332.188,0.666
332.199,0.462
332.21,0.054
332.32,0.165
332.331,0.473
332.342,0.578
332.352,0.581
332.363,0.585
332.374,0.59
332.385,0.901
332.396,1.622
332.407,2.649
332.418,3.778
332.429,4.804
332.44,5.524
332.451,5.221
332.462,3.691
332.473,2.059
332.484,1.346
332.495,1.043
332.506,0.841
332.517,0.638
332.528,0.334
332.538,0.032
332.571,0.053
332.582,0.064
332.593,0.076
332.604,0.088
332.615,0.098
332.626,0.309
332.637,0.415
332.648,0.622
332.659,0.521
332.67,0.522
332.681,0.421
332.692,0.32
332.703,0.22
332.714,0.018
332.724,0.021
332.889,0.194
332.899,0.706
332.91,1.116
332.921,1.832
332.932,2.445
332.943,2.752
332.954,2.853
332.965,2.853
332.976,2.751
333.096,0.086
333.107,0.186
333.118,0.489
333.129,0.691
333.14,0.995
333.151,1.196
333.436,1.089
333.447,1.186
333.457,1.078
333.468,0.765
333.479,0.249
333.556,0.148
333.567,0.253
333.578,0.255
333.589,0.052
333.6,0.055
333.633,0.161
333.643,0.469
333.654,0.572
333.665,0.674
333.676,0.776
333.687,0.877
333.698,0.979
333.709,1.182
333.72,1.284
333.731,1.079
333.742,0.874
333.753,0.773
333.764,0.468
333.775,0.163
333.895,0.268
333.906,0.472
333.917,0.676
333.928,0.675
333.939,0.572
333.95,0.571
333.961,0.673
333.972,0.877
333.983,0.98
333.994,0.98
334.005,0.674
334.015,0.47
334.026,0.061
334.125,0.064
334.136,0.066
334.42,0.008
334.431,0.212
334.442,0.516
334.453,0.923
334.464,1.228
334.475,1.431
334.486,1.635
334.497,1.738
334.508,1.841
334.519,1.945
334.53,1.947
334.541,1.643
334.552,1.134
334.562,0.728
334.573,0.322
334.639,0.029
334.65,0.234
334.661,0.233
334.672,0.13
334.683,0.027
334.759,0.021
334.77,0.021
334.902,0.045
