Depth_m,nssCa
520.12,0.03
520.131,0.18
520.296,0.409
520.307,0.157
520.35,0.059
520.361,1.004
520.372,0.54
520.416,0.187
520.427,0.545
520.438,0.324
520.503,0.297
520.514,0.432
520.525,0.835
520.536,0.166
520.547,0.08
520.558,0.172
520.58,0.205
520.602,0.797
520.613,0.891
520.624,1.023
520.678,0.316
520.689,1.119
520.7,1.216
520.711,1.785
520.722,1.838
520.733,1.291
520.744,0.202
520.755,0.343
520.766,0.646
520.777,1.49
520.788,1.272
520.799,0.8
520.81,0.874
520.821,1.302
520.832,1.678
520.843,1.924
520.854,3.153
520.865,3.129
520.875,2.392
520.886,1.41
520.897,1.193
520.908,1.158
520.919,0.949
520.93,0.986
520.941,0.397
521.127,0.105
521.138,0.034
521.149,0.288
521.16,0.513
521.171,0.604
521.182,0.041
521.193,0.077
521.204,0.309
521.215,0.667
521.225,0.877
521.236,0.497
521.247,0.081
521.379,0.036
521.39,0.246
521.401,0.23
521.412,0.37
521.422,0.414
521.477,0.216
521.565,0.61
521.576,0.692
521.587,0.42
521.652,0.083
521.663,0.144
521.674,0.129
521.685,0.02
521.696,0.365
521.707,0.942
521.718,0.838
521.729,0.763
521.74,0.61
521.751,0.531
521.805,0.379
521.816,0.57
521.915,0.069
521.926,0.591
521.937,0.658
521.948,0.74
521.959,0.853
521.969,0.714
521.98,0.915
521.991,1.006
522.002,0.105
522.013,0.717
522.024,0.15
522.123,0.224
522.134,0.236
522.145,0.286
522.156,0.828
522.166,0.911
522.177,0.572
522.188,0.175
522.298,0.051
522.32,0.034
522.331,0.131
522.341,0.318
522.352,0.263
522.363,0.222
522.374,0.171
522.385,0.299
522.396,0.593
522.407,1.42
522.418,1.845
522.429,1.717
522.44,1.087
522.451,0.922
522.462,0.637
522.473,0.819
522.484,0.483
522.495,0.018
522.593,0.279
522.604,0.862
522.615,1.047
522.626,0.392
522.637,0.926
522.648,0.809
522.659,1.604
522.67,0.405
522.681,0.694
522.812,0.133
523.053,0.734
523.064,0.658
523.075,0.648
523.085,0.538
523.096,0.253
523.107,2.502
523.118,2.464
523.129,2.79
523.14,0.244
523.195,0.08
523.206,0.339
523.26,0.111
523.271,0.612
523.282,0.306
523.293,0.187
523.359,0.043
523.37,0.382
523.381,0.066
523.425,0.177
523.436,0.015
523.447,0.298
523.458,0.037
523.468,0.452
523.479,3.696
523.49,3.648
523.501,0.049
523.534,0.214
523.545,0.033
523.611,0.022
523.687,0.2
523.698,0.114
523.709,0.257
523.72,0.495
523.731,0.176
523.753,0.17
523.786,0.237
523.797,0.275
523.808,0.243
523.83,0.42
523.939,0.806
523.95,1.122
523.961,0.427
523.972,0.149
523.983,0.325
523.994,0.057
524.015,0.147
524.026,0.412
524.037,1.441
524.048,1.023
524.059,0.902
524.07,0.578
524.081,0.734
524.092,1.429
524.103,1.52
524.114,1.745
524.125,1.551
524.136,1.437
524.147,1.214
524.158,0.986
524.169,1.339
524.18,1.262
524.19,1.024
524.201,1.391
524.212,1.154
524.223,0.672
524.234,0.508
524.245,0.106
524.267,0.103
524.278,0.354
524.311,0.464
524.322,0.612
524.333,0.23
524.344,0.241
524.355,0.529
524.366,0.552
524.377,0.476
524.387,0.035
524.398,0.054
524.497,0.842
524.508,1.724
524.519,0.28
524.53,0.191
524.661,0.147
524.672,1.115
524.683,1.181
524.694,0.518
524.759,2.078
524.77,0.853
524.781,1.51
524.803,0.024
524.891,0.111
524.924,0.594
524.935,0.854
524.945,1.213
524.956,1.043
524.989,0.547
525.0,1.138
525.011,0.361
525.066,0.184
525.077,0.053
525.088,0.264
525.099,0.408
525.11,0.48
525.274,0.146
525.285,0.086
525.317,0.304
525.361,0.874
525.372,1.017
525.383,0.061
525.547,0.174
525.569,0.568
525.58,0.816
525.591,1.436
525.602,1.42
525.613,0.83
525.624,0.252
525.635,0.016
525.646,1.201
525.657,2.448
525.668,1.781
525.679,0.142
525.744,0.258
525.755,0.241
525.766,0.191
525.777,0.228
525.788,0.355
525.799,0.689
525.81,0.854
525.821,0.183
525.832,0.071
525.897,2.007
525.908,0.223
525.952,0.858
525.963,0.827
525.974,0.706
525.985,1.164
526.007,2.057
526.018,2.392
526.029,1.627
526.039,0.597
526.127,0.239
526.138,1.298
526.149,1.472
526.16,0.99
526.171,0.883
526.182,0.277
526.247,1.478
526.258,0.704
526.335,0.357
526.346,0.29
526.357,0.187
526.368,0.283
526.379,0.237
526.39,0.605
526.401,0.648
526.412,0.905
526.422,0.75
526.433,0.615
526.444,0.862
526.455,0.665
526.466,0.504
526.477,0.38
526.488,0.302
526.499,0.278
526.51,0.023
526.521,0.095
526.532,0.03
526.641,0.004
526.652,0.347
526.663,0.023
526.674,0.024
526.685,0.04
526.729,0.109
526.762,0.256
526.893,0.33
526.904,0.271
526.915,0.383
526.926,0.014
526.937,0.052
526.959,0.132
527.199,0.534
527.21,0.636
527.221,0.751
527.232,0.497
527.243,0.324
527.32,0.849
527.331,0.768
527.341,0.29
527.462,0.093
527.473,0.368
527.484,0.731
527.495,1.09
527.506,0.687
527.517,1.859
527.528,1.721
527.538,0.948
527.615,0.196
527.626,0.387
527.637,0.481
527.648,0.306
527.659,0.434
527.681,0.034
527.692,0.332
527.703,0.05
527.724,0.724
527.735,1.283
527.746,1.425
527.757,1.078
527.768,2.348
527.779,1.748
527.79,4.289
527.801,2.908
527.812,2.857
527.823,3.468
527.834,3.571
527.845,3.822
527.856,3.833
527.867,3.867
527.878,3.772
527.888,4.131
527.899,4.759
527.91,4.891
527.921,6.054
527.932,6.559
527.943,6.785
527.954,7.627
527.965,7.718
527.976,7.711
528.02,4.46
528.031,2.622
528.042,2.064
528.053,1.871
528.064,1.453
528.26,0.008
528.359,0.126
528.37,1.755
528.381,0.52
528.458,0.132
528.468,0.261
528.479,0.565
528.49,0.892
528.501,0.241
528.556,0.454
528.567,0.139
528.633,0.091
529.059,0.322
529.07,0.687
529.081,1.077
529.092,0.884
529.103,1.499
529.114,1.659
529.125,0.998
529.311,0.538
529.508,0.485
529.519,0.057
529.562,0.854
529.573,0.967
529.584,0.683
529.595,0.75
529.705,0.295
529.716,0.118
529.836,0.036
529.902,1.122
529.913,1.206
530.055,1.597
530.066,1.351
530.077,1.049
530.088,1.448
530.099,0.581
530.11,0.436
530.12,0.299
530.131,0.128
530.23,0.134
530.241,0.416
530.328,1.63
530.339,1.572
530.35,1.155
530.449,0.055
530.46,1.08
530.471,2.169
530.482,1.11
530.493,0.483
530.503,0.459
530.514,0.88
530.7,0.155
530.711,0.502
530.722,0.551
530.832,0.242
530.843,0.315
530.875,0.046
530.886,1.853
530.897,1.077
530.908,0.741
530.985,0.213
531.018,0.051
531.105,0.084
531.149,0.085
531.16,0.317
531.171,0.298
531.182,0.33
531.193,0.4
531.204,0.422
531.215,0.146
531.258,0.084
531.269,0.212
531.28,0.301
531.291,0.319
531.302,0.349
531.313,0.371
531.324,0.392
531.335,0.526
531.346,0.558
531.357,1.168
531.368,0.725
531.379,0.323
531.39,0.316
531.466,0.086
531.477,0.061
531.499,0.507
531.51,1.443
531.521,1.009
531.532,0.47
531.543,0.067
531.554,0.14
531.587,0.222
531.598,0.042
531.652,0.067
531.718,0.444
531.729,0.46
531.74,0.027
531.751,0.19
531.762,0.472
531.773,0.257
531.805,0.223
531.816,0.123
531.893,0.019
531.915,0.109
531.937,0.06
531.948,0.234
531.959,0.497
531.97,0.486
531.98,0.463
531.991,0.761
532.024,0.951
532.035,0.47
532.079,0.231
532.09,0.504
532.101,0.572
532.112,0.708
532.123,0.387
532.134,0.379
532.659,0.59
532.681,0.229
532.713,1.56
532.724,2.537
532.735,1.948
532.746,0.894
532.768,0.452
532.779,0.555
532.79,0.71
532.801,0.213
532.845,0.04
532.856,0.105
532.9,0.142
532.91,0.473
532.921,0.652
532.932,1.019
532.943,1.381
532.954,1.795
532.965,1.234
532.976,1.646
532.987,2.03
532.998,2.043
533.009,1.623
533.02,1.395
533.031,1.353
533.042,1.126
533.053,1.73
533.064,2.935
533.075,2.864
533.086,2.977
533.096,2.905
533.107,2.417
533.118,2.292
533.129,3.365
533.14,3.673
533.151,3.41
533.162,2.859
533.173,2.644
533.184,2.34
533.195,0.943
533.217,1.041
533.228,1.321
533.239,0.587
533.25,0.238
533.359,0.043
533.414,0.109
533.425,0.555
533.436,0.16
533.447,0.088
533.468,0.215
533.545,0.1
533.567,0.007
533.611,0.638
533.622,0.018
533.632,0.532
533.643,0.022
533.665,0.103
533.676,0.369
533.687,0.451
533.698,0.428
533.709,0.093
533.72,0.975
533.731,0.448
533.742,0.087
533.884,0.071
533.95,0.014
533.983,0.106
534.081,0.247
534.092,0.986
534.114,1.092
534.125,0.821
534.136,0.365
534.147,0.331
534.158,0.121
534.311,0.072
534.322,0.173
534.333,0.187
534.453,0.152
534.508,0.218
534.519,0.521
534.53,0.072
534.617,0.221
534.628,0.853
534.639,0.189
534.65,0.295
534.661,0.255
534.672,0.018
534.705,0.111
534.716,0.112
534.748,0.345
534.759,0.328
534.781,0.586
534.792,0.668
534.803,0.112
534.814,0.135
534.858,1.003
534.869,1.614
534.88,1.509
534.891,1.03
534.902,0.522
534.913,0.268
534.924,0.883
534.935,0.727
534.945,0.987
534.956,0.883
534.967,0.883
534.978,1.867
534.989,2.142
535.0,0.555
535.022,1.369
535.033,1.9
535.044,1.747
535.055,1.021
535.066,0.602
535.077,0.594
535.088,0.906
535.099,0.81
535.11,1.238
535.12,1.845
535.131,2.046
535.142,1.874
535.153,1.925
535.164,1.672
535.175,2.436
535.186,0.454
535.219,1.427
535.252,0.223
535.263,0.337
535.35,0.249
535.361,0.072
535.372,0.41
535.383,0.352
535.394,0.518
535.405,0.437
535.416,0.838
535.427,0.714
535.438,0.439
535.449,0.806
535.46,0.704
535.471,0.422
535.482,0.828
535.493,2.142
535.503,1.839
535.514,0.41
535.613,0.149
535.657,0.0
535.668,0.552
535.679,0.758
535.69,0.718
535.7,0.538
535.711,1.0
535.722,1.394
535.733,1.31
535.744,0.262
535.832,0.024
535.843,0.077
535.865,0.519
535.875,0.428
535.886,0.954
535.897,0.461
535.908,0.539
535.919,0.299
535.93,0.61
535.941,0.657
535.952,0.961
536.072,0.113
536.083,0.718
536.094,1.214
536.105,1.285
536.116,1.196
536.127,0.875
536.138,0.462
536.149,0.166
536.16,0.182
536.193,1.086
536.204,1.069
536.215,1.124
536.237,0.718
536.258,0.328
536.302,0.033
536.412,0.861
536.422,0.533
536.433,0.252
536.455,0.459
536.466,0.536
536.477,0.207
536.521,0.01
536.532,0.482
536.543,0.148
536.554,0.187
536.565,0.253
536.576,0.784
536.587,0.022
536.608,0.189
536.619,0.345
536.674,0.117
536.685,0.856
536.696,0.511
536.707,0.49
536.718,0.451
536.729,0.473
536.74,0.309
536.784,0.196
536.794,0.682
536.805,0.383
536.816,0.307
536.827,0.003
536.882,0.239
537.013,0.066
537.024,1.794
537.035,1.118
537.046,0.788
537.057,0.187
537.276,0.113
537.429,0.352
537.44,0.204
537.451,0.1
537.462,0.117
537.473,0.38
537.484,0.006
537.932,0.366
537.943,0.523
537.954,0.652
537.965,0.386
537.976,0.318
537.987,0.547
537.998,0.274
538.02,0.314
538.031,0.702
538.042,1.038
538.053,1.567
538.064,1.06
538.075,0.228
538.086,0.945
538.096,0.511
538.173,0.187
538.184,0.375
538.195,0.276
538.206,0.106
538.239,0.103
538.25,0.61
538.261,0.854
538.271,0.513
538.458,0.195
538.468,0.83
538.479,1.374
538.49,0.864
538.501,0.917
538.512,2.185
538.523,2.065
538.534,1.722
538.545,2.561
538.556,3.049
538.567,3.963
538.578,4.05
538.589,2.755
538.6,2.336
538.611,2.997
538.622,3.03
538.633,1.806
538.643,0.838
538.654,1.014
538.665,1.091
538.676,2.293
538.687,4.207
538.698,7.24
538.72,5.545
538.731,0.343
538.742,0.057
538.753,0.114
538.764,0.538
538.775,0.893
538.786,0.262
538.797,0.176
539.125,0.227
539.136,0.323
539.158,0.174
539.355,0.18
539.366,0.387
539.377,0.379
539.387,0.736
539.398,0.45
539.519,0.385
539.53,0.095
539.541,0.857
539.552,0.379
539.573,0.005
539.584,0.152
539.595,0.578
539.606,0.759
539.617,0.537
539.628,0.582
539.639,0.498
539.727,0.174
539.902,0.035
539.913,0.243
539.956,2.079
540.099,0.746
540.11,0.414
540.12,0.006
540.131,0.179
540.35,0.839
540.361,0.015
540.383,0.435
540.394,0.028
540.405,0.68
540.416,0.85
540.427,1.176
540.438,0.961
540.503,0.093
540.514,0.445
540.525,0.685
540.536,0.471
540.547,0.286
540.558,0.434
540.569,0.315
540.657,0.482
540.668,0.296
540.766,0.685
540.777,0.552
540.788,0.693
540.799,0.885
540.81,0.359
540.821,0.589
540.832,1.4
540.843,1.607
540.854,1.38
540.865,1.296
540.875,0.896
540.886,1.022
540.897,0.618
540.908,0.515
540.919,0.644
540.93,1.102
540.941,1.329
541.007,0.137
541.138,0.0
541.149,0.123
541.16,0.284
541.171,0.153
541.182,0.197
541.193,0.358
541.204,0.315
541.565,0.36
541.576,0.26
541.587,0.75
541.598,1.178
541.608,1.397
541.619,1.789
541.63,1.56
541.641,1.403
541.652,1.282
541.663,1.454
541.674,1.517
541.685,1.961
541.696,2.362
541.707,2.5
541.718,3.314
541.729,2.346
541.74,2.894
541.751,3.177
541.794,2.559
541.805,2.243
541.816,1.251
541.827,1.595
541.937,1.026
542.134,0.509
542.145,0.585
542.156,0.501
542.254,0.435
542.265,0.705
542.276,1.269
542.287,1.176
542.298,0.668
542.309,0.496
542.331,0.081
542.341,0.273
542.352,0.58
542.363,0.358
542.374,0.448
542.385,0.514
542.396,0.215
542.407,1.087
542.418,1.047
542.429,1.177
542.44,1.117
542.451,0.371
542.462,0.397
542.473,0.327
542.484,0.839
542.495,0.715
542.506,0.736
542.517,0.959
542.528,2.908
542.582,1.53
542.593,1.668
542.604,1.02
542.67,0.355
542.681,1.097
542.692,1.726
542.703,1.708
542.713,1.113
542.724,0.607
542.735,0.278
542.757,0.239
542.768,1.449
542.779,1.157
542.79,0.951
542.801,0.417
542.812,0.161
542.823,0.791
542.834,0.378
542.9,1.187
542.911,1.924
542.921,1.73
542.932,1.47
542.943,1.139
542.954,0.898
542.965,0.511
542.976,0.748
542.987,0.154
542.998,0.049
543.118,0.15
543.129,0.244
543.14,0.6
543.151,0.586
543.162,0.355
543.173,0.591
543.184,0.212
543.195,0.283
543.206,0.343
543.217,0.07
543.26,0.184
543.271,0.241
543.282,0.204
543.293,0.196
543.304,0.067
543.315,0.377
543.326,1.102
543.337,1.732
543.348,2.03
543.359,1.636
543.37,0.89
543.381,0.781
543.392,0.659
543.403,0.826
543.414,0.346
543.425,0.259
543.436,0.609
543.447,0.864
543.457,0.386
543.479,0.011
543.49,0.648
543.501,0.476
543.578,0.057
543.589,0.102
543.6,0.252
543.611,0.416
543.622,0.353
543.633,0.258
543.818,0.265
543.829,0.356
543.84,0.767
543.851,0.693
543.862,0.534
543.873,0.164
543.884,0.516
543.895,0.527
543.906,0.127
543.917,0.029
543.928,0.282
543.939,0.317
544.037,0.203
544.048,0.875
544.059,1.084
544.07,0.773
544.081,0.98
544.092,0.829
544.103,0.979
544.114,1.073
544.125,1.001
544.136,0.499
544.147,0.414
544.158,0.333
544.169,0.707
544.18,0.789
544.19,1.304
544.201,1.186
544.212,0.402
544.289,0.309
544.3,0.591
544.311,0.308
544.322,0.052
544.355,0.048
544.431,0.742
544.442,1.275
544.464,0.09
544.486,0.025
544.541,0.055
544.563,0.218
544.573,0.28
544.584,0.286
544.595,0.437
544.606,0.653
544.617,0.213
544.639,0.404
544.65,0.639
544.661,0.684
544.672,0.773
544.683,0.69
544.694,0.932
544.705,0.514
544.716,0.308
544.803,0.41
544.814,0.249
544.825,0.154
544.836,0.182
544.847,0.07
544.858,0.034
544.869,0.528
544.88,0.467
544.891,0.189
544.902,0.136
544.956,0.061
544.967,0.635
544.978,0.624
544.989,0.766
545.0,0.903
545.011,0.599
545.022,0.56
545.033,1.391
545.044,1.264
545.055,0.742
545.066,0.411
545.077,0.264
545.088,0.268
545.099,0.135
545.11,0.425
545.164,0.0
545.175,0.803
545.186,1.455
545.197,1.828
545.208,1.358
545.219,1.075
545.23,0.853
545.241,0.459
545.252,0.01
545.416,0.053
545.427,0.004
545.558,0.029
545.569,0.248
545.58,0.31
545.81,0.055
545.821,0.073
545.854,0.146
545.864,0.064
546.226,0.194
546.236,0.241
546.247,0.373
546.258,0.332
546.269,0.224
546.324,0.121
546.335,0.253
546.346,0.563
546.357,0.496
546.368,0.845
546.379,0.403
546.466,0.26
546.477,0.578
546.488,0.434
546.499,0.384
546.51,0.127
546.554,0.043
546.608,0.191
547.079,0.074
547.123,0.189
547.221,0.146
547.232,0.287
547.473,0.594
547.484,0.325
547.517,0.16
547.527,0.607
547.538,0.822
547.549,0.233
547.56,0.207
547.571,0.049
547.582,0.327
547.593,0.411
547.604,0.279
547.615,0.917
547.626,0.723
547.637,0.666
547.648,0.017
547.67,0.311
547.681,0.459
547.703,0.467
547.713,0.23
547.735,0.205
547.746,0.8
547.757,0.757
547.768,1.032
547.779,1.153
547.79,0.786
547.801,0.78
547.812,0.142
547.998,0.707
548.009,1.194
548.02,0.573
548.031,0.447
548.042,0.717
548.053,0.193
548.096,0.608
548.107,0.907
548.118,0.778
548.129,0.86
548.14,1.009
548.151,1.298
548.162,1.405
548.173,1.309
548.184,1.433
548.195,2.123
548.206,1.469
548.217,1.392
548.228,1.276
548.239,0.797
548.25,0.182
548.326,0.276
548.337,0.765
548.348,1.132
548.359,0.974
548.37,1.447
548.381,1.725
548.392,1.468
548.403,0.43
548.447,0.171
548.468,0.678
548.479,0.944
548.49,0.633
548.501,0.955
548.512,1.819
548.523,1.553
548.534,0.985
548.545,0.545
548.556,0.388
548.567,0.615
548.578,0.483
548.589,0.487
548.6,1.261
548.611,1.407
548.622,1.181
548.632,1.045
548.643,0.658
548.654,0.377
548.665,0.208
548.687,0.087
548.698,0.151
548.786,0.073
548.797,0.213
548.808,0.207
548.84,0.065
548.851,0.083
548.862,0.177
549.005,0.604
549.015,1.046
549.026,1.166
549.037,0.979
549.048,1.003
549.059,0.988
549.07,1.271
549.081,1.758
549.092,2.078
549.103,2.354
549.114,1.88
549.125,1.509
549.136,0.95
549.179,0.067
549.19,0.571
549.201,0.97
549.212,1.47
549.223,1.596
549.234,1.828
549.245,1.688
549.256,1.704
549.267,1.389
549.278,1.173
549.289,1.022
549.3,0.572
549.311,0.195
549.322,0.096
549.344,0.031
549.431,0.053
549.606,0.444
549.617,1.299
549.628,1.608
549.65,1.961
549.672,1.816
549.694,1.438
549.705,1.487
549.716,0.758
549.727,1.024
549.738,1.366
549.749,1.487
549.759,1.758
549.77,1.626
549.781,1.346
549.792,1.054
549.803,1.349
549.814,1.409
549.825,1.621
549.836,1.257
549.847,0.347
549.858,0.142
549.869,0.398
549.88,0.036
549.891,0.264
549.902,0.253
549.913,0.553
549.924,0.9
549.935,1.496
549.946,1.69
549.956,2.446
549.967,3.51
549.978,3.24
549.989,2.512
550.0,2.204
550.011,2.946
550.022,2.79
550.033,1.87
550.044,1.799
550.055,1.684
550.066,1.406
550.077,1.723
550.088,1.228
550.099,0.941
550.11,0.45
550.208,0.01
550.219,0.856
550.23,0.851
550.241,0.904
550.252,0.708
550.328,0.064
550.438,0.152
550.46,0.641
550.471,1.29
550.482,1.305
550.492,1.988
550.503,2.363
550.514,1.925
550.525,1.771
550.536,1.393
550.547,1.13
550.558,0.863
550.569,1.386
550.58,0.671
550.591,1.038
550.602,0.759
550.613,0.045
550.624,0.454
550.635,0.673
550.646,0.877
550.657,0.859
550.668,1.002
550.678,1.081
550.689,1.214
550.7,1.459
550.711,1.595
550.722,1.462
550.733,1.467
550.744,1.628
550.755,1.684
550.766,1.973
550.777,1.881
550.788,1.552
550.799,1.199
550.81,1.056
550.821,1.419
550.832,1.629
550.843,1.866
550.854,2.147
550.865,2.488
550.875,2.866
550.886,3.023
550.897,3.054
550.908,2.762
550.919,2.129
550.93,2.157
550.941,2.193
550.952,2.226
550.963,2.312
550.974,2.351
550.985,1.978
550.996,2.14
551.007,1.553
551.018,1.374
551.029,0.704
552.331,0.102
552.341,0.528
552.352,0.864
552.363,1.471
552.374,1.231
552.385,1.687
552.396,1.744
552.407,1.371
552.418,2.113
552.429,1.723
552.44,2.422
552.451,2.081
552.462,2.89
552.473,3.358
552.484,3.042
552.495,2.102
552.506,2.678
552.517,2.597
552.528,4.563
552.538,4.597
552.549,5.01
552.56,3.996
552.571,3.34
552.582,2.337
552.593,1.499
552.604,1.483
552.615,1.114
552.626,0.418
552.768,0.05
552.779,0.15
552.79,0.028
552.801,0.327
552.812,1.56
552.823,2.233
552.834,2.575
552.845,1.938
552.856,1.732
552.867,1.444
552.878,1.585
552.888,1.218
552.899,1.332
552.91,1.292
552.921,1.089
552.932,0.555
552.943,0.273
553.031,0.136
553.151,0.081
553.162,0.473
553.173,0.415
553.184,0.122
553.643,0.233
553.654,0.126
553.665,0.245
553.906,0.305
553.928,0.323
553.939,0.185
554.125,0.145
554.147,0.0
554.158,0.227
554.169,0.639
554.18,0.815
554.191,0.745
554.201,0.604
554.212,0.345
554.223,0.048
554.256,0.155
554.267,0.316
554.42,0.126
554.431,0.134
554.464,0.164
554.475,0.205
554.486,0.186
554.497,0.23
554.595,0.075
554.617,0.051
554.924,0.178
554.967,0.087
554.989,0.028
555.099,0.103
555.219,0.257
555.23,0.139
555.241,0.33
555.263,0.087
555.394,0.278
555.405,0.679
555.416,0.616
555.427,0.671
555.438,0.328
555.449,0.157
555.46,0.374
555.471,0.649
555.482,0.161
555.492,0.759
555.503,0.558
555.525,0.771
555.536,0.918
555.547,1.235
555.558,0.603
555.569,1.052
555.58,0.948
555.591,0.344
555.602,0.497
555.613,0.15
555.624,0.905
555.635,1.383
555.646,1.665
555.657,1.647
555.667,0.207
555.678,1.342
555.689,2.151
555.7,2.733
555.711,3.495
555.722,3.694
555.733,4.252
555.744,3.194
555.755,2.929
555.766,2.719
555.777,2.754
555.788,2.906
555.799,2.854
555.81,3.474
555.821,3.688
555.832,4.053
555.843,3.571
555.854,3.468
555.865,3.845
555.875,4.247
555.886,4.231
555.897,4.565
555.908,4.013
555.919,3.498
555.93,3.31
555.941,3.741
555.952,3.36
555.963,2.743
555.974,1.955
555.985,1.634
555.996,1.553
556.007,1.125
556.018,0.694
556.029,0.125
556.171,0.37
556.182,0.412
556.193,0.053
556.269,0.335
556.28,0.591
556.291,0.761
556.302,0.904
556.313,0.909
556.324,0.487
556.39,0.151
556.401,0.397
556.412,0.181
556.455,0.267
556.466,0.148
556.521,0.049
556.674,0.251
556.685,0.523
556.696,0.393
556.707,0.065
556.718,0.011
557.199,0.131
557.21,0.148
557.615,0.082
557.626,0.203
557.637,0.069
557.67,0.065
557.681,0.704
557.692,0.442
557.703,0.16
557.713,0.123
557.724,0.015
557.735,0.243
557.746,0.116
557.757,0.361
557.768,0.285
558.151,0.271
558.162,0.396
558.173,0.285
558.184,0.077
558.195,0.419
558.206,0.592
558.217,0.681
558.228,0.641
558.239,0.72
558.25,0.943
558.261,0.604
558.282,0.055
558.293,0.363
558.304,1.353
558.315,1.563
558.326,1.455
558.337,1.698
558.348,1.974
558.359,2.264
558.37,2.153
558.381,1.999
558.392,1.947
558.403,1.613
558.414,0.891
558.425,0.496
558.436,0.519
558.447,0.184
558.457,0.053
558.567,0.047
558.633,0.211
558.676,0.161
558.687,0.434
558.698,0.235
558.709,0.305
558.72,0.021
558.731,0.078
558.742,0.461
558.753,0.404
558.764,0.385
558.775,0.241
558.786,0.478
558.797,0.464
558.808,0.528
558.818,0.8
558.829,0.668
558.84,0.668
558.851,0.701
558.862,0.592
558.873,0.334
558.928,0.211
558.939,0.245
558.95,0.278
558.961,0.202
558.972,0.439
559.005,0.254
559.015,0.697
559.026,0.792
559.037,0.515
559.048,0.509
559.059,0.586
559.07,1.354
559.081,1.509
559.092,1.668
559.103,1.375
559.114,0.543
559.125,0.13
559.136,1.516
559.147,2.5
559.158,1.887
559.169,1.151
559.18,0.949
559.245,0.058
559.256,0.839
