Depth_m,nssCa
317.637,0.472
317.648,0.401
317.659,0.222
317.67,0.028
317.692,0.148
317.856,0.033
317.867,0.175
317.878,0.129
317.889,0.077
317.9,0.087
317.91,0.26
317.921,0.534
317.932,0.741
317.943,0.797
317.954,0.852
317.965,0.959
317.976,0.745
317.987,0.796
317.998,0.664
318.009,0.887
318.02,1.112
318.031,1.734
318.042,1.964
318.053,2.667
318.064,3.701
318.075,4.433
318.085,4.867
318.096,5.169
318.107,5.712
318.118,5.617
318.129,5.287
318.14,4.574
318.151,3.988
318.162,2.116
318.173,0.883
318.184,0.292
318.195,0.202
318.228,0.443
318.239,0.849
318.25,0.668
318.261,0.625
318.271,0.324
318.304,0.01
318.315,0.049
318.326,0.112
318.337,0.152
318.348,0.301
318.359,0.421
318.37,0.399
318.381,0.391
318.392,0.415
318.403,0.468
318.414,0.454
318.425,0.383
318.436,0.17
318.447,0.076
318.665,0.03
318.676,0.013
318.72,0.003
318.742,0.083
318.753,0.1
318.764,0.187
318.775,0.066
318.895,0.087
318.906,0.111
318.917,0.23
318.928,0.251
318.939,0.044
319.081,0.012
319.092,0.158
319.103,0.455
319.114,0.459
319.125,0.444
319.136,0.393
319.147,0.237
319.158,0.309
319.169,0.297
319.18,0.426
319.19,0.24
319.201,0.346
319.212,0.08
319.409,0.196
319.42,0.182
319.53,0.078
319.541,0.152
319.606,0.079
319.781,0.084
319.792,0.401
319.803,0.398
319.814,0.282
319.825,0.38
319.836,0.313
319.956,0.055
320.033,0.248
320.175,0.091
320.186,0.223
320.197,0.181
320.208,0.021
320.219,0.285
320.23,0.19
320.241,0.199
320.252,0.029
320.263,0.096
320.274,0.077
320.285,0.006
320.405,0.144
320.416,0.243
320.427,0.304
320.438,0.011
320.449,0.116
320.46,0.541
320.471,0.583
320.482,0.341
320.492,0.453
320.503,0.121
320.514,0.008
320.689,0.041
320.7,0.212
320.711,0.463
320.722,0.936
320.755,1.569
320.766,2.598
320.777,3.109
320.788,3.441
320.799,3.635
320.81,3.665
320.821,3.326
320.832,2.306
320.843,1.235
320.853,0.439
321.04,0.157
321.05,0.048
321.061,0.105
321.072,0.1
321.083,0.195
321.116,0.042
321.302,0.033
321.313,0.029
321.335,0.216
321.346,0.373
321.357,0.383
321.368,0.038
321.401,0.002
321.576,0.069
321.587,0.089
321.597,0.166
321.608,0.204
321.619,0.323
321.63,0.541
321.641,0.569
321.652,0.673
321.663,0.63
321.674,0.563
321.685,0.222
321.696,0.065
321.718,0.075
321.729,0.002
321.74,0.048
321.751,0.27
321.762,0.491
321.773,0.421
321.784,0.068
321.871,0.044
321.882,0.201
321.893,0.1
321.926,0.011
321.937,0.017
321.948,0.269
321.959,0.268
321.97,0.357
321.98,0.308
321.991,0.013
322.101,0.398
322.112,0.45
322.123,0.336
322.134,0.321
322.144,0.378
322.155,0.282
322.166,0.268
322.177,0.239
322.188,0.418
322.199,0.068
322.276,0.237
322.287,0.503
322.298,0.631
322.309,0.489
322.32,0.422
322.331,0.609
322.341,0.587
322.352,0.58
322.363,0.546
322.374,0.554
322.385,0.689
322.396,0.773
322.407,0.644
322.418,0.122
322.429,0.127
322.571,0.117
322.582,0.316
322.593,0.699
322.604,1.021
322.615,1.131
322.626,1.316
322.637,1.269
322.648,1.469
322.659,1.476
322.67,1.273
322.681,0.559
322.692,0.428
322.703,0.021
322.845,0.217
322.856,0.766
322.867,0.728
322.878,0.94
322.889,0.958
322.899,0.696
322.91,0.249
322.921,0.139
323.02,0.058
323.085,0.145
323.096,0.14
323.107,0.069
323.129,0.129
323.14,0.365
323.151,0.638
323.162,0.629
323.173,0.384
323.184,0.19
323.228,0.039
323.239,0.027
323.25,0.34
323.261,0.745
323.271,0.958
323.282,1.018
323.293,0.583
323.348,0.406
323.359,0.649
323.37,0.548
323.381,0.579
323.392,0.444
323.403,0.295
323.414,0.093
323.523,0.322
323.534,0.516
323.545,0.414
323.556,0.185
323.567,0.273
323.578,0.201
323.589,0.583
323.6,0.406
323.611,0.331
323.786,0.329
323.797,0.552
323.808,0.506
323.819,0.492
323.829,0.356
323.84,0.46
323.851,0.535
323.862,0.63
323.873,0.341
323.961,0.089
323.972,0.224
323.983,0.071
323.994,0.168
324.005,0.181
324.015,0.298
324.026,0.31
324.037,0.13
324.048,0.119
324.267,0.019
324.278,0.09
324.289,0.119
324.376,0.03
324.387,0.212
324.398,0.331
324.409,0.475
324.42,0.241
324.431,0.077
324.442,0.13
324.453,0.385
324.464,0.433
324.475,0.287
324.486,0.127
324.606,0.185
324.617,0.194
324.628,0.194
324.639,0.18
324.65,0.256
324.934,0.003
324.945,0.023
324.978,0.05
324.989,0.079
325.011,0.015
325.077,0.077
325.088,0.289
325.099,0.364
325.11,0.367
325.12,0.527
325.131,0.832
325.142,1.01
325.153,0.942
325.164,0.93
325.175,1.516
325.186,1.814
325.197,1.625
325.208,1.091
325.219,1.054
325.23,0.88
325.241,0.385
325.263,0.128
325.274,0.39
325.285,0.297
325.296,0.581
325.306,1.036
325.317,1.561
325.328,1.675
325.339,1.685
325.35,1.781
325.361,1.919
325.372,1.841
325.383,1.965
325.394,1.683
325.405,1.553
325.416,0.778
325.427,0.49
325.438,0.294
325.449,0.491
325.46,0.233
325.471,0.106
325.482,0.478
325.492,0.566
325.503,0.432
325.514,0.269
325.613,0.042
325.624,0.048
325.657,0.082
325.865,0.249
325.875,0.295
325.886,0.473
325.897,0.263
325.908,0.21
325.941,0.134
325.952,0.38
325.963,0.667
325.974,0.878
325.985,1.345
325.996,1.575
326.007,1.626
326.018,1.306
326.029,0.869
326.04,0.763
326.05,0.766
326.061,0.654
326.072,0.53
326.083,0.576
326.094,0.894
326.105,0.935
326.116,0.93
326.127,0.709
326.138,0.521
326.149,0.409
326.16,0.297
326.171,0.474
326.182,0.348
326.193,0.496
326.412,0.095
326.422,0.19
326.433,0.129
326.444,0.426
326.455,0.37
326.466,0.114
326.477,0.02
326.619,0.078
326.63,0.287
326.641,0.424
326.652,0.471
326.663,0.352
326.674,0.346
326.685,0.217
326.696,0.17
326.707,0.015
326.729,0.014
326.751,0.158
326.762,0.301
326.773,0.575
326.783,0.395
326.794,0.516
326.805,0.619
326.816,0.69
326.827,0.59
326.838,0.403
326.849,0.189
326.86,0.07
327.145,0.024
327.287,0.113
327.298,0.145
327.309,0.177
327.331,0.072
327.341,0.009
327.352,0.047
327.374,0.108
327.385,0.098
327.396,0.217
327.407,0.062
327.418,0.162
327.44,0.004
327.451,0.01
327.473,0.015
327.56,0.065
327.582,0.322
327.593,0.601
327.604,0.388
327.615,0.243
327.626,0.23
327.637,0.378
327.648,0.323
327.659,0.139
327.67,0.144
327.703,0.096
327.714,0.279
327.724,0.492
327.735,0.26
327.746,0.203
328.129,0.151
328.14,0.15
328.151,0.311
328.162,0.397
328.173,0.668
328.184,0.749
328.195,0.3
328.392,0.024
328.403,0.085
328.414,0.222
328.425,0.171
328.436,0.199
328.447,0.208
328.457,0.24
328.468,0.343
328.479,0.357
328.49,0.152
328.611,0.035
328.622,0.087
328.633,0.3
328.643,0.484
328.654,0.773
328.665,1.029
328.676,1.091
328.687,1.044
328.698,0.93
328.709,0.787
328.72,0.611
328.731,0.445
328.742,0.45
328.753,0.337
328.764,0.683
328.775,0.789
328.786,0.684
328.797,0.036
328.84,0.223
328.851,0.518
328.862,0.487
328.873,0.702
328.884,0.658
328.895,0.638
328.906,0.39
328.917,0.124
329.059,0.229
329.07,0.474
329.081,0.583
329.092,0.473
329.103,0.268
329.234,0.081
329.245,0.02
329.333,0.382
329.344,0.602
329.355,1.039
329.366,1.113
329.377,0.959
329.387,0.65
329.398,0.45
329.409,0.199
329.42,0.161
329.431,0.307
329.442,0.429
329.464,0.058
329.475,0.046
329.562,0.35
329.573,0.94
329.584,1.011
329.595,0.586
329.606,0.184
329.617,0.383
329.628,0.563
329.639,0.487
329.65,0.037
329.661,0.002
329.672,0.066
329.683,0.178
329.694,0.243
329.749,0.252
329.759,0.538
329.77,0.909
329.781,1.191
329.792,1.562
329.803,1.524
329.814,1.897
329.825,1.842
329.836,1.911
329.847,1.441
329.858,1.27
329.869,0.519
329.902,0.336
329.913,0.481
329.924,0.092
329.945,0.317
329.956,0.831
329.967,0.684
329.978,0.381
329.989,0.282
330.0,0.383
330.011,0.597
330.022,0.636
330.033,0.589
330.044,0.462
330.055,0.411
330.066,0.33
330.077,0.207
330.088,0.145
330.099,0.102
330.219,0.011
330.23,0.054
330.241,0.21
330.252,0.029
330.274,0.021
330.285,0.238
330.296,0.289
330.307,0.27
330.317,0.086
330.328,0.137
330.339,0.006
330.438,0.028
330.449,0.071
330.46,0.166
330.471,0.138
330.482,0.125
330.492,0.233
330.503,0.464
330.514,0.433
330.525,0.474
330.536,0.712
330.547,0.705
330.558,0.377
330.678,0.134
330.689,0.288
330.7,0.39
330.711,0.375
330.722,0.28
330.733,0.299
330.744,0.562
330.755,0.552
330.766,0.464
330.777,0.324
330.788,0.363
330.799,0.166
330.81,0.156
330.832,0.043
330.854,0.027
331.007,0.086
331.018,0.163
331.029,0.32
331.04,0.586
331.051,0.64
331.061,0.164
331.204,0.31
331.215,0.484
331.226,0.234
331.237,0.112
331.247,0.055
331.269,0.011
331.28,0.094
331.444,0.085
331.455,0.225
331.466,0.218
331.477,0.509
331.488,0.338
331.499,0.286
331.51,0.242
331.521,0.076
331.532,0.089
331.718,0.132
331.729,0.282
331.74,0.18
331.849,0.008
331.86,0.038
331.882,0.105
331.893,0.52
331.904,0.59
331.915,0.721
331.926,0.753
331.937,0.928
331.948,0.782
331.959,0.393
331.969,0.197
332.068,0.09
332.079,0.299
332.09,0.059
332.101,0.496
332.112,0.612
332.123,0.809
332.134,0.688
332.145,0.398
332.156,0.219
332.166,0.016
332.177,0.299
332.188,0.375
332.199,0.063
332.309,0.089
332.32,0.121
332.331,0.266
332.342,0.257
332.352,0.332
332.363,0.331
332.374,0.318
332.385,0.309
332.396,0.362
332.407,0.508
332.418,0.667
332.429,0.697
332.44,0.434
332.451,0.251
332.495,0.027
332.506,0.449
332.517,0.396
332.528,0.336
332.538,0.221
332.549,0.542
332.56,0.779
332.571,0.531
332.582,0.18
332.67,0.149
332.681,0.241
332.91,0.032
332.921,0.036
332.943,0.053
333.578,0.168
333.589,0.426
333.6,0.543
333.611,0.514
333.622,0.558
333.633,0.272
333.829,0.221
333.84,0.613
333.851,0.764
333.862,0.897
333.873,1.058
333.884,1.12
333.895,1.167
333.906,1.106
333.917,0.591
333.928,0.143
333.939,0.262
333.95,0.939
333.961,0.774
333.972,0.821
333.983,0.434
333.994,0.47
334.005,0.568
334.015,0.012
334.07,0.097
334.081,0.401
334.092,0.658
334.103,0.713
334.114,0.834
334.125,0.842
334.136,0.975
334.147,0.971
334.158,0.914
334.169,0.923
334.18,1.003
334.191,1.13
334.201,0.917
334.212,0.722
334.223,0.268
334.234,0.452
334.245,0.637
334.256,0.381
334.267,0.121
334.344,0.185
334.355,0.198
334.366,0.102
334.377,0.172
334.387,0.189
334.398,0.385
334.409,0.17
334.453,0.034
334.464,0.326
334.475,0.438
334.486,0.532
334.497,0.244
334.508,0.329
334.519,0.127
334.683,0.27
334.694,0.336
334.705,0.261
334.716,0.01
334.825,0.123
334.836,0.123
334.847,0.221
334.858,0.267
334.869,0.553
334.88,0.873
334.891,1.184
334.902,1.368
334.913,1.244
334.924,1.177
334.934,1.025
334.945,1.101
334.956,1.126
334.967,1.056
334.978,0.755
334.989,0.496
335.0,0.393
335.011,0.206
335.077,0.102
335.088,0.265
335.099,0.221
335.339,0.066
335.35,0.087
335.405,0.233
335.416,0.351
335.427,0.658
335.438,0.931
335.449,1.398
335.46,1.912
335.471,2.222
335.482,2.335
335.492,2.797
335.503,3.351
335.514,3.81
335.525,4.001
335.536,4.156
335.547,4.423
335.558,4.699
335.569,4.138
335.58,3.33
335.591,2.712
335.602,1.573
335.613,1.356
335.624,0.822
335.635,0.728
335.646,0.016
335.668,0.008
335.678,0.192
335.689,0.944
335.7,1.156
335.711,0.503
335.722,0.728
335.733,0.783
335.744,0.933
335.755,1.146
335.766,1.051
335.777,0.677
335.788,0.269
335.799,0.325
335.81,0.272
335.821,0.579
335.832,0.536
335.843,0.577
335.854,0.217
335.864,0.226
335.875,0.065
335.886,0.126
336.039,0.116
336.05,0.418
336.061,0.681
336.072,0.747
336.083,0.516
336.094,0.549
336.105,0.484
336.116,0.419
336.127,0.075
336.225,0.013
336.236,0.243
336.247,0.137
336.291,0.02
336.302,0.094
336.313,0.203
336.324,0.264
336.335,0.354
336.346,0.619
336.357,0.64
336.368,0.117
336.532,0.186
336.543,0.068
336.576,0.126
336.587,0.19
336.598,0.062
336.784,0.17
336.794,0.161
336.805,0.137
336.816,0.288
336.827,0.689
336.838,0.818
336.849,0.946
336.86,0.721
336.871,0.396
336.882,0.037
337.079,0.055
337.09,0.122
337.101,0.274
337.112,0.402
337.123,0.414
337.134,0.462
337.145,0.397
337.155,0.403
337.166,0.504
337.177,0.581
337.188,0.709
337.199,0.677
337.21,0.153
337.538,0.003
337.549,0.136
337.56,0.161
337.571,0.337
337.582,0.197
337.593,0.009
337.604,0.072
337.615,0.177
337.626,0.094
337.823,0.061
337.834,0.271
337.845,0.411
337.856,0.518
337.867,0.624
337.878,0.483
337.889,0.124
337.9,0.024
337.932,0.178
337.943,0.242
337.954,0.046
338.02,0.168
338.031,0.405
338.042,0.397
338.053,0.064
338.064,0.122
338.075,0.077
338.173,0.024
338.184,0.149
338.195,0.326
338.206,0.66
338.217,0.636
338.228,0.973
338.239,0.743
338.25,0.608
338.261,0.337
338.348,0.313
338.359,0.276
338.37,0.411
338.381,0.493
338.392,0.304
338.403,0.19
338.425,0.066
338.479,0.196
338.49,0.289
338.501,0.259
338.512,0.207
338.523,0.282
338.534,0.554
338.545,0.607
338.556,0.542
338.567,0.151
338.72,0.006
338.731,0.176
338.742,0.257
338.753,0.422
338.764,0.527
338.775,0.3
338.786,0.135
338.797,0.16
338.895,0.009
338.906,0.126
338.917,0.309
338.928,0.379
338.939,0.411
338.95,0.458
338.961,0.605
339.015,0.364
339.026,0.257
339.037,0.179
339.158,0.02
339.169,0.37
339.18,0.704
339.191,1.27
339.201,1.31
339.212,1.493
339.223,1.715
339.234,1.933
339.245,1.863
339.256,1.581
339.267,1.645
339.278,1.115
339.289,0.808
339.3,0.407
339.355,0.816
339.366,0.789
339.376,0.842
339.387,1.032
339.398,0.815
339.409,0.81
339.42,0.839
339.431,0.905
339.442,1.028
339.453,0.952
339.464,0.833
339.475,0.531
339.486,0.762
339.497,0.752
339.508,0.567
339.53,0.197
339.617,0.13
339.628,0.204
339.639,0.167
339.65,0.263
339.661,0.298
339.672,0.508
339.683,0.794
339.694,0.706
339.705,0.334
339.716,0.084
339.727,0.013
339.738,0.05
339.749,0.173
339.759,0.221
339.77,0.047
339.803,0.11
339.814,0.077
340.022,0.072
340.033,0.003
340.186,0.34
340.197,0.496
340.208,0.449
340.219,0.5
340.23,0.499
340.241,0.182
340.317,0.111
340.328,0.355
340.339,0.54
340.35,0.72
340.361,0.303
340.372,0.128
340.383,0.363
340.394,0.012
340.591,0.244
340.602,0.296
340.613,0.055
340.624,0.304
340.635,0.269
340.668,0.046
340.678,0.154
340.689,0.041
340.81,0.125
340.821,0.538
340.832,0.672
340.843,0.476
340.854,0.586
340.865,0.475
340.875,0.434
340.886,0.521
340.897,0.191
340.908,0.277
340.919,0.046
341.269,0.004
341.28,0.241
341.291,0.511
341.302,0.834
341.313,1.119
341.324,1.592
341.335,1.673
341.346,1.31
341.357,1.278
341.368,1.387
341.379,0.943
341.39,0.097
341.455,0.037
341.466,0.324
341.477,0.093
341.521,0.03
341.608,0.131
341.619,0.027
341.762,0.121
341.773,0.193
341.784,0.169
341.794,0.132
341.805,0.195
341.816,0.432
341.827,0.353
341.838,0.386
341.849,0.321
341.86,0.322
341.871,0.173
341.882,0.095
342.057,0.124
342.068,0.352
342.079,0.344
342.09,0.248
342.101,0.237
342.112,0.629
342.123,0.543
342.134,0.293
342.276,0.073
342.287,0.401
342.298,0.403
342.309,0.259
342.32,0.003
342.342,0.141
342.352,0.154
342.396,0.066
342.407,0.095
342.418,0.18
342.429,0.013
342.44,0.077
342.451,0.272
342.462,0.632
342.473,0.865
342.484,1.246
342.495,1.178
342.506,1.054
342.517,0.813
342.527,0.605
342.538,0.587
342.549,0.049
342.593,0.146
342.604,0.345
343.009,0.391
343.02,0.374
343.031,0.565
343.042,0.684
343.053,0.82
343.064,0.896
343.075,0.786
343.085,0.955
343.096,0.992
343.107,1.113
343.118,0.738
343.129,0.019
343.14,0.027
343.151,0.263
343.162,0.249
343.173,0.386
343.184,0.349
343.195,0.398
343.206,0.923
343.217,0.823
343.228,0.497
343.239,0.081
343.392,0.101
343.403,0.276
343.414,0.64
343.425,0.712
343.436,0.888
343.447,0.543
343.457,0.194
343.468,0.166
343.545,0.006
343.556,0.128
343.567,0.055
343.72,0.397
343.731,0.675
343.742,0.788
343.753,0.631
343.764,0.294
343.775,0.123
343.786,0.047
343.797,0.274
343.808,0.207
343.928,0.113
343.961,0.056
343.972,0.163
343.983,0.227
343.994,0.59
344.004,0.73
344.015,0.382
344.026,0.209
344.037,0.173
344.048,0.346
344.059,0.269
344.07,0.018
344.18,0.019
344.19,0.114
344.201,0.289
344.212,0.487
344.223,0.614
344.234,0.873
344.245,1.121
344.256,1.083
344.267,0.87
344.278,0.793
344.289,0.585
344.3,0.153
344.409,0.121
344.42,0.297
344.431,0.496
344.442,0.774
344.453,0.737
344.464,0.142
344.475,0.025
344.486,0.016
344.508,0.212
344.519,0.137
344.727,0.087
344.738,0.077
344.748,0.114
344.759,0.184
344.77,0.178
344.781,0.14
345.055,0.031
345.066,0.012
345.077,0.01
345.208,0.008
345.252,0.135
345.263,0.374
345.274,0.466
345.285,0.816
345.296,1.312
345.306,1.505
345.317,1.267
345.328,1.068
345.339,0.682
345.35,0.626
345.361,0.414
345.372,0.043
345.394,0.033
345.405,0.031
345.416,0.256
345.427,0.391
345.438,0.229
345.471,0.032
345.482,0.154
345.657,0.044
345.667,0.23
345.678,0.185
345.689,0.047
345.7,0.14
345.733,0.137
345.744,0.263
345.755,0.025
345.897,0.217
345.908,0.608
345.919,0.834
345.93,0.88
345.941,0.919
345.952,0.727
345.963,0.233
346.094,0.191
346.105,0.227
346.116,0.352
346.127,0.724
346.138,0.485
346.149,0.371
346.16,0.404
346.171,0.016
346.193,0.227
346.204,0.08
346.368,0.039
346.379,0.113
346.39,0.271
346.401,0.48
346.411,0.818
346.422,0.923
346.433,0.887
346.444,0.333
346.663,0.529
346.674,1.157
346.685,1.156
346.696,0.815
346.707,0.687
346.718,0.512
346.729,0.365
346.74,0.03
346.816,0.362
346.827,0.67
346.838,0.713
346.849,0.42
346.86,0.182
346.871,0.129
346.882,0.363
346.893,0.569
346.904,0.317
347.068,0.236
347.079,0.307
347.09,0.202
347.101,0.162
347.112,0.197
347.123,0.412
347.134,0.605
347.145,0.391
347.156,0.39
347.407,0.129
347.418,0.35
347.429,0.445
347.44,0.473
347.451,0.685
347.462,0.896
347.473,0.581
347.484,0.275
347.604,0.142
347.615,0.027
347.648,0.032
347.867,0.069
347.878,0.362
347.889,0.611
347.9,0.827
347.91,0.764
347.921,0.88
347.932,1.043
347.943,1.226
347.954,0.988
347.965,0.807
347.976,0.669
347.987,0.474
347.998,0.711
348.042,1.104
348.053,1.463
348.064,2.084
348.075,2.649
348.086,3.12
348.096,3.16
348.107,2.723
348.118,2.46
348.129,2.557
348.14,2.019
348.151,1.538
348.162,1.043
348.173,0.679
348.184,0.225
348.282,0.024
348.293,0.384
348.304,0.455
348.315,0.516
348.326,0.27
348.337,0.289
348.37,0.256
348.381,0.331
348.392,0.1
348.578,0.191
348.589,0.509
348.6,0.591
348.611,1.026
348.622,1.25
348.633,1.404
348.643,1.496
348.654,1.753
348.665,1.746
348.676,1.206
348.687,0.908
348.698,0.975
348.709,1.264
348.72,1.138
348.731,1.177
348.742,1.225
348.753,1.069
348.764,0.969
348.775,0.905
348.786,0.879
348.797,0.949
348.808,0.886
348.819,0.908
348.829,0.962
348.84,0.909
348.851,0.974
348.862,1.469
348.873,2.069
348.884,2.659
348.895,3.557
348.906,4.842
348.917,6.633
349.059,0.21
349.07,0.112
349.212,0.115
349.223,0.255
349.234,0.477
349.245,0.756
349.256,0.539
349.267,0.322
349.278,0.461
349.289,0.085
349.442,0.113
349.453,0.165
349.464,0.093
349.705,0.087
349.716,0.434
349.727,0.733
349.737,0.738
349.748,0.385
349.759,0.018
349.934,0.215
349.945,0.778
349.956,1.114
349.967,1.148
349.978,0.435
350.142,0.043
350.153,0.173
350.164,0.077
350.197,0.032
350.208,0.372
350.219,0.348
350.23,0.278
350.241,0.103
350.317,0.125
350.328,0.758
350.339,0.758
350.35,0.544
350.361,0.5
350.372,0.507
350.383,0.558
350.394,0.755
350.405,0.655
350.416,0.56
350.427,0.309
350.438,0.092
350.449,0.073
350.46,0.098
350.503,0.334
350.514,0.304
350.525,0.383
350.536,0.163
350.547,0.24
350.558,0.195
350.569,0.267
350.58,0.149
350.591,0.275
350.602,0.231
350.613,0.274
350.635,0.036
350.646,0.178
350.657,0.306
350.667,0.567
350.678,0.251
350.788,0.074
350.799,0.238
350.81,0.19
350.821,0.032
350.832,0.077
351.018,0.075
351.029,0.442
351.04,0.569
351.051,0.932
351.061,1.013
351.072,0.63
351.083,0.281
351.401,0.238
351.412,0.754
351.422,1.182
351.433,1.254
351.444,0.841
351.455,0.627
351.466,0.754
351.477,0.866
351.488,0.888
351.499,0.546
351.51,0.443
351.521,0.451
351.532,0.216
351.652,0.008
351.685,0.034
351.707,0.053
351.718,0.286
351.729,0.237
351.74,0.04
351.937,0.327
351.948,0.438
351.959,0.177
351.969,0.134
352.035,0.05
352.046,0.288
352.057,0.607
352.068,0.897
352.079,0.976
352.09,0.752
352.101,0.665
352.112,0.579
352.123,0.783
352.134,0.765
352.145,0.506
352.298,0.068
352.309,0.421
352.32,0.604
352.331,0.603
352.342,0.436
352.352,0.756
352.363,1.075
352.374,0.793
352.385,0.318
352.396,0.353
352.407,0.096
352.506,0.156
352.517,0.071
352.538,0.039
352.549,0.137
352.56,0.519
352.571,0.698
352.582,0.88
352.593,1.26
352.604,1.196
352.615,0.802
352.626,0.984
352.637,0.935
352.648,0.731
352.659,0.387
352.67,0.118
352.724,0.178
352.735,0.019
352.823,0.125
352.834,0.464
352.845,0.205
352.856,0.003
353.009,0.266
353.02,0.441
353.031,0.527
353.042,0.617
353.053,0.461
353.064,0.468
353.075,0.829
353.085,0.822
353.096,0.598
353.107,0.104
353.129,0.06
353.228,0.226
353.239,0.672
353.25,0.613
353.26,0.479
353.271,0.935
353.282,1.192
353.293,0.991
353.304,1.021
353.315,0.891
353.326,0.175
353.479,0.398
353.49,0.639
353.501,0.831
353.512,0.839
353.523,0.676
353.534,0.471
353.611,0.0
353.622,0.046
353.633,0.081
353.644,0.089
353.72,0.12
353.731,0.244
353.742,0.386
353.753,0.555
353.764,0.355
353.775,0.255
353.786,0.396
353.797,0.619
353.808,0.168
357.352,0.059
357.363,0.375
357.374,0.648
357.385,0.601
357.396,0.509
357.407,0.715
357.418,0.618
357.429,0.368
357.44,0.221
357.451,0.132
357.637,0.131
357.648,0.474
357.659,0.888
357.67,1.58
357.681,2.725
357.692,3.32
357.703,3.541
357.714,3.983
357.724,4.364
357.735,5.091
357.746,4.802
357.757,4.679
357.768,3.005
357.779,2.824
357.79,1.334
357.801,1.311
357.812,0.301
358.085,0.26
358.096,0.643
358.107,0.795
358.118,0.569
358.129,0.673
358.14,0.46
358.151,0.54
358.162,0.365
358.173,0.531
358.184,0.682
358.195,0.791
358.206,0.673
358.217,0.519
358.228,0.355
358.239,0.644
358.25,0.272
358.457,0.189
358.468,0.133
358.479,0.21
358.49,0.231
358.501,0.223
358.512,0.225
358.523,0.237
358.534,0.412
358.545,0.544
358.556,0.415
358.567,0.183
358.578,0.314
358.589,0.351
358.6,0.16
358.611,0.22
358.622,0.27
358.633,0.098
358.731,0.0
358.742,0.137
358.753,0.427
358.764,0.513
358.775,0.655
358.786,0.631
358.797,0.211
358.928,0.101
358.939,0.163
358.95,0.334
358.961,0.154
359.015,0.3
359.026,0.173
359.212,0.063
359.322,0.097
359.562,0.48
359.573,0.731
359.584,0.689
359.595,0.5
359.672,0.134
359.683,0.564
359.694,0.951
359.705,0.959
359.716,0.527
359.727,0.498
359.759,0.131
359.77,0.537
359.781,1.077
359.792,0.962
359.803,0.792
359.814,0.419
359.825,0.316
359.934,0.278
359.945,0.349
360.197,0.008
360.208,0.253
360.219,0.243
360.23,0.203
360.241,0.154
360.263,0.008
360.471,0.067
360.482,0.39
360.492,0.453
360.503,0.407
360.514,0.503
360.525,0.358
360.624,0.471
360.635,0.582
360.646,0.551
360.657,0.47
360.668,0.564
360.678,0.248
360.689,0.354
360.7,0.414
360.711,0.565
360.722,0.422
360.733,0.067
360.777,0.101
360.788,0.048
360.799,0.057
360.81,0.141
360.821,0.023
360.941,0.054
360.952,0.333
360.963,0.508
360.974,0.555
360.985,0.398
361.018,0.056
361.029,0.153
361.04,0.124
361.051,0.165
361.061,0.193
361.072,0.221
361.083,0.216
361.094,0.069
361.116,0.047
361.127,0.319
361.138,0.094
361.149,0.116
361.16,0.401
361.171,0.52
361.182,0.337
361.193,0.414
361.204,0.673
361.215,0.701
361.236,0.69
361.247,0.633
361.258,0.089
361.412,0.097
361.422,0.037
361.433,0.034
361.466,0.195
361.477,0.709
361.488,0.926
361.499,0.998
361.51,0.692
361.521,0.424
361.532,0.209
361.543,0.193
361.554,0.513
361.565,0.701
361.576,0.863
361.587,0.94
361.598,0.854
361.608,1.104
361.619,1.226
361.63,1.299
361.641,1.238
361.652,1.156
361.663,1.127
361.674,1.064
361.685,0.809
361.696,0.832
361.707,0.946
361.718,1.187
361.729,1.196
361.74,1.093
361.751,0.964
361.762,0.803
361.773,0.618
361.784,0.396
361.794,0.094
361.805,0.384
361.816,0.47
361.827,0.263
361.838,0.034
361.926,0.188
361.937,0.138
361.948,0.164
361.959,0.114
361.97,0.233
361.991,0.143
362.002,0.272
362.013,0.272
362.024,0.139
362.341,0.033
362.352,0.031
362.363,0.262
362.374,0.327
362.385,0.605
362.396,1.073
362.407,1.452
362.418,1.666
362.429,1.857
362.44,1.793
362.451,2.04
362.462,1.777
362.473,1.67
362.484,1.592
362.495,1.783
362.506,1.539
362.517,1.399
362.527,1.484
362.538,1.775
362.549,1.513
362.56,2.295
362.571,2.715
362.582,3.064
362.593,3.392
362.604,3.635
362.615,3.884
362.626,4.302
362.637,5.065
362.648,5.365
362.659,5.111
362.67,3.85
362.681,2.579
362.692,1.705
362.703,0.69
362.713,0.408
362.801,0.23
362.823,0.051
362.834,0.115
362.845,0.06
362.856,0.0
362.867,0.129
362.878,0.24
362.889,0.371
362.899,0.428
362.91,0.42
362.921,0.543
362.932,0.454
362.943,0.077
362.954,0.029
363.085,0.09
363.096,0.246
363.107,0.298
363.118,0.288
363.14,0.099
363.151,0.11
363.162,0.304
363.173,0.374
363.239,0.087
363.436,0.444
363.447,0.865
363.458,0.628
363.49,0.098
363.501,0.055
363.512,0.026
363.523,0.337
363.6,0.419
363.611,0.57
363.622,0.191
363.633,0.163
363.644,0.136
363.654,0.109
363.665,0.073
363.676,0.095
363.687,0.134
363.698,0.216
363.709,0.184
363.72,0.052
363.84,0.028
363.851,0.282
363.862,0.143
364.081,0.095
364.092,0.053
364.103,0.304
364.114,0.15
364.18,0.175
364.191,0.356
364.201,0.417
364.212,0.417
364.333,0.145
364.344,0.4
364.355,0.622
364.366,0.766
364.377,0.699
364.387,0.461
364.398,0.191
364.541,0.12
364.552,0.541
