Depth_m,Br
280.46,0.833
280.471,0.656
280.482,0.271
280.492,0.137
280.503,0.088
280.624,0.388
280.635,0.497
280.646,0.562
280.657,0.59
280.668,0.589
280.678,0.375
280.689,0.075
280.853,0.264
280.864,0.589
280.875,0.677
280.886,0.964
280.897,1.032
280.908,0.918
280.919,0.927
280.93,0.755
280.941,0.57
280.952,0.451
280.963,0.037
281.029,0.115
281.039,0.402
281.05,0.674
281.061,0.491
281.072,0.199
281.094,0.163
281.105,0.642
281.116,0.969
281.127,1.052
281.138,1.131
281.149,1.334
281.16,1.42
281.171,1.329
281.182,1.386
281.193,1.176
281.204,0.782
281.215,0.615
281.226,0.349
281.236,0.364
281.247,0.033
281.324,0.038
281.346,0.108
281.357,0.101
281.368,0.155
281.598,0.03
281.608,0.411
281.619,0.569
281.63,0.574
281.641,0.644
281.652,0.675
281.663,0.69
281.674,0.735
281.685,0.778
281.696,0.774
281.707,0.87
281.718,1.368
281.729,1.69
281.74,1.67
281.751,1.154
281.762,0.96
281.773,0.672
281.784,0.514
281.794,0.253
281.805,0.016
281.86,0.22
281.871,0.079
281.882,0.316
281.893,0.884
281.904,1.306
281.915,1.353
281.926,1.291
281.937,0.784
281.948,0.168
281.959,0.055
281.97,0.103
281.98,0.231
281.991,0.354
282.002,0.572
282.013,0.605
282.024,0.791
282.035,0.768
282.046,0.725
282.057,0.913
282.068,0.989
282.079,1.249
282.09,1.537
282.101,1.483
282.112,1.807
282.123,1.659
282.134,1.128
282.145,0.298
282.232,0.364
282.243,0.338
282.254,0.242
282.265,0.384
282.276,0.503
282.287,0.542
282.298,0.103
282.309,0.029
282.418,0.044
282.429,0.036
282.44,0.427
282.451,0.817
282.462,0.658
282.473,0.599
282.484,0.549
282.495,0.585
282.506,0.417
282.517,0.301
282.527,0.044
282.538,0.011
282.549,0.02
282.626,0.239
282.637,0.295
282.648,0.369
282.659,0.391
282.67,0.634
282.681,0.668
282.692,0.593
282.703,0.573
282.714,0.749
282.724,0.868
282.735,0.704
282.746,0.844
282.757,0.491
282.768,0.305
282.823,0.07
282.834,0.392
282.845,0.402
282.856,0.355
282.867,0.15
282.878,0.117
282.965,0.303
282.976,0.708
282.987,0.982
282.998,1.085
283.009,0.944
283.02,0.638
283.031,0.397
283.14,0.057
283.151,0.044
283.162,0.201
283.173,0.33
283.184,0.649
283.195,0.815
283.206,1.01
283.217,0.902
283.228,1.101
283.239,1.011
283.25,0.893
283.282,1.05
283.293,0.734
283.304,0.299
283.479,0.007
283.49,0.145
283.501,0.307
283.512,0.271
283.523,0.444
283.534,0.769
283.545,0.65
283.556,0.09
283.698,0.01
283.709,0.012
283.895,0.053
283.906,0.08
284.125,0.375
284.136,0.231
284.147,0.277
284.158,0.75
284.169,1.057
284.18,1.107
284.19,0.898
284.201,0.921
284.212,0.268
284.344,0.307
284.355,0.422
284.464,0.406
284.475,0.996
284.486,1.4
284.497,1.361
284.508,1.435
284.519,1.314
284.53,1.166
284.541,1.144
284.552,1.167
284.562,1.189
284.573,0.97
284.584,0.731
284.595,0.121
284.891,0.563
284.902,0.542
284.913,0.369
284.924,0.556
284.934,0.834
284.945,0.732
284.956,0.078
285.088,0.101
285.099,0.24
285.11,0.144
285.12,0.162
285.131,0.109
285.142,0.108
285.153,0.173
285.164,0.05
285.307,0.332
285.317,0.348
285.328,0.659
285.339,0.602
285.35,0.298
285.361,0.302
285.372,0.325
285.383,0.396
285.394,0.305
285.525,0.034
285.536,0.301
285.547,0.417
285.558,0.823
285.569,1.034
285.58,1.326
285.591,1.285
285.602,1.236
285.613,0.878
285.624,1.107
285.635,1.0
285.646,0.314
285.755,0.155
285.788,0.478
285.799,0.606
285.81,0.98
285.821,1.279
285.832,1.138
285.843,0.68
285.854,0.573
285.864,0.5
285.875,0.185
285.93,0.152
285.941,0.192
285.952,0.24
285.963,0.374
285.974,0.582
285.985,0.533
285.996,0.533
286.007,0.604
286.018,0.539
286.029,0.289
286.04,0.229
286.05,0.112
286.061,0.086
286.072,0.143
286.083,0.093
286.094,0.134
286.105,0.251
286.116,0.487
286.127,0.675
286.138,0.498
286.149,0.183
286.28,0.027
286.291,0.122
286.302,0.289
286.313,0.665
286.324,1.078
286.335,1.274
286.346,1.228
286.357,1.498
286.368,1.75
286.379,1.098
286.39,0.288
286.532,0.079
286.543,0.548
286.554,0.931
286.565,1.319
286.576,1.883
286.587,2.348
286.598,2.609
286.608,1.874
286.619,1.528
286.63,0.605
286.641,0.294
286.74,0.304
286.751,0.54
286.762,0.302
286.915,0.167
286.926,0.355
286.937,0.297
286.948,0.369
286.959,0.598
286.97,0.575
286.98,0.59
286.991,0.625
287.002,0.666
287.013,0.498
287.024,0.217
287.09,0.354
287.101,0.586
287.112,0.999
287.123,1.174
287.134,1.145
287.145,1.244
287.155,1.08
287.166,0.902
287.177,1.061
287.188,1.066
287.199,1.448
287.21,1.379
287.221,1.465
287.232,1.039
287.243,0.972
287.254,0.617
287.265,0.49
287.276,0.355
287.593,0.006
287.604,0.113
287.615,0.317
287.626,0.459
287.648,0.82
287.659,1.238
287.67,1.368
287.681,1.35
287.692,1.474
287.703,1.675
287.714,1.98
287.724,2.204
287.735,2.399
287.746,2.347
287.757,2.343
287.768,1.836
287.779,0.782
288.053,0.483
288.064,1.689
288.075,1.464
288.085,1.443
288.107,1.185
288.118,1.003
288.129,1.005
288.14,0.695
288.151,0.853
288.162,0.794
288.173,0.715
288.184,0.773
288.195,0.84
288.206,0.711
288.217,0.365
288.228,0.105
288.25,0.05
288.261,0.117
288.271,0.197
288.282,0.097
288.414,0.002
288.425,0.07
288.436,0.14
288.447,0.214
288.457,0.202
288.468,0.243
288.479,0.179
288.49,0.211
288.501,0.21
288.512,0.451
288.523,0.598
288.534,0.309
288.742,0.369
288.753,1.373
288.764,1.562
288.775,1.423
288.786,1.351
288.797,1.552
288.808,1.753
288.819,1.403
288.829,0.286
288.928,0.379
288.939,0.55
288.95,0.3
288.961,0.089
288.972,0.328
288.983,0.441
288.994,0.602
289.005,0.745
289.015,0.543
289.158,0.391
289.169,0.961
289.18,1.437
289.191,1.561
289.201,1.583
289.212,1.404
289.223,0.964
289.234,0.803
289.245,0.363
289.344,0.066
289.355,0.219
289.366,0.325
289.431,0.085
289.442,0.278
289.453,0.505
289.464,0.926
289.475,1.361
289.486,1.274
289.497,1.202
289.508,0.33
289.519,0.078
289.967,0.047
289.978,0.148
289.989,0.621
290.0,0.951
290.011,1.377
290.022,1.528
290.033,1.546
290.044,1.483
290.055,1.462
290.066,1.191
290.077,0.923
290.088,0.735
290.099,0.731
290.11,0.856
290.12,0.686
290.131,0.587
290.142,0.749
290.153,1.295
290.164,1.414
290.175,1.533
290.186,1.717
290.197,1.867
290.208,1.918
290.219,1.66
290.23,1.568
290.241,1.519
290.252,1.365
290.263,1.354
290.274,1.251
290.285,1.381
290.296,1.332
290.306,1.403
290.317,0.98
290.328,0.387
290.492,0.1
290.503,0.235
290.514,0.381
290.525,0.761
290.536,1.183
290.547,1.203
290.558,0.496
290.624,0.234
290.635,0.506
290.646,0.37
290.657,0.38
290.668,0.247
290.678,0.284
290.766,0.004
290.952,0.096
291.04,0.152
291.05,0.092
291.061,0.056
291.16,0.371
291.171,0.229
291.182,0.638
291.193,0.644
291.204,0.863
291.215,0.794
291.226,0.838
291.236,0.915
291.247,0.594
291.258,0.22
291.269,0.202
291.28,0.009
291.663,0.153
291.674,0.238
291.685,0.77
291.696,0.941
291.707,1.417
291.718,1.482
291.729,1.197
291.74,0.685
291.751,0.206
292.035,0.027
292.046,0.622
292.057,0.941
292.068,1.102
292.079,0.963
292.09,0.856
292.101,0.873
292.112,0.807
292.123,0.787
292.134,0.432
292.145,0.239
292.32,0.053
292.331,0.315
292.341,0.501
292.352,0.8
292.363,1.057
292.374,1.243
292.385,1.258
292.396,1.4
292.407,1.203
292.418,0.774
292.429,0.605
292.44,0.388
292.451,0.238
292.527,0.019
292.538,0.182
292.549,0.667
292.56,1.187
292.571,1.133
292.582,0.966
292.593,1.103
292.604,1.346
292.615,1.636
292.626,1.239
292.648,0.819
292.659,0.208
292.801,0.145
292.812,0.05
293.009,0.356
293.02,0.598
293.031,0.688
293.042,0.74
293.053,0.673
293.064,0.587
293.075,0.491
293.085,0.357
293.096,0.503
293.107,0.203
293.261,0.129
293.271,0.389
293.282,0.749
293.293,1.128
293.304,1.343
293.315,1.591
293.326,1.352
293.337,0.553
293.457,0.164
293.468,0.201
293.479,0.594
293.49,0.91
293.501,1.42
293.512,2.321
293.523,1.876
293.534,1.811
293.545,2.016
293.556,1.903
293.567,2.221
293.578,2.487
293.589,2.555
293.6,2.792
293.611,2.929
293.622,2.652
293.633,2.385
293.643,1.872
293.654,1.662
293.665,1.182
293.676,0.696
293.687,0.219
293.797,0.138
293.808,0.135
293.819,0.007
294.147,0.242
294.158,0.666
294.169,0.919
294.18,1.304
294.191,1.713
294.201,1.898
294.212,1.515
294.223,0.999
294.234,0.565
294.245,0.086
294.42,0.221
294.431,0.87
294.442,1.767
294.453,2.445
294.464,2.271
294.475,1.823
294.486,1.708
294.519,1.712
294.53,1.436
294.541,1.048
294.552,0.654
294.562,0.292
294.573,0.136
294.584,0.073
294.595,0.028
294.672,0.22
294.683,0.339
294.694,1.283
294.705,1.513
294.716,1.118
294.727,0.447
294.738,0.426
294.749,0.405
294.759,0.422
294.77,0.254
294.781,0.195
294.792,0.187
294.803,0.018
294.814,0.501
294.825,0.601
294.836,0.735
294.847,1.575
294.858,1.321
294.869,1.109
294.88,1.594
294.891,1.881
294.902,2.101
294.913,1.031
295.0,0.091
295.011,0.38
295.022,0.598
295.033,0.356
295.044,0.489
295.055,0.56
295.066,0.721
295.077,0.895
295.088,0.871
295.099,0.78
295.11,0.524
295.175,0.178
295.186,0.102
295.197,0.285
295.208,0.525
295.219,0.097
295.23,0.446
295.241,0.457
295.252,0.497
295.263,0.672
295.274,0.828
295.285,1.017
295.296,1.149
295.307,1.205
295.317,1.081
295.328,0.886
295.339,0.649
295.35,0.393
295.613,0.174
295.624,0.485
295.635,0.682
295.646,1.054
295.657,1.065
295.668,0.702
295.678,0.661
295.689,0.524
295.7,0.264
295.93,0.184
295.941,0.328
295.952,0.462
295.963,0.236
295.974,0.527
295.985,0.933
295.996,1.309
296.007,0.864
296.018,0.101
296.215,0.193
296.226,0.47
296.236,0.638
296.247,0.674
296.258,0.818
296.269,0.219
296.368,0.207
296.39,0.33
296.401,0.316
296.455,0.036
296.466,0.099
296.477,0.047
296.63,0.128
296.641,0.588
296.652,0.916
296.663,0.894
296.674,1.147
296.685,1.325
296.696,1.347
296.707,1.384
296.718,1.336
296.729,1.15
296.74,0.821
296.751,0.27
296.762,0.009
296.882,0.205
296.893,0.384
296.904,0.345
296.915,0.317
296.926,0.522
296.937,0.633
296.948,0.792
296.959,0.962
296.969,1.038
296.98,1.076
296.991,1.071
297.002,0.407
297.123,0.268
297.134,0.592
297.145,0.551
297.155,0.549
297.166,0.558
297.177,0.282
297.32,0.103
297.331,0.641
297.342,1.139
297.352,1.405
297.363,1.679
297.374,1.855
297.385,2.022
297.396,2.074
297.407,1.742
297.418,1.232
297.429,0.852
297.44,0.549
297.451,0.163
297.462,0.1
297.473,0.084
297.484,0.234
297.495,0.601
297.506,0.404
297.517,0.317
297.527,0.224
297.538,0.291
297.549,0.353
297.56,0.33
297.571,0.217
297.582,0.245
297.593,0.349
297.604,0.114
297.823,0.073
297.834,0.122
297.845,0.305
297.856,0.555
297.867,0.529
297.878,0.319
297.889,0.26
297.9,0.126
298.096,0.434
298.107,0.752
298.118,0.967
298.129,0.954
298.14,1.103
298.151,1.19
298.162,1.405
298.173,1.353
298.184,1.467
298.195,1.651
298.206,1.85
298.217,1.768
298.228,1.529
298.239,1.129
298.25,0.709
298.261,0.236
298.381,0.066
298.392,0.113
298.403,0.109
298.436,0.03
298.447,0.105
298.457,0.252
298.468,0.212
298.479,0.5
298.49,0.64
298.501,0.589
298.512,0.3
298.687,0.367
298.698,0.372
298.709,0.287
298.731,0.034
298.742,0.192
298.753,0.275
298.764,0.228
298.775,0.319
298.786,0.752
298.797,1.64
298.808,2.053
298.819,2.013
298.829,1.921
298.84,1.751
298.851,1.279
298.862,1.237
298.873,1.03
298.884,0.7
298.895,0.152
299.081,0.001
299.114,0.01
299.125,0.203
299.136,0.264
299.147,0.268
299.158,0.23
299.169,0.307
299.18,0.261
299.191,0.224
299.201,0.258
299.3,0.25
299.311,1.097
299.322,1.271
299.333,1.269
299.344,1.264
299.355,1.411
299.366,1.364
299.377,0.994
299.387,1.003
299.398,1.173
299.409,1.301
299.42,1.493
299.431,1.173
299.442,0.611
299.453,0.111
299.573,0.136
299.584,0.306
299.595,0.358
299.617,0.809
299.628,1.222
299.639,1.208
299.65,1.052
299.661,0.697
299.672,0.375
299.683,0.01
299.891,0.139
299.902,0.592
299.913,0.676
300.0,0.732
300.011,0.628
300.022,0.193
300.033,0.057
300.044,0.04
300.175,0.264
300.186,0.671
300.197,1.159
300.208,2.164
300.219,2.211
300.23,2.278
300.241,1.962
300.252,1.865
300.263,1.973
300.274,1.872
300.285,1.217
300.296,0.495
300.306,0.219
300.317,0.094
300.427,0.117
300.438,0.102
300.449,0.543
300.46,0.626
300.471,0.61
300.492,0.027
300.602,0.048
300.613,0.482
300.624,0.751
300.635,0.732
300.646,0.505
300.657,0.443
300.668,0.88
300.678,1.393
300.689,1.931
300.7,1.937
300.711,1.885
300.722,1.544
300.733,1.28
300.744,0.65
300.755,0.284
300.875,0.205
300.886,0.451
300.897,0.448
300.908,0.683
300.919,0.943
300.93,0.953
300.941,0.431
301.072,0.118
301.083,0.51
301.094,1.056
301.105,1.506
301.116,1.647
301.127,1.649
301.138,1.831
301.149,1.847
301.16,1.791
301.171,1.599
301.182,1.398
301.193,0.856
301.204,0.32
301.379,0.164
301.39,0.723
301.401,1.063
301.412,1.26
301.422,1.299
301.433,1.423
301.444,1.177
301.455,1.011
301.466,0.414
301.608,0.155
301.619,0.225
301.63,0.475
301.641,0.562
301.652,0.796
301.663,0.878
301.674,0.978
301.685,0.713
301.696,0.656
301.707,0.324
301.718,0.181
301.729,0.13
301.871,0.055
301.882,0.265
301.893,0.216
301.904,0.107
301.915,0.074
302.298,0.065
302.309,0.156
302.32,0.313
302.331,0.258
302.341,0.012
302.517,0.22
302.527,0.429
302.538,0.94
302.549,1.285
302.56,1.502
302.571,1.255
302.582,1.335
302.593,1.296
302.604,1.357
302.615,1.005
302.626,0.614
302.637,0.437
302.648,0.411
302.659,0.352
302.67,0.293
302.681,0.096
302.692,0.125
302.703,0.207
302.713,0.275
302.724,0.244
302.735,0.267
302.746,0.337
302.757,0.165
302.768,0.046
302.943,0.059
302.954,0.467
302.965,0.801
302.976,0.935
302.987,0.857
302.998,0.456
303.009,0.209
303.02,0.1
303.173,0.018
303.184,0.414
303.195,0.436
303.206,1.076
303.217,1.298
303.228,1.363
303.239,0.8
303.25,0.63
303.261,0.792
303.272,0.787
303.293,0.946
303.304,1.052
303.315,0.949
303.326,1.211
303.337,1.217
303.348,1.161
303.359,0.536
303.479,0.133
303.49,0.142
303.501,0.293
303.512,0.351
303.523,0.926
303.534,1.447
303.545,1.748
303.556,2.015
303.567,1.561
303.578,1.129
303.589,0.915
303.6,1.009
303.611,0.574
303.873,0.291
303.884,0.782
303.895,1.035
303.906,1.081
303.917,0.976
303.928,0.82
303.939,0.416
303.95,0.22
303.961,0.014
303.972,0.016
303.983,0.054
304.169,0.163
304.18,0.848
304.191,1.203
304.201,1.339
304.212,1.362
304.223,1.497
304.234,1.205
304.245,0.834
304.256,0.169
305.405,0.655
305.416,1.358
305.427,1.696
305.438,1.602
305.449,1.556
305.46,1.477
305.471,1.64
305.482,1.948
305.493,2.506
305.503,2.379
305.514,1.602
305.525,0.973
305.536,0.776
305.547,0.654
305.558,0.362
305.624,0.369
305.635,0.607
305.646,0.471
305.657,0.211
305.668,0.444
305.678,0.469
305.689,0.502
305.7,1.01
305.711,1.66
305.722,2.046
305.733,2.118
305.744,1.707
305.755,1.675
305.766,1.353
305.777,0.891
305.788,0.33
305.821,0.069
305.875,0.038
305.886,0.816
305.897,1.291
305.908,1.267
305.919,1.973
305.93,2.072
305.941,1.735
305.952,0.539
306.072,0.084
306.083,0.356
306.094,0.513
306.105,0.981
306.116,1.126
306.127,1.467
306.138,1.618
306.149,1.883
306.16,2.025
306.171,2.37
306.182,2.583
306.193,2.287
306.204,1.314
306.215,0.417
306.379,0.085
306.39,0.145
306.401,0.46
306.412,0.847
306.422,1.163
306.433,1.157
306.444,1.041
306.455,1.445
306.466,1.327
306.477,0.973
306.488,0.619
306.499,0.297
306.63,0.25
306.641,0.772
306.652,0.849
306.663,0.859
306.674,1.041
306.685,1.452
306.696,1.304
306.707,0.62
306.991,0.003
307.002,0.644
307.013,1.152
307.024,1.353
307.035,1.61
307.046,1.559
307.057,1.579
307.068,1.784
307.079,1.484
307.09,1.089
307.101,1.048
307.112,0.827
307.123,0.461
307.243,0.155
307.254,0.254
307.265,0.501
307.276,0.981
307.287,1.46
307.298,1.701
307.309,1.708
307.32,1.312
307.331,0.816
307.341,0.167
307.473,0.12
307.484,0.43
307.495,0.876
307.506,1.219
307.517,1.245
307.527,1.402
307.538,1.058
307.549,1.173
307.56,1.142
307.571,1.023
307.582,0.806
307.593,0.538
307.604,0.306
307.615,0.055
307.735,0.098
307.746,0.667
307.757,0.197
307.768,0.718
307.779,1.184
307.79,1.03
307.801,0.838
307.812,0.832
307.823,1.015
307.834,0.842
307.845,0.902
307.856,1.024
307.867,0.729
307.878,0.269
307.987,0.12
307.998,0.41
308.009,0.444
308.02,0.735
308.031,0.741
308.042,0.952
308.053,1.3
308.064,1.611
308.075,1.679
308.086,1.713
308.096,1.363
308.107,0.937
308.118,0.695
308.129,0.687
308.14,0.816
308.151,1.034
308.162,0.947
308.173,1.106
308.184,1.284
308.195,1.492
308.206,1.322
308.217,1.215
308.228,1.104
308.239,1.106
308.25,0.706
308.261,0.495
308.819,0.26
308.829,0.688
308.84,0.845
308.851,0.876
308.862,0.75
308.873,0.818
308.884,0.905
308.895,0.987
308.906,1.448
308.917,1.269
308.928,0.689
308.939,0.191
309.015,0.272
309.026,0.582
309.037,0.636
309.048,0.806
309.059,1.054
309.07,1.037
309.081,0.912
309.092,0.717
309.103,0.816
309.114,0.897
309.125,0.661
309.136,0.597
309.147,0.211
309.158,0.067
309.289,0.081
309.333,0.25
309.344,0.793
309.355,1.051
309.366,1.006
309.377,0.886
309.387,0.744
309.398,1.007
309.409,1.057
309.42,0.9
309.431,0.863
309.442,0.916
309.453,0.409
309.803,0.042
309.814,0.451
309.825,0.585
309.836,0.406
309.847,0.351
309.858,0.651
309.869,0.834
309.88,0.992
309.891,1.028
309.902,1.179
309.913,1.268
309.924,0.65
309.956,0.048
310.296,0.239
310.307,0.461
310.317,0.566
310.328,0.624
310.339,0.465
310.35,0.77
310.361,0.511
310.372,0.663
310.383,0.446
310.394,0.199
310.558,0.338
310.569,1.087
310.58,1.82
310.591,1.509
310.602,0.773
310.613,0.076
310.624,0.253
310.635,0.403
310.646,0.407
310.657,0.459
310.668,0.132
310.711,0.216
310.722,0.397
310.733,0.748
310.744,0.824
310.755,0.563
310.766,0.165
310.777,0.004
310.985,0.069
310.996,0.251
311.007,0.367
311.018,0.347
311.029,0.36
311.04,0.653
311.05,0.859
311.061,0.733
311.072,0.403
311.083,0.457
311.094,0.548
311.105,0.793
311.116,0.65
311.127,0.402
311.171,0.002
311.237,0.375
311.247,0.744
311.258,0.766
311.269,0.655
311.28,0.421
311.291,0.904
311.302,1.131
311.313,1.244
311.324,1.091
311.335,0.919
311.346,1.012
311.357,0.55
311.368,0.051
311.63,0.137
311.641,0.808
311.652,1.066
311.663,1.372
311.674,1.603
311.685,2.068
311.696,2.069
311.707,1.808
311.718,1.267
311.729,0.745
311.74,0.279
311.816,0.37
311.827,1.076
311.838,1.578
311.849,1.17
311.86,0.956
311.871,0.606
311.882,0.376
312.046,0.11
312.057,0.362
312.079,0.087
312.09,0.658
312.101,1.191
312.112,1.726
312.123,2.272
312.134,2.817
312.145,3.005
312.156,3.011
312.166,3.168
312.177,3.355
312.188,3.196
312.199,3.124
312.21,2.621
312.221,2.004
312.232,1.303
312.243,0.896
312.254,0.297
312.374,0.345
312.385,0.632
312.396,1.236
312.407,1.106
312.418,1.109
312.429,0.855
312.44,0.977
312.451,1.205
312.462,1.395
312.473,0.576
312.67,0.482
312.681,0.65
312.692,0.771
312.703,0.622
312.713,0.593
312.724,0.359
312.801,0.19
312.812,0.45
312.823,0.276
312.834,0.321
312.845,0.512
312.856,1.002
312.867,1.163
312.878,1.103
312.888,1.018
312.899,1.01
312.91,1.178
312.921,1.048
312.932,0.785
312.943,0.192
313.129,0.267
313.14,0.386
313.151,0.331
313.162,0.329
313.173,0.384
313.184,0.612
313.195,0.555
313.206,1.001
313.217,1.306
313.228,1.453
313.239,0.877
313.25,0.804
313.261,0.691
313.271,0.521
313.326,0.01
313.337,0.591
313.348,1.139
313.359,1.739
313.37,2.186
313.381,2.154
313.392,2.147
313.403,1.818
313.414,1.547
313.425,1.489
313.436,0.881
313.468,0.363
313.698,0.117
313.72,0.121
313.829,0.12
313.84,0.083
313.906,0.08
313.928,0.037
313.939,0.051
313.95,0.108
313.961,0.057
313.972,0.182
313.983,0.306
313.994,0.084
314.212,0.04
314.387,0.162
314.398,0.655
314.409,1.143
314.42,1.283
314.431,1.304
314.442,1.289
314.453,1.758
314.464,1.784
314.475,1.779
314.486,1.048
314.497,0.871
314.508,0.657
314.519,0.836
314.53,0.919
314.541,0.517
314.606,0.234
314.617,0.303
314.628,0.349
314.639,0.194
314.65,0.682
314.661,1.082
314.672,0.903
314.683,0.236
314.902,0.308
314.913,0.961
314.924,1.477
314.934,1.468
314.945,1.543
314.956,1.443
314.967,1.285
314.978,1.003
314.989,0.497
315.0,0.113
315.099,0.047
315.11,0.271
315.121,0.045
315.131,0.131
315.142,0.219
315.153,0.444
315.164,0.433
315.175,0.53
315.186,0.793
315.197,0.32
315.35,0.051
315.361,0.772
315.372,1.172
315.383,1.038
315.394,0.923
315.405,1.056
315.416,1.027
315.427,0.757
317.298,0.073
317.309,0.06
317.32,0.223
317.331,0.015
317.342,0.282
317.353,0.397
317.363,0.963
317.374,0.945
317.385,0.879
317.396,0.757
317.407,1.07
317.418,0.838
317.429,1.093
317.44,0.433
317.451,0.455
317.462,0.313
317.473,0.113
317.604,0.037
317.615,0.463
317.626,1.131
317.637,1.676
317.648,2.231
317.659,2.377
317.67,2.506
317.681,2.255
317.692,2.02
317.703,1.558
317.713,0.897
317.724,0.582
317.735,0.42
317.779,0.31
317.79,0.233
317.801,0.474
317.812,0.643
317.823,0.176
317.834,0.026
317.845,0.083
317.856,0.111
317.867,0.454
317.878,0.394
317.889,0.729
317.9,0.708
317.91,1.161
317.921,1.496
317.932,1.432
317.943,1.823
317.954,2.081
317.965,2.006
317.976,1.201
317.987,0.865
317.998,0.727
318.009,0.675
318.02,0.195
318.031,0.189
318.042,0.103
318.304,0.855
318.315,1.363
318.326,1.609
318.337,1.652
318.348,1.663
318.359,1.878
318.37,1.918
318.381,1.805
318.392,2.349
318.403,2.59
318.414,2.518
318.425,1.389
318.436,0.683
318.447,0.508
318.457,0.275
318.468,0.123
318.479,0.004
318.6,0.132
318.611,0.323
318.622,0.684
318.633,0.672
318.643,0.981
318.654,1.147
318.665,0.81
318.676,0.715
318.687,0.517
318.698,0.276
318.851,0.294
318.862,0.508
318.873,1.321
318.884,1.694
318.895,2.277
318.906,2.278
318.917,2.949
318.928,3.284
318.939,2.596
318.972,0.942
318.983,0.102
319.048,0.059
319.059,0.072
319.07,0.364
319.081,0.69
319.092,1.019
319.103,1.059
319.114,1.269
319.125,1.299
319.136,1.7
319.147,2.05
319.158,2.402
319.169,2.2
319.18,1.777
319.19,1.258
319.201,0.73
319.212,0.378
319.223,0.102
319.267,0.036
319.289,0.039
319.311,0.007
319.333,0.531
319.344,0.66
319.355,0.39
319.366,0.044
319.376,0.231
319.387,0.063
319.398,0.071
319.738,0.076
319.759,0.06
319.77,0.126
319.781,0.06
319.792,0.069
319.803,0.012
319.814,0.141
319.825,0.336
319.836,0.716
319.847,0.771
319.858,0.812
319.869,0.988
319.88,0.553
319.891,0.091
320.033,0.219
320.044,0.346
320.055,0.343
320.088,0.022
320.099,0.245
320.23,0.709
320.241,0.777
320.252,1.318
320.263,1.381
320.274,1.604
320.285,1.296
320.296,0.954
320.306,0.679
320.317,0.431
320.755,0.246
320.766,0.708
320.777,0.787
320.788,1.012
320.799,0.938
320.81,0.875
320.821,0.977
320.832,0.808
320.843,0.121
321.04,0.028
321.05,0.089
321.083,0.482
321.094,0.849
321.105,0.872
321.116,0.911
321.127,0.78
321.138,0.491
321.346,0.184
321.357,0.26
321.368,0.269
321.379,0.208
321.608,0.148
321.619,0.638
321.63,0.947
321.641,1.502
321.652,1.628
321.663,2.042
321.674,2.45
321.685,2.46
321.696,2.295
321.707,1.51
321.718,1.578
321.729,1.402
321.74,1.057
321.751,0.803
321.762,0.181
321.904,0.02
321.915,0.911
321.926,1.31
321.937,1.623
321.948,1.654
321.959,1.524
321.97,1.442
321.98,1.076
321.991,1.2
322.002,0.802
322.013,0.182
322.134,0.182
322.144,0.57
322.155,0.563
322.166,0.547
322.177,0.602
322.188,0.656
322.199,0.664
322.21,0.74
322.221,0.799
322.232,0.809
322.243,0.398
322.254,0.244
322.352,0.026
322.363,0.454
322.374,0.82
322.385,1.176
322.396,1.092
322.407,1.213
322.418,1.8
322.429,2.017
322.44,1.822
322.451,1.56
322.462,1.087
322.473,0.893
322.484,0.909
322.495,1.104
322.506,1.067
322.517,0.437
322.527,0.073
322.549,0.251
322.56,0.252
322.571,0.319
322.582,0.981
322.593,1.411
322.604,1.638
322.615,1.381
322.626,1.684
322.637,1.765
322.648,1.691
322.659,1.641
322.67,1.344
322.681,0.93
322.692,1.177
322.703,1.286
322.713,0.992
322.724,0.353
322.856,0.253
322.867,0.904
322.878,1.192
322.889,1.304
322.899,1.405
322.91,1.473
322.921,1.034
322.932,0.821
322.943,0.834
322.954,0.577
322.965,0.06
323.042,0.162
323.053,0.385
323.064,0.528
323.075,0.429
323.085,0.515
323.096,0.374
323.107,0.298
323.118,0.336
323.129,0.3
323.14,0.39
323.151,0.241
323.162,0.262
323.282,0.055
323.293,0.042
323.304,0.075
323.315,0.365
323.326,0.213
323.337,0.249
323.348,0.175
323.359,0.167
323.468,0.145
323.479,0.612
323.49,0.924
323.501,1.255
323.512,1.995
323.523,2.318
323.534,2.324
323.545,2.251
323.556,2.372
323.567,2.75
323.578,2.934
323.589,2.994
323.6,2.874
323.611,2.758
323.622,2.987
323.633,2.708
323.643,1.862
323.654,0.722
323.665,0.164
323.764,0.265
323.775,0.441
323.786,0.514
323.797,1.042
323.808,1.162
323.819,1.297
323.829,1.413
323.84,1.155
323.851,0.636
323.862,0.653
323.873,0.631
323.884,0.077
324.015,0.498
324.026,1.236
324.037,1.552
324.048,1.626
324.059,1.646
324.07,1.766
324.081,1.439
324.092,0.989
324.103,0.236
324.202,0.054
324.212,0.268
324.223,0.273
324.234,0.784
324.245,0.536
324.256,0.558
324.267,0.04
324.278,0.024
324.289,0.16
324.42,0.262
324.431,0.768
324.442,0.88
324.453,0.87
324.464,0.51
324.617,0.079
324.639,0.07
324.65,0.037
324.661,0.034
324.858,0.061
324.869,0.421
324.88,0.583
324.891,0.532
324.902,0.568
324.913,0.781
324.924,1.127
324.934,1.084
324.945,0.672
324.956,0.242
325.088,0.069
325.099,0.459
325.11,0.438
325.12,0.478
325.131,0.562
325.142,0.604
325.339,0.409
325.35,0.53
