Depth_m,Br
474.387,2.052
474.398,1.822
474.409,1.308
474.42,1.282
474.431,1.018
474.442,1.127
474.453,0.714
474.464,0.762
474.475,0.69
474.486,0.799
474.497,0.757
474.508,1.022
474.519,1.017
474.836,1.52
474.847,2.615
474.858,2.519
474.869,2.542
474.902,1.566
474.913,0.307
474.924,0.275
475.011,0.582
475.022,0.736
475.033,0.117
475.044,0.123
475.055,0.114
475.088,0.014
475.099,0.441
475.11,1.428
475.12,1.558
475.131,1.008
475.142,0.447
475.153,0.001
475.164,0.239
475.175,0.333
475.186,0.254
475.197,0.215
475.208,0.158
475.317,0.204
475.328,0.308
475.339,1.227
475.35,1.453
475.361,1.074
475.372,0.041
475.383,0.113
475.394,0.394
475.405,0.225
475.416,0.097
475.482,0.106
475.492,0.574
475.503,0.706
475.514,0.806
475.525,0.74
475.536,1.047
475.547,1.041
475.558,0.959
475.569,1.105
475.58,1.296
475.591,0.363
475.613,0.116
475.624,0.176
475.722,0.116
475.744,0.198
475.755,0.561
475.766,0.904
475.777,0.494
475.788,0.97
475.799,0.644
475.908,0.694
475.919,1.091
475.93,1.542
475.941,1.922
475.952,1.704
475.963,1.872
475.974,1.49
475.985,0.838
475.996,0.311
476.007,0.059
476.127,0.069
476.171,0.076
476.182,0.267
476.193,0.822
476.204,1.108
476.215,1.493
476.226,1.19
476.237,0.783
476.247,0.474
476.258,0.53
476.269,0.519
476.28,0.33
476.291,0.0
476.477,0.16
476.488,0.204
476.871,0.138
476.893,0.185
476.904,0.391
476.915,0.669
476.926,0.708
476.937,0.8
476.948,0.833
476.959,0.662
476.97,0.25
477.101,0.581
477.112,0.859
477.123,0.744
477.134,0.027
477.396,0.666
477.407,1.45
477.418,1.678
477.429,1.408
477.44,0.467
477.462,0.103
477.56,0.078
477.626,0.336
477.637,0.173
477.681,0.024
477.703,0.004
477.878,0.007
477.889,0.025
477.91,0.053
478.031,0.361
478.042,1.008
478.053,1.1
478.064,1.477
478.075,1.144
478.085,0.811
478.096,0.482
478.107,0.356
478.118,0.441
478.129,0.722
478.14,0.649
478.151,0.216
478.162,0.251
478.173,0.249
478.184,0.329
478.195,0.215
478.206,0.551
478.217,0.877
478.228,0.9
478.239,0.483
478.392,0.143
478.403,0.679
478.414,0.8
478.425,0.726
478.436,0.789
478.447,0.867
478.457,0.598
478.468,0.001
478.643,0.104
478.654,0.237
478.665,0.474
478.676,0.433
478.687,0.624
478.698,0.702
478.709,0.98
478.72,1.946
478.731,2.158
478.742,1.807
478.753,1.034
478.764,1.09
478.775,0.477
478.786,0.008
478.797,0.072
478.939,0.289
478.95,0.576
478.961,0.986
478.972,1.671
478.983,1.741
478.994,1.911
479.005,2.124
479.015,2.4
479.026,2.509
479.037,2.72
479.048,2.78
479.059,1.275
479.092,0.137
479.103,0.228
479.147,0.321
479.158,0.462
479.169,0.433
479.18,0.288
479.19,0.301
479.201,0.617
479.212,0.749
479.223,0.412
479.234,0.022
479.355,0.125
479.366,0.297
479.377,1.024
479.388,2.302
479.398,1.983
479.409,1.502
479.42,0.399
479.431,0.685
479.442,0.735
479.453,1.006
479.464,0.764
479.475,0.275
479.639,0.351
479.65,0.653
479.661,0.605
479.672,0.717
479.683,0.887
479.694,0.745
479.705,0.475
479.716,0.578
479.727,0.667
479.738,0.292
479.836,0.05
479.847,0.166
479.88,0.016
479.891,0.431
479.902,0.097
480.066,0.086
480.077,0.548
480.088,0.886
480.099,0.798
480.11,1.188
480.121,1.915
480.131,1.314
480.142,0.111
480.208,0.36
480.252,0.028
480.263,0.172
480.274,0.406
480.285,0.896
480.296,0.788
480.307,0.013
480.46,0.15
480.471,0.402
480.482,0.612
480.492,1.116
480.503,1.283
480.514,1.0
480.525,0.557
480.536,0.383
480.547,0.099
480.7,0.092
480.711,0.348
480.722,0.456
480.733,0.971
480.744,1.458
480.755,1.446
480.766,1.214
480.777,0.915
480.788,0.29
480.799,0.134
480.81,0.491
480.821,0.55
480.875,0.423
480.886,0.59
480.897,0.359
480.908,0.119
480.919,0.22
480.93,0.374
480.941,0.798
480.952,1.164
480.963,0.544
481.007,0.115
481.018,0.635
481.029,0.724
481.039,0.397
481.05,0.308
481.061,0.494
481.072,0.226
481.094,0.045
481.105,0.155
481.116,0.017
481.138,0.043
481.149,0.294
481.16,0.306
481.171,0.525
481.182,0.559
481.193,0.649
481.204,0.793
481.215,0.691
481.226,0.48
481.379,0.386
481.39,0.821
481.401,0.931
481.412,0.018
481.63,0.229
481.641,0.573
481.652,1.01
481.663,1.163
481.674,0.997
481.685,0.76
481.696,0.612
481.707,0.56
481.718,0.592
481.729,0.475
481.74,0.13
481.937,0.281
481.948,0.981
481.959,1.198
481.97,1.048
481.981,1.068
481.991,0.875
482.002,0.768
482.013,0.918
482.024,1.015
482.035,0.126
482.09,0.111
482.101,0.477
482.112,0.363
482.123,0.281
482.134,0.331
482.145,0.233
482.156,0.14
482.166,0.19
482.177,0.29
482.188,0.272
482.199,0.392
482.21,0.438
482.221,0.428
482.232,0.309
482.276,0.278
482.287,0.231
482.298,0.632
482.309,1.208
482.32,1.447
482.331,1.658
482.341,1.691
482.352,1.708
482.363,1.022
482.374,0.535
482.495,0.09
482.506,0.529
482.517,0.133
482.538,0.001
482.549,0.671
482.56,0.945
482.571,1.083
482.582,0.965
482.593,0.789
482.604,0.457
482.692,0.281
482.703,0.496
482.714,0.546
482.724,0.486
482.735,0.48
482.746,0.425
482.757,0.377
482.768,0.41
482.779,0.233
482.9,0.06
482.91,0.162
482.921,0.395
482.932,0.678
482.943,0.973
482.954,0.732
483.086,0.004
483.096,0.185
483.107,0.291
483.118,0.861
483.129,1.384
483.14,2.091
483.151,2.773
483.162,2.536
483.173,1.625
483.184,0.832
483.195,0.525
483.206,0.441
483.217,0.37
483.556,0.174
483.567,0.355
483.578,0.959
483.589,1.701
483.6,2.4
483.611,1.623
483.622,1.242
483.633,0.102
483.709,0.049
483.72,0.108
483.797,0.298
483.808,0.477
483.819,0.522
483.95,0.255
483.961,1.013
483.972,1.268
483.983,1.594
483.994,1.351
484.005,0.662
484.015,0.395
484.026,0.62
484.037,0.646
484.048,0.548
484.059,0.317
484.07,0.018
484.081,0.0
484.092,0.338
484.103,1.047
484.114,1.359
484.125,1.641
484.136,1.826
484.147,1.868
484.158,2.119
484.169,1.981
484.18,1.479
484.191,0.694
484.202,0.406
484.212,0.651
484.223,0.867
484.508,0.195
484.519,0.505
484.53,0.787
484.541,1.077
484.552,2.032
484.563,3.089
484.573,2.994
484.584,2.529
484.595,2.053
484.606,1.814
484.617,2.138
484.628,1.722
484.639,1.345
484.65,1.783
484.661,2.069
484.672,1.453
484.683,0.61
484.716,0.254
484.727,0.353
484.924,0.076
484.934,0.717
484.945,1.191
484.956,1.6
484.967,1.971
484.978,2.204
484.989,2.517
485.0,2.511
485.011,2.3
485.022,1.876
485.033,1.273
485.044,0.731
485.055,0.627
485.066,0.335
485.077,0.138
485.088,0.064
485.099,0.142
485.208,0.614
485.219,0.873
485.23,1.278
485.241,1.696
485.252,2.574
485.263,2.456
485.274,2.395
485.285,2.395
485.296,2.349
485.306,1.421
485.317,0.711
485.328,0.243
485.416,0.52
485.427,0.119
485.7,0.184
485.711,0.424
485.722,0.361
485.733,0.303
485.744,0.375
485.755,0.348
485.766,0.502
485.777,0.632
485.788,0.436
485.799,0.629
485.81,1.139
485.821,1.389
485.832,1.819
485.843,2.073
485.854,1.697
485.864,0.274
485.875,0.107
485.996,0.14
486.007,0.51
486.018,0.951
486.029,1.407
486.04,1.469
486.05,1.449
486.061,0.769
486.182,0.035
486.193,0.098
486.215,0.13
486.225,0.443
486.236,0.432
486.247,0.771
486.258,1.143
486.269,0.344
486.608,0.192
486.619,0.264
486.652,0.467
486.663,0.812
486.674,0.91
486.685,1.048
486.696,0.849
486.707,0.569
486.849,0.758
486.86,1.799
486.871,2.009
486.882,1.593
486.893,1.35
486.904,1.032
486.915,1.179
486.926,1.254
486.937,1.343
486.948,0.488
487.002,0.144
487.013,0.188
487.024,0.333
487.035,0.735
487.046,1.039
487.057,1.031
487.068,1.308
487.079,1.411
487.09,1.466
487.101,0.957
487.112,0.86
487.123,0.995
487.134,0.972
487.145,0.587
487.155,0.264
487.243,0.026
487.254,0.136
487.265,0.182
487.276,0.481
487.287,0.602
487.298,1.117
487.309,1.171
487.32,1.075
487.331,0.606
487.341,0.358
487.352,0.347
487.451,0.013
487.473,0.204
487.484,0.501
487.495,1.276
487.506,1.067
487.517,0.963
487.527,0.353
487.549,0.132
488.118,0.139
488.129,0.437
488.14,0.802
488.151,0.769
488.162,0.924
488.173,0.821
488.184,0.9
488.195,0.66
488.206,0.287
488.37,0.053
488.381,0.462
488.392,0.971
488.403,1.237
488.414,1.275
488.425,1.163
488.436,0.951
488.447,0.22
488.512,0.036
488.523,0.032
488.534,0.032
488.545,0.346
488.556,0.66
488.567,0.759
488.578,0.741
488.589,0.753
488.6,0.51
488.611,0.125
488.622,0.016
488.633,0.006
488.829,0.079
488.84,0.25
488.851,0.843
488.862,0.943
489.048,0.173
489.059,0.318
489.07,0.332
489.081,0.284
489.092,0.299
489.103,0.397
489.114,0.308
489.267,0.431
489.278,0.811
489.289,0.958
489.3,0.962
489.311,0.841
489.322,1.036
489.333,1.214
489.344,1.164
489.366,1.186
489.377,0.378
489.387,0.5
489.398,0.519
489.409,0.657
489.42,0.389
489.431,0.274
489.442,0.435
489.453,0.454
489.464,0.463
489.475,0.476
489.486,0.296
489.497,0.195
489.508,0.138
489.683,0.107
489.694,0.624
489.705,1.196
489.716,2.499
489.727,2.431
489.738,1.813
489.748,1.19
489.759,1.367
489.77,1.33
489.781,0.606
489.792,0.402
489.803,0.482
489.814,0.5
489.924,0.293
489.935,0.522
489.945,0.296
490.153,0.104
490.328,0.06
490.339,0.412
490.35,0.831
490.361,1.099
490.372,1.218
490.383,1.237
490.394,1.325
490.405,1.118
490.416,1.103
490.427,1.03
490.438,1.208
490.449,1.45
490.46,1.312
490.471,0.386
490.558,0.039
490.569,0.022
490.602,0.32
490.613,0.775
490.624,1.152
490.635,1.25
490.646,1.039
490.657,0.715
490.668,0.831
490.678,0.284
490.832,0.112
490.843,0.765
490.854,0.267
490.865,0.125
490.875,0.525
490.886,0.389
490.919,0.362
490.93,0.239
490.941,0.027
491.226,0.337
491.236,0.938
491.247,1.084
491.258,1.209
491.269,1.22
491.28,1.262
491.291,0.806
491.302,0.634
491.313,0.24
491.477,0.254
491.488,0.291
491.499,0.404
491.51,1.005
491.521,1.151
491.532,1.145
491.543,1.078
491.554,0.985
491.565,1.077
491.576,0.548
491.587,0.57
491.597,0.272
492.046,0.0
492.068,0.356
492.079,0.468
492.09,0.382
492.101,0.312
492.112,1.503
492.123,2.311
492.134,1.603
492.145,0.837
492.156,0.119
492.166,0.708
492.177,0.529
492.276,0.083
492.331,0.173
492.342,0.302
492.352,0.787
492.363,1.291
492.374,1.359
492.385,0.92
492.396,0.467
492.407,0.346
492.418,0.312
492.56,0.222
492.571,0.384
492.779,0.208
492.79,0.81
492.801,1.086
492.812,0.941
492.823,0.675
492.834,0.442
492.845,0.55
492.856,0.683
492.889,0.122
492.965,0.214
492.976,0.616
492.987,0.818
492.998,1.228
493.009,1.111
493.02,1.026
493.031,0.675
493.042,0.636
493.053,0.68
493.064,0.655
493.075,0.648
493.086,0.604
493.096,0.139
493.173,0.114
493.184,0.151
493.195,0.514
493.206,1.54
493.217,1.94
493.228,1.899
493.239,0.999
493.25,1.249
493.261,1.537
493.271,2.137
493.282,2.885
493.293,2.353
493.304,1.722
493.315,1.788
493.326,1.779
493.337,0.685
493.403,0.169
493.414,0.201
493.425,0.641
493.436,1.153
493.447,2.144
493.457,2.955
493.468,3.458
493.479,2.991
493.49,2.329
493.501,1.377
493.512,0.221
493.633,0.176
493.643,0.446
493.654,1.302
493.665,0.993
493.676,1.082
493.687,0.646
493.698,0.55
493.72,0.082
493.731,0.617
493.742,0.653
493.753,0.534
493.764,0.537
493.775,0.838
493.786,1.299
493.797,1.671
493.808,0.729
493.994,0.1
494.048,0.701
494.059,0.679
494.07,0.558
494.081,0.112
494.092,0.329
494.103,0.119
494.136,0.051
494.147,0.618
494.158,1.342
494.169,1.232
494.18,1.141
494.19,1.439
494.201,1.43
494.212,1.23
494.223,1.11
494.234,1.184
494.245,0.978
494.256,0.269
494.366,0.198
494.377,1.742
494.387,2.013
494.398,1.006
494.409,1.162
494.42,0.475
494.431,1.163
494.442,1.385
494.453,1.225
494.464,0.903
494.475,0.541
494.486,0.507
494.497,0.275
494.628,0.074
494.639,0.087
494.803,0.079
494.814,0.597
494.825,1.092
494.836,1.363
494.847,1.488
494.858,1.547
494.869,1.546
494.88,1.005
494.891,0.389
494.902,0.461
494.913,0.425
494.924,0.337
495.033,0.182
495.044,0.285
495.077,1.234
495.088,2.193
495.099,1.525
495.11,0.565
495.12,0.563
495.131,0.281
495.153,0.227
495.164,0.471
495.175,0.185
495.197,0.018
495.208,0.042
495.219,0.19
495.23,0.102
495.241,0.178
495.252,0.03
495.263,0.247
495.525,0.118
495.536,0.32
495.547,0.432
495.558,0.464
495.569,0.477
495.58,0.42
495.591,0.525
495.602,0.63
495.613,0.616
495.624,0.664
495.635,0.755
495.646,0.663
495.657,0.552
495.668,0.516
495.678,0.892
495.689,0.661
495.7,0.041
495.777,0.504
495.788,0.539
495.799,0.612
495.81,0.832
495.821,0.92
495.832,1.066
495.843,0.752
495.854,0.07
495.864,0.211
495.875,1.02
495.886,0.833
495.897,0.101
495.93,0.269
495.941,0.288
496.225,0.061
496.236,0.428
496.247,0.311
496.433,0.182
496.444,0.598
496.455,0.678
496.466,0.24
496.477,0.376
496.488,0.938
496.499,1.216
496.51,1.417
496.521,1.643
496.532,1.667
496.543,1.546
496.554,1.046
496.565,0.465
496.576,0.114
496.587,0.172
496.652,0.221
496.663,0.704
496.674,0.894
496.685,0.933
496.696,0.5
496.707,0.648
496.718,0.44
496.729,0.716
496.74,0.98
496.751,0.632
496.838,0.046
496.871,0.221
496.882,0.072
496.893,0.164
496.904,0.114
496.915,0.007
496.926,0.051
496.937,0.024
496.948,0.058
497.024,0.072
497.035,0.388
497.046,0.505
497.057,0.754
497.068,0.75
497.079,0.588
497.09,0.71
497.101,1.196
497.112,1.813
497.123,2.1
497.134,1.966
497.145,2.012
497.156,2.273
497.166,2.808
497.177,3.559
497.188,2.492
497.199,1.037
497.342,0.178
497.352,0.409
497.363,0.785
497.374,0.89
497.385,0.987
497.396,1.148
497.407,1.299
497.418,1.957
497.429,2.042
497.44,2.155
497.451,1.955
497.462,1.986
497.473,1.946
497.484,1.862
497.495,1.589
497.506,1.085
497.517,0.88
497.527,1.002
497.538,0.466
497.549,0.073
497.571,0.049
497.582,0.144
497.593,0.567
497.604,0.821
497.615,1.122
497.626,1.159
497.637,1.338
497.648,1.395
497.659,0.902
497.67,0.579
497.681,0.357
497.692,0.09
497.823,0.342
497.834,0.35
497.845,0.197
498.228,0.235
498.239,0.248
498.25,0.376
498.261,0.324
498.271,0.462
498.282,0.372
498.293,0.462
498.304,0.248
498.457,0.246
498.468,0.212
498.479,0.07
498.72,0.202
498.742,0.353
498.753,0.182
498.764,0.3
498.775,0.534
498.786,1.159
498.797,1.404
498.808,1.479
498.818,1.155
498.829,0.574
498.84,0.391
498.851,0.218
498.961,0.091
499.015,0.806
499.026,1.037
499.037,0.885
499.048,0.83
499.059,0.604
499.07,0.541
499.158,0.818
499.169,1.171
499.18,1.061
499.19,1.07
499.201,0.976
499.212,1.09
499.223,0.57
499.3,0.053
499.311,0.692
499.322,1.132
499.333,0.634
499.344,0.088
499.355,0.134
499.366,0.397
499.377,0.724
499.387,0.331
499.541,0.137
499.552,0.587
499.562,0.794
499.573,1.169
499.584,1.045
499.595,1.546
499.606,1.916
499.617,1.76
499.628,0.268
499.858,0.069
499.869,0.196
499.88,0.299
499.891,0.649
499.902,1.043
499.913,1.01
499.924,0.75
499.935,0.362
499.945,0.167
500.044,0.031
500.055,0.262
500.066,0.281
500.077,0.607
500.088,0.662
500.099,0.988
500.11,1.223
500.121,1.426
500.131,1.331
500.142,1.213
500.153,2.091
500.164,2.075
500.175,1.946
500.186,1.767
500.197,1.864
500.208,1.265
500.219,1.155
500.23,0.94
500.263,0.157
500.274,0.474
500.285,0.915
500.296,0.853
500.307,0.666
500.317,0.551
500.328,0.734
500.339,0.499
500.569,0.438
500.58,0.766
500.591,0.413
500.602,0.744
500.613,1.008
500.624,0.707
500.635,0.245
500.646,0.035
500.722,0.219
500.733,0.59
500.744,0.631
500.755,0.329
500.766,0.259
500.777,0.587
500.788,0.797
500.799,1.3
500.81,1.395
501.127,1.229
501.138,0.963
501.149,0.919
501.16,0.648
501.171,0.661
501.182,0.394
501.193,0.383
501.204,0.505
501.215,0.787
501.225,0.457
501.291,0.045
501.302,0.077
501.313,0.319
501.324,0.776
501.335,1.408
501.346,1.064
501.357,1.523
501.368,0.9
501.39,0.567
501.401,0.366
501.422,0.13
501.433,0.194
501.444,0.148
501.455,0.358
501.466,0.099
501.477,0.052
501.488,0.018
501.499,0.591
501.51,0.842
501.521,0.572
501.532,1.151
501.543,1.279
501.554,0.928
501.565,0.55
501.576,0.073
501.718,0.175
501.729,0.481
501.751,0.616
501.762,0.428
501.773,0.719
501.784,0.896
501.794,1.003
501.805,0.568
502.035,0.245
502.046,0.356
502.057,0.571
502.068,0.743
502.079,0.367
502.09,0.327
502.101,0.642
502.112,0.726
502.123,0.607
502.134,0.684
502.145,0.644
502.156,0.155
502.188,0.408
502.199,0.372
502.21,0.743
502.221,1.35
502.232,1.829
502.243,1.373
502.254,1.036
502.265,1.001
502.276,0.876
502.287,0.27
502.473,0.111
502.484,0.174
502.495,0.408
502.506,0.378
502.517,0.903
502.527,1.08
502.538,0.9
502.549,1.061
502.56,1.095
502.571,1.029
502.582,0.446
502.593,0.565
502.604,0.665
502.615,0.38
503.042,0.087
503.053,0.544
503.064,0.564
503.075,0.413
503.085,0.133
503.326,0.019
503.337,0.487
503.348,1.41
503.359,1.885
503.37,2.375
503.381,2.681
503.392,2.441
503.403,2.515
503.414,2.618
503.425,2.058
503.436,1.512
503.447,1.274
503.457,0.969
503.468,0.576
503.479,0.021
503.567,0.054
503.578,0.073
503.611,0.582
503.622,0.704
503.633,0.621
503.643,0.791
503.654,0.937
503.665,0.927
503.676,0.234
503.753,0.028
503.764,0.179
503.775,0.139
503.786,0.204
503.797,0.691
503.808,1.073
503.818,1.565
503.829,1.941
503.84,2.004
503.851,2.204
503.862,2.521
503.873,2.691
503.884,2.18
503.895,1.348
503.906,0.855
503.917,0.74
503.928,0.76
503.939,0.685
503.95,0.477
503.961,0.136
503.972,0.082
503.983,0.178
503.994,0.125
504.464,0.036
504.475,0.183
504.486,0.118
504.497,0.114
504.508,0.034
504.694,0.287
504.705,0.134
504.716,0.127
504.727,0.028
504.749,0.324
504.759,0.5
504.77,0.503
504.781,0.268
504.792,0.474
504.803,0.133
504.814,0.01
504.935,0.158
504.945,0.591
504.956,1.016
504.967,1.06
504.978,1.154
504.989,1.147
505.0,1.069
505.011,0.837
505.022,0.915
505.033,0.905
505.044,0.87
505.055,0.688
505.066,0.42
505.077,0.503
505.088,0.213
505.23,0.028
505.241,0.114
505.252,0.133
505.263,0.189
505.274,0.312
505.285,0.462
505.296,0.508
505.306,0.221
505.317,0.047
505.339,0.21
505.35,0.521
505.361,0.46
505.394,0.094
505.678,0.239
505.689,0.605
505.7,0.667
505.711,0.558
505.722,0.583
505.733,0.266
505.897,0.021
505.919,0.138
505.93,0.35
505.952,0.107
505.963,0.017
506.663,0.015
506.674,0.084
506.685,0.057
507.057,0.009
507.32,0.373
507.331,0.785
507.342,1.311
507.352,1.637
507.363,1.495
507.374,1.077
507.385,0.804
507.396,0.566
507.407,0.251
507.418,0.117
507.462,0.23
507.473,0.676
507.484,1.468
507.495,1.631
507.506,2.126
507.517,2.029
507.527,2.01
507.538,1.51
507.549,0.992
507.56,0.619
507.571,0.664
507.582,1.122
507.593,1.01
507.604,0.163
507.626,0.592
507.637,1.778
507.648,1.902
507.659,1.773
507.67,2.05
507.681,1.852
507.692,1.997
507.703,1.322
507.714,1.331
507.724,1.314
507.735,1.146
507.746,0.696
507.757,0.032
507.768,0.235
507.779,0.268
507.79,0.262
507.801,0.257
507.812,0.209
507.845,0.109
507.878,0.009
508.031,0.182
508.042,0.648
508.053,0.649
508.064,0.56
508.075,0.924
508.085,1.369
508.096,1.624
508.107,1.633
508.118,1.873
508.129,2.004
508.14,1.469
508.151,0.766
508.162,0.312
508.217,0.135
508.228,1.625
508.239,1.731
508.25,1.567
508.261,1.785
508.271,0.976
508.282,1.566
508.293,1.547
508.304,1.874
508.315,1.74
508.326,1.582
508.337,0.92
508.348,0.522
508.359,0.114
508.37,0.222
508.381,0.017
508.414,0.007
508.425,0.76
508.436,2.188
508.447,1.858
508.457,0.872
508.479,0.8
508.49,1.894
508.501,2.348
508.512,3.149
508.523,3.185
508.534,2.177
508.545,0.518
508.556,0.661
508.567,1.033
508.578,0.799
508.589,0.129
508.654,0.084
508.665,0.229
508.676,0.511
508.687,0.623
508.698,0.735
508.709,1.384
508.72,2.337
508.731,2.83
508.742,2.879
508.753,2.747
508.764,2.766
508.775,2.638
508.786,2.434
508.797,2.287
508.808,2.288
508.819,2.051
508.829,1.609
508.84,0.978
508.851,1.089
508.928,0.81
508.939,0.728
508.95,1.201
508.961,1.448
509.015,2.691
509.026,2.965
509.037,2.694
509.048,2.313
509.059,1.974
509.07,1.631
509.081,0.343
509.158,0.073
509.169,0.459
509.18,0.522
509.191,0.381
509.201,0.467
509.212,0.464
509.223,0.509
509.234,0.587
509.245,0.298
509.256,0.489
509.267,0.32
509.278,0.124
509.398,0.601
509.409,0.559
509.42,0.942
509.431,2.037
509.442,2.718
509.453,3.812
509.464,2.625
509.475,1.141
509.486,0.219
509.497,0.211
509.639,0.63
509.65,0.357
509.661,0.532
509.672,0.408
509.836,0.098
509.847,0.489
509.858,0.741
509.869,0.913
509.88,0.968
509.891,0.852
509.902,0.888
509.913,0.637
509.924,0.478
509.978,1.053
509.989,1.554
510.0,1.443
510.011,1.646
510.022,1.332
510.033,0.004
510.186,0.105
510.197,0.713
510.208,0.836
510.219,0.636
510.23,0.526
510.241,0.505
510.252,0.759
510.263,0.98
510.274,1.009
510.285,1.576
510.296,0.684
510.416,0.245
510.427,0.539
510.46,1.102
510.471,1.913
510.482,2.103
510.493,1.947
510.503,1.891
510.514,1.316
510.525,0.53
510.657,0.503
510.668,0.864
510.678,1.211
510.689,0.891
510.7,0.083
510.711,0.336
510.733,0.86
510.744,1.37
510.755,0.731
510.766,0.003
510.93,0.229
510.941,0.946
510.952,2.301
510.963,2.678
510.974,2.045
510.985,0.187
510.996,0.234
511.007,0.495
511.018,0.816
511.029,0.864
511.04,0.416
511.116,0.075
511.127,0.702
511.138,1.044
511.149,0.846
511.16,1.387
511.171,1.781
511.182,2.512
511.193,3.005
511.204,2.693
511.215,1.771
511.226,0.761
511.237,0.64
511.247,0.281
511.357,1.361
511.368,3.045
511.379,3.155
511.39,3.528
511.401,4.615
511.412,3.911
511.433,2.695
511.444,1.767
511.455,0.167
511.608,0.377
511.619,1.602
511.63,2.149
511.641,2.722
511.652,2.276
511.663,1.188
511.674,0.096
511.948,0.23
511.959,0.776
511.97,1.156
511.98,1.57
511.991,1.646
512.002,1.416
512.013,0.464
512.199,0.142
512.21,0.341
512.221,0.388
512.232,1.02
512.243,2.437
512.254,3.808
512.265,3.842
512.276,1.97
512.287,0.793
512.298,0.977
512.309,0.589
512.32,0.348
512.451,0.019
512.462,0.123
512.473,0.054
512.484,0.057
512.637,0.169
512.648,0.677
512.659,0.925
512.67,1.339
512.681,2.443
512.692,2.965
512.703,1.565
512.713,0.563
512.724,0.205
512.735,0.874
512.746,0.854
512.757,0.826
512.768,0.809
512.779,0.953
512.79,0.855
512.801,0.442
512.932,0.317
512.943,0.263
513.731,0.289
513.742,0.131
513.753,0.605
513.764,0.736
513.775,0.702
513.786,0.714
513.797,0.423
513.939,0.466
